Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:38.03,Dejen GEBREMESKEL,24 NOV 1989,ETH,1,,"Boston, MA (USA)",28 FEB 2016,1214
2,7:38.60,Ryan HILL,31 JAN 1990,USA,1,,"Portland, OR (USA)",11 MAR 2016,1210
3,7:38.82,Ryan HILL,31 JAN 1990,USA,1,,"New York, NY (USA)",20 FEB 2016,1209
4,7:38.85,Hassan MEAD,28 AUG 1989,USA,2,,"New York, NY (USA)",20 FEB 2016,1208
5,7:39.00,Paul CHELIMO,27 OCT 1990,USA,2,,"Portland, OR (USA)",11 MAR 2016,1208
6,7:39.04,Abdelaati IGUIDER,25 MAR 1987,MAR,1,,"Globe Arena, Stockholm (SWE)",17 FEB 2016,1207
7,7:39.11,Yomif KEJELCHA,01 AUG 1997,ETH,2,,"Globe Arena, Stockholm (SWE)",17 FEB 2016,1207
8,7:39.23,Augustine Kiprono CHOGE,21 JAN 1987,KEN,1,,Düsseldorf (GER),03 FEB 2016,1206
8,7:39.23,Mohamed AL GARNI,02 JUL 1992,QAT,1,,Doha (QAT),21 FEB 2016,1206
10,7:39.43,Eric JENKINS,24 NOV 1991,USA,3,,"New York, NY (USA)",20 FEB 2016,1205
11,7:39.55,Mo FARAH,23 MAR 1983,GBR,1,,"Emirates Arena, Glasgow (GBR)",20 FEB 2016,1204
12,7:39.82,Caleb Mwangangi NDIKU,09 OCT 1992,KEN,2,,Düsseldorf (GER),03 FEB 2016,1202
13,7:40.10,Evan JAGER,08 MAR 1989,USA,4,,"New York, NY (USA)",20 FEB 2016,1201
14,7:40.11,Mohammed AHMED,05 JAN 1991,CAN,5,,"New York, NY (USA)",20 FEB 2016,1201
15,7:40.24,Yenew ALAMIREW,27 MAY 1990,ETH,3,,Düsseldorf (GER),03 FEB 2016,1200
16,7:40.27,Albert ROP,17 JUL 1992,BRN,2,,Doha (QAT),21 FEB 2016,1199
17,7:40.29,Albert ROP,17 JUL 1992,BRN,4,,Düsseldorf (GER),03 FEB 2016,1199
18,7:40.51,Edward CHESEREK,02 FEB 1994,KEN,6,,"New York, NY (USA)",20 FEB 2016,1198
19,7:40.66,Augustine Kiprono CHOGE,21 JAN 1987,KEN,2,,"Emirates Arena, Glasgow (GBR)",20 FEB 2016,1197
20,7:40.74,Matthew CENTROWITZ,18 OCT 1989,USA,1f1,,"Portland, OR (USA)",05 FEB 2016,1197
21,7:40.79,Kemoy CAMPBELL,14 JAN 1991,JAM,7,,"New York, NY (USA)",20 FEB 2016,1196
22,7:40.95,Hassan MEAD,28 AUG 1989,USA,2f1,,"Portland, OR (USA)",05 FEB 2016,1195
23,7:41.19,Eric JENKINS,24 NOV 1991,USA,3,,"Portland, OR (USA)",11 MAR 2016,1194
24,7:41.25,Bernard LAGAT,12 DEC 1974,USA,4,,"Portland, OR (USA)",11 MAR 2016,1193
25,7:41.26,Garrett HEATH,03 NOV 1985,USA,5,,"Portland, OR (USA)",11 MAR 2016,1193
26,7:41.69,Dawit WOLDE,19 MAY 1991,ETH,3,,"Emirates Arena, Glasgow (GBR)",20 FEB 2016,1191
27,7:42.18,Yasin HAJI,22 JAN 1996,ETH,5,,Düsseldorf (GER),03 FEB 2016,1187
28,7:42.33,Andrew BAYER,03 FEB 1990,USA,8,,"New York, NY (USA)",20 FEB 2016,1187
29,7:42.46,Yenew ALAMIREW,27 MAY 1990,ETH,3,,"Globe Arena, Stockholm (SWE)",17 FEB 2016,1186
30,7:42.47,Thomas FARRELL,23 MAR 1991,GBR,3f1,,"Portland, OR (USA)",05 FEB 2016,1186
31,7:42.53,Isiah Kiplangat KOECH,19 DEC 1993,KEN,6,,Düsseldorf (GER),03 FEB 2016,1185
32,7:42.94,Dejen GEBREMESKEL,24 NOV 1989,ETH,1,,"Reggie Lewis Center, Boston, MA (USA)",14 FEB 2016,1183
33,7:43.01,Lopez LOMONG,01 JAN 1985,USA,9,,"New York, NY (USA)",20 FEB 2016,1182
34,7:43.04,Vincent RONO,10 NOV 1990,KEN,7,,Düsseldorf (GER),03 FEB 2016,1182
35,7:43.22,Augustine Kiprono CHOGE,21 JAN 1987,KEN,1,,"Messehalle, Karlsruhe (GER)",06 FEB 2016,1181
36,7:43.33,Trevor DUNBAR,29 APR 1991,USA,4f1,,"Portland, OR (USA)",05 FEB 2016,1180
37,7:43.44,Youssouf HISS BACHIR,01 JAN 1987,DJI,4,,"Globe Arena, Stockholm (SWE)",17 FEB 2016,1180
38,7:43.45,Yomif KEJELCHA,01 AUG 1997,ETH,2,,"Messehalle, Karlsruhe (GER)",06 FEB 2016,1179
39,7:43.49,Bethwell BIRGEN,06 AUG 1988,KEN,3,,"Messehalle, Karlsruhe (GER)",06 FEB 2016,1179
40,7:43.59,Hassan MEAD,28 AUG 1989,USA,6,,"Portland, OR (USA)",11 MAR 2016,1179
41,7:43.77,Yomif KEJELCHA,01 AUG 1997,ETH,1,,Metz (FRA),21 FEB 2016,1177
42,7:44.05,Evan JAGER,08 MAR 1989,USA,7,,"Portland, OR (USA)",11 MAR 2016,1176
43,7:44.09,Caleb Mwangangi NDIKU,09 OCT 1992,KEN,4,,"Messehalle, Karlsruhe (GER)",06 FEB 2016,1175
44,7:44.29,Brett ROBINSON,08 MAY 1991,AUS,2,,"Reggie Lewis Center, Boston, MA (USA)",14 FEB 2016,1174
45,7:44.50,Leul GEBRESILASE,20 SEP 1992,ETH,1,,Sabadell (ESP),19 FEB 2016,1173
46,7:44.68,Paul CHELIMO,27 OCT 1990,USA,1,,"Portland, OR (USA)",22 JAN 2016,1172
47,7:44.69,Said ADEN,1993,QAT,3,,Doha (QAT),21 FEB 2016,1172
48,7:44.87,Vincent KIBET,06 MAY 1991,KEN,5,,"Messehalle, Karlsruhe (GER)",06 FEB 2016,1171
49,7:44.96,Ben BLANKENSHIP,15 DEC 1988,USA,4,,"Emirates Arena, Glasgow (GBR)",20 FEB 2016,1170
50,7:45.07,Lawi LALANG,15 JUN 1991,KEN,3,,"Reggie Lewis Center, Boston, MA (USA)",14 FEB 2016,1169
51,7:45.09,Paul Kipsiele KOECH,10 NOV 1981,KEN,8,,Düsseldorf (GER),03 FEB 2016,1169
52,7:45.13,Yenew ALAMIREW,27 MAY 1990,ETH,6,,"Messehalle, Karlsruhe (GER)",06 FEB 2016,1169
53,7:45.14,Eric JENKINS,24 NOV 1991,USA,2,,"Portland, OR (USA)",22 JAN 2016,1169
54,7:45.15,Soufiyan BOUQANTAR,30 AUG 1993,MAR,2,,Sabadell (ESP),19 FEB 2016,1169
55,7:45.23,Paul Kipsiele KOECH,10 NOV 1981,KEN,5,,"Emirates Arena, Glasgow (GBR)",20 FEB 2016,1168
56,7:45.44,Cameron LEVINS,28 MAR 1989,CAN,10,,"New York, NY (USA)",20 FEB 2016,1167
57,7:45.58,Paul Kipsiele KOECH,10 NOV 1981,KEN,5,,"Globe Arena, Stockholm (SWE)",17 FEB 2016,1166
58,7:46.15,Birhanu BALEW,27 FEB 1996,BRN,3,,Sabadell (ESP),19 FEB 2016,1163
59,7:46.24,Dejene DEBELA,09 JAN 1995,ETH,4,,Sabadell (ESP),19 FEB 2016,1162
60,7:46.50,Isiah Kiplangat KOECH,19 DEC 1993,KEN,4,,"Reggie Lewis Center, Boston, MA (USA)",14 FEB 2016,1160
61,7:46.51,Cameron LEVINS,28 MAR 1989,CAN,5f1,,"Portland, OR (USA)",05 FEB 2016,1160
62,7:46.64,Dejene DEBELA,09 JAN 1995,ETH,2,,Metz (FRA),21 FEB 2016,1160
63,7:47.18,Donald CABRAL,12 DEC 1989,USA,11,,"New York, NY (USA)",20 FEB 2016,1156
64,7:47.39,Trevor DUNBAR,29 APR 1991,USA,12,,"New York, NY (USA)",20 FEB 2016,1155
65,7:47.68,Kemoy CAMPBELL,14 JAN 1991,JAM,5,,"Reggie Lewis Center, Boston, MA (USA)",14 FEB 2016,1153
66,7:47.70,Morhad AMDOUNI,21 JUN 1988,FRA,3,,Metz (FRA),21 FEB 2016,1153
67,7:48.34,Galen RUPP,08 MAY 1986,USA,8,,"Portland, OR (USA)",11 MAR 2016,1149
68,7:48.48,Garrett HEATH,03 NOV 1985,USA,1,,"Winston Salem, NC (USA)",30 JAN 2016,1148
69,7:48.55,Patrick TIERNAN,11 SEP 1994,AUS,1f1,,NY (USA),12 FEB 2016,1148
70,7:48.64,Yasin HAJI,22 JAN 1996,ETH,7,,"Messehalle, Karlsruhe (GER)",06 FEB 2016,1147
