Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:34.13,,Hagos GEBRHIWET,11 MAY 1994,ETH,1,,"Reggie Lewis Center, Boston, MA (USA) (i)",08 FEB 2014,1239
2,7:34.70,,Dejen GEBREMESKEL,24 NOV 1989,ETH,2,,"Reggie Lewis Center, Boston, MA (USA) (i)",08 FEB 2014,1235
3,7:34.87,,Ryan HILL,31 JAN 1990,USA,3,,"Reggie Lewis Center, Boston, MA (USA) (i)",08 FEB 2014,1234
4,7:36.27,,Caleb Mwangangi NDIKU,09 OCT 1992,KEN,1,,"Europahalle, Karlsruhe (GER) (i)",01 FEB 2014,1225
5,7:37.10,,Yenew ALAMIREW,27 MAY 1990,ETH,3,,"National Indoor Arena, Birmingham (GBR) (i)",15 FEB 2014,1220
6,7:37.11,,Augustine Kiprono CHOGE,21 JAN 1987,KEN,4,,"National Indoor Arena, Birmingham (GBR) (i)",15 FEB 2014,1220
7,7:37.22,,Paul Kipsiele KOECH,10 NOV 1981,KEN,5,,"National Indoor Arena, Birmingham (GBR) (i)",15 FEB 2014,1219
8,7:37.40,,Garrett HEATH,03 NOV 1985,USA,4,,"Reggie Lewis Center, Boston, MA (USA) (i)",08 FEB 2014,1218
9,7:37.62,,Andrew BUMBALOUGH,14 MAR 1987,USA,5,,"Reggie Lewis Center, Boston, MA (USA) (i)",08 FEB 2014,1216
10,7:38.51,,Bernard LAGAT,12 DEC 1974,USA,4,,"Europahalle, Karlsruhe (GER) (i)",01 FEB 2014,1211
11,7:38.77,,Albert ROP,17 JUL 1992,BRN,1,,"Topsporthal Vlaanderen, Gent (BEL) (i)",09 FEB 2014,1209
12,7:39.14,,Isiah Kiplangat KOECH,19 DEC 1993,KEN,3,,"Topsporthal Vlaanderen, Gent (BEL) (i)",09 FEB 2014,1207
13,7:39.55,,Elroy GELANT,25 AUG 1986,RSA,4,,"Topsporthal Vlaanderen, Gent (BEL) (i)",09 FEB 2014,1204
14,7:39.56,,Abdelaati IGUIDER,25 MAR 1987,MAR,5,,"Topsporthal Vlaanderen, Gent (BEL) (i)",09 FEB 2014,1204
15,7:39.73,,Hayle IBRAHIMOV,18 JAN 1990,AZE,6,,"Reggie Lewis Center, Boston, MA (USA) (i)",08 FEB 2014,1203
16,7:40.00,,Mohamed MOUSTAOUI,02 APR 1985,MAR,3,,Düsseldorf (GER) (i),30 JAN 2014,1201
17,7:40.85,,Ayanleh SOULEIMAN,03 DEC 1992,DJI,4,,Düsseldorf (GER) (i),30 JAN 2014,1196
18,7:41.59,,Cameron LEVINS,28 MAR 1989,CAN,7,,"Reggie Lewis Center, Boston, MA (USA) (i)",08 FEB 2014,1191
19,7:42.05,,Yomif KEJELCHA,01 AUG 1997,ETH,1,,Bordeaux (FRA) (i),26 JAN 2014,1188
20,7:42.95,,Will LEER,15 APR 1985,USA,8,,"Reggie Lewis Center, Boston, MA (USA) (i)",08 FEB 2014,1183
21,7:43.61,,Ali KAYA,20 APR 1994,TUR,6,,Düsseldorf (GER) (i),30 JAN 2014,1178
22,7:44.16,,Zane ROBERTSON,14 NOV 1989,NZL,6h2,,"Ergo Arena, Sopot (POL) (i)",07 MAR 2014,1175
23,7:44.78,,Edwin Cheruiyot SOI,03 MAR 1986,KEN,7,,Düsseldorf (GER) (i),30 JAN 2014,1171
24,7:44.87,,Soufiyan BOUQANTAR,30 AUG 1993,MAR,1,,Mondeville (FRA) (i),01 FEB 2014,1171
25,7:44.88,,Hassan MEAD,28 AUG 1989,USA,9,,"Reggie Lewis Center, Boston, MA (USA) (i)",08 FEB 2014,1171
26,7:45.12,,Lee EMANUEL,24 JAN 1985,GBR,7,,"National Indoor Arena, Birmingham (GBR) (i)",15 FEB 2014,1169
27,7:45.21,,Samuel CHELANGA,23 FEB 1985,KEN,10,,"Reggie Lewis Center, Boston, MA (USA) (i)",08 FEB 2014,1168
28,7:45.23,,Galen RUPP,08 MAY 1986,USA,3h1,,"Ergo Arena, Sopot (POL) (i)",07 MAR 2014,1168
29,7:45.49,,Andy VERNON,07 JAN 1986,GBR,4h1,,"Ergo Arena, Sopot (POL) (i)",07 MAR 2014,1167
30,7:46.15,,Collis BIRMINGHAM,27 DEC 1984,AUS,6h1,,"Ergo Arena, Sopot (POL) (i)",07 MAR 2014,1163
31,7:46.36,,Antonio ABADÍA,02 JUL 1990,ESP,7h2,,"Ergo Arena, Sopot (POL) (i)",07 MAR 2014,1161
32,7:46.55,,Ben BLANKENSHIP,15 DEC 1988,USA,11,,"Reggie Lewis Center, Boston, MA (USA) (i)",08 FEB 2014,1160
33,7:46.73,,Jonathan MELLOR,27 DEC 1986,GBR,8,,"National Indoor Arena, Birmingham (GBR) (i)",15 FEB 2014,1159
34,7:47.50,,Younéss ESSALHI,20 FEB 1993,MAR,2,,Bordeaux (FRA) (i),26 JAN 2014,1154
35,7:47.54,,Thomas FARRELL,23 MAR 1991,GBR,9,,"National Indoor Arena, Birmingham (GBR) (i)",15 FEB 2014,1154
36,7:48.32,,Youssouf HISS BACHIR,01 JAN 1987,DJI,3,,Mondeville (FRA) (i),01 FEB 2014,1149
37,7:48.60,,Abdellah HAIDANE,28 MAR 1989,ITA,1,,Genova (ITA) (i),08 FEB 2014,1147
38,7:49.05,,Craig MILLER,03 AUG 1987,USA,12,,"Reggie Lewis Center, Boston, MA (USA) (i)",08 FEB 2014,1145
39,7:49.26,,Łukasz PARSZCZYŃSKI,04 MAY 1985,POL,1f1,,Sopot (POL) (i),23 FEB 2014,1143
40,7:49.36,,Yoann KOWAL,28 MAY 1987,FRA,3,,Bordeaux (FRA) (i),26 JAN 2014,1143
41,7:49.99,,Yegor NIKOLAYEV,28 APR 1988,RUS,2,,Praha (CZE) (i),25 FEB 2014,1139
42,7:50.31,,Andrew POORE,03 DEC 1988,USA,1,,"Bloomington, IN (USA) (i)",15 FEB 2014,1137
43,7:50.58,,De'Sean TURNER,16 SEP 1988,USA,2,,"Bloomington, IN (USA) (i)",15 FEB 2014,1135
44,7:51.47,,Donald CABRAL,12 DEC 1989,USA,13,,"Reggie Lewis Center, Boston, MA (USA) (i)",08 FEB 2014,1130
45,7:51.52,,Maksim KOROLEV,17 JAN 1992,KAZ,1f1,,"Boston, MA (USA) (i)",08 FEB 2014,1129
46,7:51.57,,Will GEOGHEGAN,15 JUL 1992,USA,2f1,,"Boston, MA (USA) (i)",08 FEB 2014,1129
47,7:52.09,,Travis MAHONEY,25 JUL 1990,USA,1f1,,"Boston, MA (USA) (i)",25 JAN 2014,1126
48,7:52.24,,Matthew GILLESPIE,04 NOV 1990,GBR,2f1,,"Boston, MA (USA) (i)",25 JAN 2014,1125
49,7:52.29,,Adel MECHAAL,05 DEC 1990,ESP,1f1,,Athlone (IRL) (i),02 FEB 2014,1125
50,7:52.41,,Yitayal Atnafu ZERIHUN,20 JAN 1993,ETH,3,,Praha (CZE) (i),25 FEB 2014,1124
51,7:52.61,,Richard PETERS,18 FEB 1990,GBR,3f1,,"Boston, MA (USA) (i)",25 JAN 2014,1123
52,7:52.90,,Víctor GARCÍA,13 MAR 1985,ESP,1,,Sabadell (ESP) (i),15 FEB 2014,1121
53,7:53.04,,Debeli GEZMU,14 APR 1996,ETH,4,,Praha (CZE) (i),25 FEB 2014,1120
54,7:53.21,,Jakub HOLUŠA,20 FEB 1988,CZE,5,,Praha (CZE) (i),25 FEB 2014,1119
55,7:53.30,,Nicholas CHEPSEBA,12 OCT 1994,KEN,,,Istanbul (TUR) (i),22 FEB 2014,1119
56,7:54.05,,Kirubel ERASSA,17 JUN 1993,USA,1,,"Fayetteville, AR (USA) (i)",01 FEB 2014,1114
57,7:54.11,,Clemens BLEISTEIN,29 SEP 1990,GER,2,,Sabadell (ESP) (i),15 FEB 2014,1114
