Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:29.34,,Haile GEBRSELASSIE,18 APR 1973,ETH,1,,Karlsruhe (GER) (i),15 FEB 2004,1270
2,7:30.77,,Kenenisa BEKELE,13 JUN 1982,ETH,1,,"Schleyer Halle, Stuttgart (GER) (i)",31 JAN 2004,1260
3,7:34.71,,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,,Liévin (FRA) (i),28 FEB 2004,1235
4,7:34.96,,Bernard LAGAT,12 DEC 1974,KEN,1,,Peania (GRE) (i),22 FEB 2004,1233
5,7:38.30,,Boaz CHEBOIYWO,02 AUG 1978,KEN,1,,"Fayetteville, AR (USA) (i)",14 FEB 2004,1212
6,7:38.43,,Abiyote ABATE,20 NOV 1980,ETH,2,,Karlsruhe (GER) (i),15 FEB 2004,1211
7,7:38.59,,Alistair Ian CRAGG,13 JUN 1980,IRL,2,,"Fayetteville, AR (USA) (i)",14 FEB 2004,1210
8,7:38.86,,Mark Kipkinyor BETT,22 DEC 1976,KEN,2,,Peania (GRE) (i),22 FEB 2004,1208
9,7:40.17,,Daniel LINCOLN,22 OCT 1980,USA,3,,"Fayetteville, AR (USA) (i)",14 FEB 2004,1200
10,7:41.01,,Serhiy LEBID,15 JUL 1975,UKR,3,,Peania (GRE) (i),22 FEB 2004,1195
11,7:41.06,,Markos GENETI,07 JUN 1984,ETH,2,,"Boston, MA (USA) (i)",31 JAN 2004,1195
12,7:41.18,,Sileshi SIHINE,29 JAN 1983,ETH,2,,"Schleyer Halle, Stuttgart (GER) (i)",31 JAN 2004,1194
13,7:42.55,,Mushir Salim JAWHER,13 JUN 1978,BRN,4,,Peania (GRE) (i),22 FEB 2004,1185
14,7:43.09,,Robert Sigei KIPNGETICH,03 JAN 1982,KEN,2,,Liévin (FRA) (i),28 FEB 2004,1182
15,7:43.23,,Paul BITOK,26 JUN 1970,KEN,3,,"Schleyer Halle, Stuttgart (GER) (i)",31 JAN 2004,1181
16,7:43.53,,Hicham BELLANI,15 SEP 1979,MAR,4,,Liévin (FRA) (i),28 FEB 2004,1179
17,7:43.57,,Rui SILVA,03 AUG 1977,POR,2,,Stockholm (SWE) (i),12 FEB 2004,1179
18,7:44.00,,Abderrahim GOUMRI,21 MAY 1976,MAR,4,,"Schleyer Halle, Stuttgart (GER) (i)",31 JAN 2004,1176
19,7:44.46,,Kevin SULLIVAN,20 MAR 1974,CAN,3,,"Boston, MA (USA) (i)",31 JAN 2004,1173
20,7:44.90,,Nick WILLIS,25 APR 1983,NZL,5,,"Boston, MA (USA) (i)",31 JAN 2004,1170
21,7:44.96,,Martin KEINO,20 JUN 1972,KEN,6,,"Boston, MA (USA) (i)",31 JAN 2004,1170
22,7:45.72,,Matthew LANE,05 SEP 1977,USA,8,,"Boston, MA (USA) (i)",31 JAN 2004,1165
23,7:46.08,,Luke KIPKOSGEI,27 NOV 1975,KEN,5,,Liévin (FRA) (i),28 FEB 2004,1163
24,7:46.46,,Günther WEIDLINGER,05 APR 1978,AUT,6,,Stockholm (SWE) (i),12 FEB 2004,1161
25,7:46.49,,Robert Kipkorir KIPCHUMBA,24 FEB 1984,KEN,6,,Peania (GRE) (i),22 FEB 2004,1160
26,7:46.58,,Hailu MEKONNEN,04 APR 1980,ETH,7,,"Schleyer Halle, Stuttgart (GER) (i)",31 JAN 2004,1160
27,7:47.17,,Ali EZZINE,03 SEP 1978,MAR,7,,Stockholm (SWE) (i),12 FEB 2004,1156
28,7:47.20,,Jason LUNN,19 SEP 1974,USA,9,,"Boston, MA (USA) (i)",31 JAN 2004,1156
