Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:28.29,,Haile GEBRSELASSIE,18 APR 1973,ETH,1,,Karlsruhe (GER) (i),28 FEB 2003,1276
2,7:32.98,,Alberto GARCÍA,22 FEB 1971,ESP,1,,Sevilla (ESP) (i),22 FEB 2003,1246
3,7:33.73,,Hicham EL GUERROUJ,14 SEP 1974,MAR,,,Liévin (FRA) (i),23 FEB 2003,1241
4,7:40.10,,Luke KIPKOSGEI,27 NOV 1975,KEN,1,,"Schleyer Halle, Stuttgart (GER) (i)",02 FEB 2003,1201
5,7:40.75,,Abiyote ABATE,20 NOV 1980,ETH,2,,Karlsruhe (GER) (i),28 FEB 2003,1196
6,7:40.83,,Markos GENETI,07 JUN 1984,ETH,3,,Karlsruhe (GER) (i),28 FEB 2003,1196
7,7:40.85,,Abderrahim GOUMRI,21 MAY 1976,MAR,2,,"Schleyer Halle, Stuttgart (GER) (i)",02 FEB 2003,1196
8,7:42.55,,Rui SILVA,03 AUG 1977,POR,1,,Stockholm (SWE) (i),18 FEB 2003,1185
9,7:42.70,,Jesús ESPAÑA,21 AUG 1978,ESP,4,,"National Indoor Arena, Birmingham (GBR) (i)",16 MAR 2003,1184
10,7:44.19,,Günther WEIDLINGER,05 APR 1978,AUT,3,,Stockholm (SWE) (i),18 FEB 2003,1175
11,7:44.27,,Hailu MEKONNEN,04 APR 1980,ETH,4,,"Schleyer Halle, Stuttgart (GER) (i)",02 FEB 2003,1174
12,7:44.34,,Gert-Jan LIEFERS,26 SEP 1978,NED,6,,"National Indoor Arena, Birmingham (GBR) (i)",16 MAR 2003,1174
13,7:44.83,,Mushir Salim JAWHER,13 JUN 1978,KEN,7,,"National Indoor Arena, Birmingham (GBR) (i)",16 MAR 2003,1171
14,7:45.22,,Alistair Ian CRAGG,13 JUN 1980,IRL,1,,"Boston, MA (USA) (i)",01 FEB 2003,1168
15,7:45.32,,John MAYOCK,26 OCT 1970,GBR,8,,"National Indoor Arena, Birmingham (GBR) (i)",16 MAR 2003,1168
16,7:46.08,,Salah HISSOU,16 JAN 1972,MAR,4,,Stockholm (SWE) (i),18 FEB 2003,1163
17,7:46.21,,Noah NGENY,02 NOV 1978,KEN,2,,"Boston, MA (USA) (i)",01 FEB 2003,1162
