Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:23.81,Lamecha GIRMA,26 NOV 2000,ETH,1,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1306
2,7:24.68,Mohamed KATIR,17 FEB 1998,ESP,2,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1300
3,7:28.24,Yared NUGUSE,01 JUN 1999,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1277
4,7:31.35,Jacob KROP,04 JUN 2001,KEN,3,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1257
5,7:31.97,Sam ATKIN,14 MAR 1993,GBR,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1253
6,7:33.42,Birhanu BALEW,27 FEB 1996,BRN,4,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1243
7,7:33.47,Josh KERR,08 OCT 1997,GBR,1,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1243
8,7:33.86,Luis GRIJALVA,10 APR 1999,GUA,2,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1240
9,7:34.14,Joe KLECKER,16 NOV 1996,USA,3,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1239
10,7:34.70,Cooper TEARE,18 AUG 1999,USA,4,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1235
11,7:34.74,Mario GARCÍA,29 JUN 1999,ESP,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1235
12,7:35.24,Jonas RAESS,08 MAR 1994,SUI,5,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1231
13,7:35.82,Grant FISHER,22 APR 1997,USA,5,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1228
14,7:36.13,Addisu YIHUNE,17 MAR 2003,ETH,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1226
15,7:36.22,George BEAMISH,24 OCT 1996,NZL,6,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1225
16,7:36.42,Drew BOSLEY,08 OCT 2000,USA,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1224
17,7:36.89,Dylan JACOBS,15 JUN 2000,USA,7,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1221
18,7:37.96,Telahun Haile BEKELE,13 MAY 1999,ETH,6,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1214
19,7:39.00,Hobbs KESSLER,15 MAR 2003,USA,6f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1208
20,7:39.38,Michael Kiplangat TEMOI,26 MAR 2005,KEN,7,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1205
21,7:39.94,Sam PARSONS,18 JUN 1994,GER,8,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1202
22,7:40.32,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,,"Ataköy Arena, Istanbul (TUR)",05 MAR 2023,1199
23,7:40.35,Abdisa FAYISA,24 APR 2005,ETH,1,,"Messehalle, Karlsruhe (GER)",27 JAN 2023,1199
24,7:40.53,Robin HENDRIX,14 JAN 1995,BEL,2,,"Messehalle, Karlsruhe (GER)",27 JAN 2023,1198
25,7:40.54,Yann SCHRUB,20 MAR 1996,FRA,1f1,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",11 FEB 2023,1198
26,7:40.71,William KINCAID,21 SEP 1992,USA,1,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1197
27,7:41.53,Adisu GIRMA,10 DEC 1999,ETH,3,,"Messehalle, Karlsruhe (GER)",27 JAN 2023,1192
28,7:41.75,Adel MECHAAL,05 DEC 1990,ESP,2,,"Ataköy Arena, Istanbul (TUR)",05 MAR 2023,1190
29,7:41.88,Mohamed ABDILAAHI,24 MAR 1999,GER,4,,"Messehalle, Karlsruhe (GER)",27 JAN 2023,1189
30,7:41.93,Anass ESSAYI,18 MAY 2001,MAR,1,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1189
31,7:42.03,Elzan BIBIĆ,08 JAN 1999,SRB,5,,"Messehalle, Karlsruhe (GER)",27 JAN 2023,1188
32,7:42.10,Bastien AUGUSTO,10 AUG 1999,FRA,2f1,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",11 FEB 2023,1188
33,7:42.23,Yaseen ABDALLA,13 AUG 2001,SUD,7f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1187
34,7:42.53,Amos BETT,1986,KEN,1,,"Gallur, Madrid (ESP)",22 FEB 2023,1185
35,7:42.55,Christian NOBLE,21 APR 1997,USA,2,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1185
35,7:42.55,John HEYMANS,09 JAN 1998,BEL,3f1,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",11 FEB 2023,1185
37,7:42.89,James WEST,30 JAN 1996,GBR,3,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1183
38,7:42.90,Morgan BEADLESCOMB,,USA,4,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1183
39,7:43.00,Charles GRETHEN,02 JUN 1992,LUX,4f1,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",11 FEB 2023,1182
40,7:43.05,Alex MAIER,,USA,9,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1182
41,7:43.20,Birhanu BALEW,27 FEB 1996,BRN,2,,"Gallur, Madrid (ESP)",22 FEB 2023,1181
42,7:43.47,Daniel SCHAFFER,05 FEB 1998,USA,2,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1179
43,7:43.49,Benjamin FLANAGAN,11 JAN 1995,CAN,5,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1179
44,7:43.53,Casey COMBER,04 NOV 1996,USA,3,,"Armory Track&Field Center, New York, NY (USA)",28 JAN 2023,1179
45,7:43.70,Sam GILMAN,,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2023,1178
