Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:00.34,Birhanu BALEW,27 FEB 1996,BRN,1,,Liévin (FRA),10 FEB 2019,1171
2,5:00.55,Soufiane EL BAKKALI,07 JAN 1996,MAR,2,,Liévin (FRA),10 FEB 2019,1169
3,5:02.91,Simon DENISSEL,22 MAY 1990,FRA,3,,Liévin (FRA),10 FEB 2019,1145
4,5:04.10,Chala BEYO,18 JAN 1996,ETH,4,,Liévin (FRA),10 FEB 2019,1132
5,5:04.69,Abdelkarim BEN ZAHRA,27 OCT 1998,MAR,5,,Liévin (FRA),10 FEB 2019,1127
6,5:05.39,Brahim AKACHAB,09 MAR 1993,MAR,6,,Liévin (FRA),10 FEB 2019,1119
7,5:05.57,Hicham AKANKAM,04 APR 1998,MAR,7,,Liévin (FRA),10 FEB 2019,1118
8,5:07.67,Evans KIPCHUMBA,06 NOV 1994,KEN,8,,Liévin (FRA),10 FEB 2019,1097
9,5:09.13,Oussama CHERRAD,06 MAR 2000,ALG,9,,Liévin (FRA),10 FEB 2019,1082
10,5:17.18,Nelson KIPKOGEI,09 MAR 1993,BRN,10,,Liévin (FRA),10 FEB 2019,1004
11,5:19.8h,Pavel NEBYT,07 MAR 1996,BLR,1f2,,Brest (BLR),11 JAN 2019,979
12,5:25.54,Barnabas KIPYEGO,12 JUN 1995,KEN,11,,Liévin (FRA),10 FEB 2019,926
13,5:27.31,Oliwier MUTWIL,27 OCT 1999,POL,1,,Ostrava (CZE),26 JAN 2019,910
