Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:12.28,Cameron BOYEK,09 OCT 1993,GBR,1,,Sheffield (GBR),18 NOV 2017,1051
2,5:14.65,Roman KWIATKOWSKI,19 MAY 1995,POL,1f1,,Spala (POL),28 JAN 2018,1028
3,5:17.57,Ildar NADYROV,22 APR 1994,RUS,1,,Omsk (RUS),23 DEC 2017,1000
4,5:18.33,Mateusz DĘBSKI,23 JAN 1998,POL,2f1,,Spala (POL),28 JAN 2018,993
5,5:18.92,Vildan GADELSHIN,12 APR 1995,RUS,2,,Omsk (RUS),23 DEC 2017,987
6,5:22.05,Wojciech SOWIK,12 FEB 1996,POL,3f1,,Spala (POL),28 JAN 2018,958
7,5:23.06,Marcell KOVÁCS,02 FEB 1998,HUN,1,,Budapest (HUN),27 JAN 2018,949
8,5:23.27,Adam WŁODARCZYK,26 MAY 1997,POL,1f2,,Łódź (POL),20 JAN 2018,947
9,5:24.86,Janis RAZGALIS,26 MAY 1985,LAT,1,,Tallinn (EST),07 FEB 2018,932
10,5:25.08,Roch GOSZCZYŃSKI,14 SEP 1999,POL,4f1,,Spala (POL),28 JAN 2018,930
11,5:25.20,ILya ZMAZNEV,02 NOV 1986,RUS,3,,Omsk (RUS),23 DEC 2017,929
12,5:25.95,Wojciech SOWIK,12 FEB 1996,POL,1f1,,Łódź (POL),20 JAN 2018,922
13,5:27.07,Dariusz NOWAKOWSKI,16 OCT 1999,POL,5f1,,Spala (POL),28 JAN 2018,912
14,5:28.67,Mateusz DĘBSKI,23 JAN 1998,POL,2f1,,Łódź (POL),20 JAN 2018,897
15,5:29.02,Levente SZEMEREI,25 JAN 2000,HUN,2,,Budapest (HUN),27 JAN 2018,894
