Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:00.59,Soresa FIDA,27 MAY 1993,ETH,1,,Metz (FRA),24 FEB 2013,1168
2,5:00.69,Bouabdellah TAHRI,20 DEC 1978,FRA,2,,Metz (FRA),24 FEB 2013,1167
3,5:02.13,Abiyote ABINET,10 MAY 1989,ETH,1,,Bordeaux (FRA),26 JAN 2013,1152
4,5:02.16,Bernard Kiptanui KIPTUM,08 OCT 1986,KEN,2,,Bordeaux (FRA),26 JAN 2013,1152
5,5:04.18,Yoann KOWAL,28 MAY 1987,FRA,3,,Bordeaux (FRA),26 JAN 2013,1132
6,5:07.46,Fouad EL KAAM,27 MAY 1988,MAR,3,,Metz (FRA),24 FEB 2013,1099
7,5:07.84,Bartosz NOWICKI,26 FEB 1984,POL,4,,Metz (FRA),24 FEB 2013,1095
8,5:09.61,Federico BRUNO,18 JUN 1993,ARG,4,,Bordeaux (FRA),26 JAN 2013,1077
9,5:09.75,Romain COLLENOT-SPRIET,09 JAN 1992,FRA,5,,Bordeaux (FRA),26 JAN 2013,1076
10,5:13.48,Ivan TUKHTACHEV,12 JUL 1989,RUS,1,,Omsk (RUS),25 DEC 2012,1040
11,5:14.02,Andrey SAFRONOV,16 DEC 1985,RUS,2,,Omsk (RUS),25 DEC 2012,1034
12,5:15.19,Sergey USOLTSEV,17 OCT 1986,RUS,3,,Omsk (RUS),25 DEC 2012,1023
13,5:15.81,Ilya GRADKOVSKIY,18 MAR 1991,RUS,4,,Omsk (RUS),25 DEC 2012,1017
14,5:15.96,Artur KERN,12 JUL 1980,POL,1,,Spala (POL),27 JAN 2013,1016
15,5:16.67,Elliott HEATH,04 FEB 1989,USA,1,,"New York, NY (USA)",02 MAR 2013,1009
16,5:16.92,Daniel HULING,16 JUL 1983,USA,2,,"New York, NY (USA)",02 MAR 2013,1006
17,5:16.95,Hubert POKROP,02 NOV 1985,POL,2,,Spala (POL),27 JAN 2013,1006
18,5:17.17,Evan JAGER,08 MAR 1989,USA,3,,"New York, NY (USA)",02 MAR 2013,1004
19,5:17.40,Chris DERRICK,17 OCT 1990,USA,4,,"New York, NY (USA)",02 MAR 2013,1002
20,5:17.67,Lopez LOMONG,01 JAN 1985,USA,5,,"New York, NY (USA)",02 MAR 2013,999
21,5:17.89,Andrew BUMBALOUGH,14 MAR 1987,USA,6,,"New York, NY (USA)",02 MAR 2013,997
22,5:18.07,Tomasz OSMULSKI,13 MAR 1982,POL,3,,Spala (POL),27 JAN 2013,995
23,5:18.13,Matt TEGENKAMP,19 JAN 1982,USA,7,,"New York, NY (USA)",02 MAR 2013,995
24,5:18.37,Travis MAHONEY,25 JUL 1990,USA,8,,"New York, NY (USA)",02 MAR 2013,993
25,5:18.62,Yuriy KLOPTSOV,22 DEC 1989,RUS,5,,Omsk (RUS),25 DEC 2012,990
26,5:18.64,Girma MECHESO,16 JAN 1988,ETH,9,,"New York, NY (USA)",02 MAR 2013,990
27,5:21.61,Yuriy TARASOV,21 OCT 1989,RUS,6,,Omsk (RUS),25 DEC 2012,962
28,5:21.70,Benson SEUREI,27 MAR 1984,KEN,5,,Metz (FRA),24 FEB 2013,961
29,5:22.22,Wojciech JAROSZ,05 FEB 1989,POL,4,,Spala (POL),27 JAN 2013,957
30,5:22.87,Djilali BEDRANI,01 OCT 1993,FRA,6,,Bordeaux (FRA),26 JAN 2013,950
31,5:22.97,Anton USOLTSEV,17 OCT 1986,RUS,7,,Omsk (RUS),25 DEC 2012,950
32,5:23.44,Yevgeniy KUNTS,21 APR 1993,RUS,8,,Omsk (RUS),25 DEC 2012,945
33,5:24.02,Maksim KARAMASHEV,01 MAY 1987,RUS,9,,Omsk (RUS),25 DEC 2012,940
34,5:24.13,Bader RASSIOUI,08 JUN 1985,MAR,6,,Metz (FRA),24 FEB 2013,939
35,5:26.06,Ilya SHAKIROV,04 MAY 1988,RUS,1,,Yaroslavl (RUS),13 JAN 2013,921
36,5:26.60,Miłosz BOROWSKI,22 JAN 1994,POL,1f1,,Warszawa (POL),12 JAN 2013,916
37,5:26.63,Maciej BRONIATOWSKI,03 AUG 1987,POL,5,,Spala (POL),27 JAN 2013,916
38,5:27.39,Roman GUSEV,12 APR 1987,RUS,2,,Yaroslavl (RUS),13 JAN 2013,909
39,5:28.20,Igor MAKSIMOV,26 APR 1992,RUS,10,,Omsk (RUS),25 DEC 2012,902
40,5:28.31,Pavel DYMÁK,12 OCT 1987,CZE,1f1,,Praha (CZE),11 JAN 2013,901
41,5:28.61,Dawid KLAYBOR,26 JUN 1990,POL,1,,Grudziadz (POL),19 JAN 2013,898
