Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:04.33,Pieter-Jan HANNES,30 OCT 1992,BEL,1,,Gent (BEL),13 FEB 2016,1130
2,5:06.66,Vincent RONO,10 NOV 1990,KEN,2,,Gent (BEL),13 FEB 2016,1107
3,5:09.73,Ilgizar SAFIULIN,09 DEC 1992,RUS,1,,Omsk (RUS),26 DEC 2015,1076
4,5:11.97,Samir DAHMANI,03 APR 1991,FRA,3,,Gent (BEL),13 FEB 2016,1054
5,5:17.86,Anton KULYATIN,31 AUG 1991,RUS,2,,Omsk (RUS),26 DEC 2015,997
6,5:19.37,Igor MAKSIMOV,26 APR 1992,RUS,3,,Omsk (RUS),26 DEC 2015,983
7,5:19.86,Kamali MAJDUBI,01 MAY 1993,MAR,4,,Gent (BEL),13 FEB 2016,979
8,5:21.05,Dawid KLAYBOR,26 JUN 1990,POL,1,,Toruń (POL),06 FEB 2016,967
9,5:21.40,Dmitriy BALASHOV,19 JAN 1989,RUS,4,,Omsk (RUS),26 DEC 2015,964
10,5:22.96,Aleksey VIKULOV,14 APR 1995,RUS,5,,Omsk (RUS),26 DEC 2015,950
11,5:23.61,David NILSSON,16 APR 1987,SWE,5,,Gent (BEL),13 FEB 2016,944
12,5:25.81,Ilya GRADKOVSKIY,18 MAR 1991,RUS,6,,Omsk (RUS),26 DEC 2015,923
13,5:26.25,Ildar NADYROV,22 APR 1994,RUS,7,,Omsk (RUS),26 DEC 2015,919
14,5:26.30,Artur YELIZBARYAN,19 MAY 1993,RUS,8,,Omsk (RUS),26 DEC 2015,919
15,5:27.05,Michal ŠMAHEL,29 JAN 1994,CZE,1f1,,Praha (CZE),15 JAN 2016,912
16,5:27.63,Peter ĎUREC,12 SEP 1992,SVK,2f1,,Praha (CZE),15 JAN 2016,907
17,5:27.95,Richard OWENS,27 SEP 1990,IRL,6,,Gent (BEL),13 FEB 2016,904
18,5:29.47,Bartosz JARCZOK,26 FEB 1999,POL,1f1,,Spala (POL),14 FEB 2016,890
