Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:45.51,Aisha PRAUGHT-LEER,14 DEC 1989,JAM,1,,Marseille (FRA),13 SEP 2016,1106
2,5:47.17,Tomoka KIMURA,12 NOV 1994,JPN,2,,Marseille (FRA),13 SEP 2016,1097
3,5:50.68,Xinyan ZHANG,09 FEB 1994,CHN,3,,Marseille (FRA),13 SEP 2016,1078
4,5:51.39,Marіya SHATALOVA,01 MAR 1989,UKR,4,,Marseille (FRA),13 SEP 2016,1075
5,6:01.35,Jennifer WENTH,24 JUL 1991,AUT,,,"LAZ Wien, Wien (AUT)",10 MAY 2016,1021
6,6:13.60,Elodie NORMAND,06 OCT 1988,FRA,5,,Marseille (FRA),13 SEP 2016,958
7,6:14.84,Cameron ORMOND,25 JUN 2001,CAN,1f2,,Sainte-Therese (CAN),06 AUG 2016,952
8,6:15.83,Anni PENTTILÄ,24 JAN 2001,FIN,1,,Kerava (FIN),11 SEP 2016,947
9,6:15.87,Cameron ORMOND,25 JUN 2001,CAN,1,,Timmins (CAN),09 JUL 2016,947
10,6:16.68,Anni PENTTILÄ,24 JAN 2001,FIN,1,,Jämsä (FIN),09 JUL 2016,942
11,6:17.27,Anna BAUMGARTNER,04 OCT 2001,AUT,1,,Linz (AUT),15 SEP 2016,939
12,6:19.74,Justine TINCK,09 AUG 1999,BEL,1,,Zele (BEL),19 AUG 2016,927
13,6:19.78,Nanouk STEVENS,29 NOV 2000,BEL,2,,Zele (BEL),19 AUG 2016,927
14,6:21.94,Sadie SIGFSTEAD,17 MAY 2003,CAN,2f2,,Sainte-Therese (CAN),06 AUG 2016,916
15,6:23.12,Sadie SIGFSTEAD,17 MAY 2003,CAN,1,,Calgary (CAN),19 JUN 2016,910
16,6:23.60,Pinja KOTINURMI,17 JUN 2002,FIN,1f2,,Jämsä (FIN),09 JUL 2016,908
17,6:24.04,Sivan AUERBACH,02 APR 2000,ISR,1,,Rishon Letzion (ISR),22 DEC 2016,906
18,6:25.00,Eliza LENARTOWICZ,01 NOV 1997,POL,1,,Bialogard (POL),03 SEP 2016,901
