Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:48.22,Shannon ROWBURY,19 SEP 1984,USA,1,,Angers (FRA),09 SEP 2017,1092
2,5:50.54,Martyna GALANT,26 JAN 1995,POL,2,,Angers (FRA),09 SEP 2017,1079
3,5:53.22,Sofie VAN ACCOM,07 JUN 1989,BEL,1,,Mol (BEL),12 AUG 2017,1065
4,5:53.47,Nozomi TANAKA,04 SEP 1999,JPN,3,,Angers (FRA),09 SEP 2017,1063
5,5:56.54,Amela TERZIĆ,02 JAN 1993,SRB,4,,Angers (FRA),09 SEP 2017,1047
6,6:00.64,Elodie NORMAND,06 OCT 1988,FRA,5,,Angers (FRA),09 SEP 2017,1025
7,6:11.78,Sadie SIGFSTEAD,17 MAY 2003,CAN,1f2,,Brandon (CAN),11 AUG 2017,967
8,6:14.42,Antje PFÜLLER,15 JAN 2002,GER,1,,Winterthur (SUI),09 SEP 2017,954
9,6:14.67,Laura GIUDICE,15 APR 2002,SUI,1,,Bern (SUI),24 JUN 2017,953
10,6:17.08,Laura GIUDICE,15 APR 2002,SUI,2,,Winterthur (SUI),09 SEP 2017,940
11,6:17.41,Sveva FASCETTI,20 JUN 1994,ITA,1,,Roma (ITA),08 APR 2017,939
12,6:19.57,Imana TRUYERS,07 NOV 1993,BEL,2,,Mol (BEL),12 AUG 2017,928
13,6:19.70,Sadie SIGFSTEAD,17 MAY 2003,CAN,1,,Winnipeg (CAN),16 JUL 2017,927
14,6:21.31,Sadie SIGFSTEAD,17 MAY 2003,CAN,1,,Calgary (CAN),18 JUN 2017,919
15,6:22.10,Emilie JACQUOT-CLAUDE,27 MAR 1985,FRA,1,,Yutz (FRA),22 APR 2017,915
16,6:23.00,Antje PFÜLLER,15 JAN 2002,GER,1,,Riehen (SUI),06 MAY 2017,911
17,6:24.71,Pernille KARLSEN,13 DEC 2002,NOR,1f1,,Göteborg (SWE),02 JUL 2017,902
