Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:38.37,Susan KUIJKEN,08 JUL 1986,NED,1,,Amsterdam (NED),31 AUG 2013,1146
2,5:38.53,Mimi BELETE,09 JUN 1988,BRN,2,,Amsterdam (NED),31 AUG 2013,1145
3,5:39.17,Zoe BUCKMAN,21 DEC 1988,AUS,3,,Amsterdam (NED),31 AUG 2013,1141
4,5:40.70,Kate VAN BUSKIRK,09 JUN 1987,CAN,4,,Amsterdam (NED),31 AUG 2013,1133
5,5:44.22,Laura WEIGHTMAN,01 JUL 1991,GBR,5,,Amsterdam (NED),31 AUG 2013,1114
6,5:48.65,Agnes Jebet TIROP,23 OCT 1995,KEN,6,,Amsterdam (NED),31 AUG 2013,1089
7,5:56.12,Sylvia Jebiwot KIBET,28 MAR 1984,KEN,7,,Amsterdam (NED),31 AUG 2013,1049
8,6:00.31,Fancy CHEROTICH,10 AUG 1990,KEN,8,,Amsterdam (NED),31 AUG 2013,1027
9,6:00.41,Helen HOFSTEDE,31 DEC 1980,NED,9,,Amsterdam (NED),31 AUG 2013,1026
10,6:01.95,Sofia ENNAOUI,30 AUG 1995,POL,10,,Amsterdam (NED),31 AUG 2013,1018
11,6:05.45,Virginia NYAMBURA,20 JUL 1993,KEN,11,,Amsterdam (NED),31 AUG 2013,1000
12,6:06.75,Sanae EL OTMANI,20 DEC 1986,MAR,12,,Amsterdam (NED),31 AUG 2013,993
13,6:09.37,Liina TSERNOV,28 DEC 1987,EST,1,,Tallinn (EST),13 JUL 2013,980
14,6:16.42,Delia SCLABAS,08 NOV 2000,SUI,1,,Zug (SUI),07 SEP 2013,944
15,6:23.45,Kamila OLGUIN,1999,CAN,1f2,,Langley (CAN),10 AUG 2013,909
