Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:23.14,,Hellen OBIRI,13 DEC 1989,KEN,1,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1232
2,8:26.41,,Laura MUIR,09 MAY 1993,GBR,1,,"Messehalle, Karlsruhe (GER) (i)",04 FEB 2017,1245
3,8:28.66,,Beatrice CHEPKOECH,06 JUL 1991,KEN,2,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1213
4,8:28.90,,Sifan HASSAN,01 JAN 1993,NED,1,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1212
5,8:29.89,,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,2,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1209
6,8:30.11,,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,3,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1208
7,8:31.00,,Eilish MCCOLGAN,25 NOV 1990,GBR,5,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1205
8,8:32.73,,Lilian Kasait RENGERUK,03 MAY 1997,KEN,5,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1199
9,8:33.38,,Shannon ROWBURY,19 SEP 1984,USA,6,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1197
10,8:34.41,,Susan KRUMINS,08 JUL 1986,NED,7,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1193
11,8:35.23,,Agnes Jebet TIROP,23 OCT 1995,KEN,8,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1190
12,8:37.40,,Shelby HOULIHAN,08 FEB 1993,USA,8,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1183
13,8:37.50,,Meraf BAHTA,24 JUN 1989,SWE,9,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1182
14,8:37.58,,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,10,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1182
15,8:37.65,,Dawit SEYAUM,27 JUL 1996,ETH,3,,"Barclaycard Arena, Birmingham (GBR) (i)",18 FEB 2017,1205
16,8:39.21,,Genzebe DIBABA,08 FEB 1991,ETH,,,"Hayward Field, Eugene, OR (USA)",26 MAY 2017,1176
17,8:41.33,,Dominique SCOTT,24 JUN 1992,RSA,11,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1169
18,8:43.46,,Yasemin CAN,11 DEC 1996,TUR,2,,"Kombank Arena, Beograd (SRB) (i)",05 MAR 2017,1185
19,8:43.68,,Azmera GEBRU,31 OCT 1995,ETH,1,,"Moratalaz, Madrid (ESP)",14 JUL 2017,1161
19,8:43.68,,Gelete BURKA,23 JAN 1986,ETH,2,,"Moratalaz, Madrid (ESP)",14 JUL 2017,1161
21,8:44.46,,Molly HUDDLE,31 AUG 1984,USA,10,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1158
22,8:44.63,,Maureen KOSTER,03 JUL 1992,NED,6,,"Barclaycard Arena, Birmingham (GBR) (i)",18 FEB 2017,1181
23,8:45.29,,Sofia ENNAOUI,30 AUG 1995,POL,7,,"Barclaycard Arena, Birmingham (GBR) (i)",18 FEB 2017,1179
24,8:45.44,,Buze DIRIBA,09 FEB 1994,ETH,1,,"Somerville, MA (USA)",02 JUN 2017,1155
25,8:45.81,,Genevieve LACAZE,04 AUG 1989,AUS,9,,"Barclaycard Arena, Birmingham (GBR) (i)",18 FEB 2017,1177
26,8:45.94,,Sheila CHEPKIRUI,27 DEC 1990,KEN,2,,"Somerville, MA (USA)",02 JUN 2017,1153
27,8:45.95,,Stephanie TWELL,17 AUG 1989,GBR,10,,"Barclaycard Arena, Birmingham (GBR) (i)",18 FEB 2017,1176
28,8:47.26,,Kate GRACE,24 OCT 1988,USA,1f3,,"Seattle, WA (USA) (i)",14 JAN 2017,0
29,8:48.27,,Pauline KAMULU,30 DEC 1994,KEN,1,,Fukagawa (JPN),06 JUL 2017,1145
30,8:48.60,,Emma COBURN,19 OCT 1990,USA,11,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1144
31,8:49.52,,Axumawit EMBAYE,18 OCT 1994,ETH,3,,"Messehalle, Karlsruhe (GER) (i)",04 FEB 2017,1164
32,8:49.61,,Riko MATSUZAKI,24 DEC 1992,JPN,1,,Kitami (JPN),09 JUL 2017,1141
33,8:50.18,,Sandrafelis Chebet TUEI,20 JAN 1998,KEN,3,,"Moratalaz, Madrid (ESP)",14 JUL 2017,1139
34,8:50.24,,Dalila ABDULKADIR,27 JUN 1998,BRN,3,,"Olympiastadion, Stockholm (SWE)",18 JUN 2017,1138
35,8:50.36,,Fantu WORKU,29 MAR 1999,ETH,1,,Eaubonne (FRA) (i),10 FEB 2017,1161
36,8:50.74,,Gudaf TSEGAY,23 JAN 1997,ETH,2,,Eaubonne (FRA) (i),10 FEB 2017,1160
37,8:51.02,,Rosie CLARKE,17 NOV 1991,GBR,12,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1136
38,8:51.27,,Heather KAMPF,19 JAN 1987,USA,1,,"New York, NY (USA) (i)",04 FEB 2017,1158
39,8:51.28,,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,4,,"Moratalaz, Madrid (ESP)",14 JUL 2017,1135
40,8:51.58,,Claudia Mihaela BOBOCEA,11 JUN 1992,ROU,5,,"Messehalle, Karlsruhe (GER) (i)",04 FEB 2017,1157
41,8:51.61,,Rosemary WANJIRU,09 DEC 1994,KEN,1f3,,Setagaya (JPN),08 APR 2017,1134
42,8:52.08,,Kate VAN BUSKIRK,09 JUN 1987,CAN,1,,"New York, NY (USA) (i)",11 FEB 2017,1155
43,8:52.35,,Brianna FELNAGLE,09 DEC 1986,USA,3f3,,"Seattle, WA (USA) (i)",14 JAN 2017,0
44,8:52.53,,Luiza GEGA,05 NOV 1988,ALB,3,,Eaubonne (FRA) (i),10 FEB 2017,1153
45,8:52.59,,Joyline CHEROTICH,22 MAR 1998,KEN,2,,Rovereto (ITA),29 AUG 2017,1130
46,8:52.74,,Stephanie GARCIA,03 MAY 1988,USA,1,,"New York, NY (USA)",06 JUL 2017,1130
47,8:53.43,,Aisha PRAUGHT LEER,14 DEC 1989,JAM,3,,Luzern (SUI),11 JUL 2017,1128
48,8:53.44,,Sentayehu LEWETEGN,09 MAY 1996,ETH,4,,Luzern (SUI),11 JUL 2017,1128
49,8:53.54,,Mao ICHIYAMA,29 MAY 1997,JPN,2,,Kitami (JPN),09 JUL 2017,1127
50,8:53.55,,Nicole SIFUENTES,30 JUN 1986,CAN,4,,"Reggie Lewis Center, Boston, MA (USA) (i)",28 JAN 2017,1150
51,8:53.56,,Alina REH,23 MAY 1997,GER,1,,Leipzig (GER) (i),19 FEB 2017,1150
