Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:41.72,Sally KIPYEGO,19 DEC 1985,KEN,1,,"New York, NY (USA)",14 FEB 2015,1191
2,8:43.19,Betsy SAINA,30 JUN 1988,KEN,2,,"New York, NY (USA)",14 FEB 2015,1186
3,8:45.05,Gotytom GEBRESLASE,15 JAN 1995,ETH,3,,"New York, NY (USA)",14 FEB 2015,1179
4,8:46.61,Habiba GHRIBI,09 APR 1984,TUN,1,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1174
5,8:46.84,Senbere TEFERI,03 MAY 1995,ETH,2,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1173
6,8:47.61,Yelena KOROBKINA,25 NOV 1990,RUS,1,,"Messehalle, Karlsruhe (GER)",31 JAN 2015,1170
7,8:47.62,Yelena KOROBKINA,25 NOV 1990,RUS,1,,"O2 Arena, Praha (CZE)",07 MAR 2015,1170
8,8:48.02,Sviatlana KUDZELICH,07 MAY 1987,BLR,2,,"O2 Arena, Praha (CZE)",07 MAR 2015,1169
9,8:49.73,Laura MUIR,09 MAY 1993,GBR,2,,"Messehalle, Karlsruhe (GER)",31 JAN 2015,1163
10,8:50.21,Jordan HASAY,21 SEP 1991,USA,3,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1161
11,8:50.39,Yelena KOROBKINA,25 NOV 1990,RUS,1f2,,Moskva (RUS),17 FEB 2015,1161
12,8:51.10,Maureen KOSTER,03 JUL 1992,NED,4,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1158
13,8:51.64,Maureen KOSTER,03 JUL 1992,NED,3,,"O2 Arena, Praha (CZE)",07 MAR 2015,1156
14,8:52.44,Laura MUIR,09 MAY 1993,GBR,4,,"O2 Arena, Praha (CZE)",07 MAR 2015,1154
15,8:52.60,Emily SISSON,12 OCT 1991,USA,4,,"New York, NY (USA)",14 FEB 2015,1153
16,8:53.09,Jessica O'CONNELL,10 FEB 1989,CAN,5,,"New York, NY (USA)",14 FEB 2015,1151
17,8:53.12,Kate AVERY,10 OCT 1991,GBR,6,,"New York, NY (USA)",14 FEB 2015,1151
18,8:53.22,Sofia ENNAOUI,30 AUG 1995,POL,3,,"Messehalle, Karlsruhe (GER)",31 JAN 2015,1151
19,8:53.80,Sofia ENNAOUI,30 AUG 1995,POL,1,,Eaubonne (FRA),10 FEB 2015,1149
20,8:53.97,Gotytom GEBRESLASE,15 JAN 1995,ETH,5,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1148
21,8:54.06,Sandra ERIKSSON,04 JUN 1989,FIN,5,,"O2 Arena, Praha (CZE)",07 MAR 2015,1148
22,8:54.07,Laura MUIR,09 MAY 1993,GBR,6,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1148
