Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:27.93,,Meseret DEFAR,19 NOV 1983,ETH,1,,"Schleyer Halle, Stuttgart (GER) (i)",02 FEB 2008,1240
2,8:29.48,,Meselech MELKAMU,19 APR 1985,ETH,1,,"Velódromo Luis Puig, Valencia (ESP) (i)",09 FEB 2008,1234
3,8:31.94,,Gelete BURKA,23 JAN 1986,ETH,1,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2008,1226
4,8:33.37,,Tirunesh DIBABA,01 OCT 1985,ETH,1,,"Boston, MA (USA) (i)",26 JAN 2008,1221
5,8:35.86,,Mariem ALAOUI SELSOULI,08 APR 1984,MAR,2,,"Velódromo Luis Puig, Valencia (ESP) (i)",09 FEB 2008,1212
6,8:36.59,,Ejegayehu DIBABA,21 MAR 1982,ETH,2,,"Boston, MA (USA) (i)",26 JAN 2008,1209
7,8:41.82,,Sylvia Jebiwot KIBET,28 MAR 1984,KEN,4,,"Velódromo Luis Puig, Valencia (ESP) (i)",08 MAR 2008,1191
8,8:44.57,,Olga KOMYAGINA,10 FEB 1974,RUS,5,,"Velódromo Luis Puig, Valencia (ESP) (i)",08 MAR 2008,1181
9,8:44.61,,Yelena ORLOVA,30 MAY 1980,RUS,1,,Moskva (RUS) (i),09 FEB 2008,1181
10,8:46.29,,Jessica AUGUSTO,08 NOV 1981,POR,2,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2008,1175
11,8:48.48,,Kimberley SMITH,19 NOV 1981,NZL,6,,"Velódromo Luis Puig, Valencia (ESP) (i)",08 MAR 2008,1167
12,8:48.56,,Megan WRIGHT,27 JAN 1982,CAN,4h2,,"Velódromo Luis Puig, Valencia (ESP) (i)",07 MAR 2008,1167
13,8:49.11,,Silvia WEISSTEINER,13 JUL 1979,ITA,7,,"Velódromo Luis Puig, Valencia (ESP) (i)",08 MAR 2008,1165
14,8:49.52,,Mariya KONOVALOVA,14 AUG 1974,RUS,3,,Moskva (RUS) (i),09 FEB 2008,1164
15,8:50.42,,Lisa DOBRISKEY,23 DEC 1983,GBR,3,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2008,1161
16,8:50.69,,Katrina WOOTTON,02 SEP 1985,GBR,4,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2008,1160
17,8:51.02,,Helen CLITHEROE,02 JAN 1974,GBR,5,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2008,1159
18,8:54.16,,Elena BUHĂIANU-ANTOCI,16 JAN 1975,ROU,1,,Bucureşti (ROU) (i),15 FEB 2008,1148
19,8:54.24,,Sonja ROMAN,11 MAR 1979,SLO,2,,Düsseldorf (GER) (i),08 FEB 2008,1147
20,8:54.51,,Hanane OUHADDOU,01 JAN 1982,MAR,2,,Paris (FRA) (i),22 FEB 2008,1147
21,8:54.68,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,3,,Düsseldorf (GER) (i),08 FEB 2008,1146
22,8:54.97,,Christin WURTH-THOMAS,11 JUL 1980,USA,4,,"Boston, MA (USA) (i)",26 JAN 2008,1145
23,8:55.19,,Shannon ROWBURY,19 SEP 1984,USA,1,,"Boston, MA (USA) (i)",24 FEB 2008,1144
24,8:55.39,,Daniela DONISĂ,23 APR 1988,ROU,1,,Athina (GRE) (i),09 FEB 2008,1144
25,8:56.73,,Alemitu BEKELE,17 SEP 1977,TUR,2,,Athina (GRE) (i),09 FEB 2008,1139
26,8:57.53,,Kara GOUCHER,09 JUL 1978,USA,6,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2008,1136
27,8:58.14,,Susan KUIJKEN,08 JUL 1986,NED,1,,"Fayetteville, AR (USA) (i)",15 MAR 2008,1134
28,8:58.30,,Margarita PLAKSINA,01 OCT 1977,RUS,4,,Moskva (RUS) (i),09 FEB 2008,1134
29,8:59.73,,Elena ROMAGNOLO,05 OCT 1982,ITA,2,,Genova (ITA) (i),24 FEB 2008,1129
30,8:59.98,,Jennifer RHINES,01 JUL 1974,USA,2,,"Boston, MA (USA) (i)",24 FEB 2008,1128
31,9:00.12,,Meskerem ASSEFA,03 OCT 1991,ETH,3,,Paris (FRA) (i),22 FEB 2008,1127
32,9:00.14,,Julie CULLEY,10 SEP 1981,USA,3,,"Boston, MA (USA) (i)",24 FEB 2008,1127
33,9:00.31,,Brianna FELNAGLE,09 DEC 1986,USA,2,,"Fayetteville, AR (USA) (i)",15 MAR 2008,1127
34,9:02.05,,Ancuţa BOBOCEL,03 OCT 1987,ROU,7,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2008,1121
35,9:03.34,,Katie MCGREGOR,02 SEP 1977,USA,4,,"Boston, MA (USA) (i)",24 FEB 2008,1116
36,9:03.59,,Veronica WANJIRU,29 OCT 1989,KEN,4,,"Velódromo Luis Puig, Valencia (ESP) (i)",09 FEB 2008,1115
37,9:03.67,,Fei XUE,08 AUG 1989,CHN,9h1,,"Velódromo Luis Puig, Valencia (ESP) (i)",07 MAR 2008,1115
38,9:03.76,,Federica DAL RI,25 SEP 1980,ITA,3,,Genova (ITA) (i),24 FEB 2008,1115
39,9:03.92,,Tina BROWN,22 AUG 1976,GBR,3,,Sheffield (GBR) (i),10 FEB 2008,1114
40,9:04.06,,Joanna ANKIER,05 AUG 1982,GBR,4,,Sheffield (GBR) (i),10 FEB 2008,1114
41,9:04.97,,Antje MÖLDNER-SCHMIDT,13 JUN 1984,GER,2,,Glasgow (GBR) (i),26 JAN 2008,1111
42,9:05.11,,Renata PLIŚ,05 FEB 1985,POL,5,,Düsseldorf (GER) (i),08 FEB 2008,1110
43,9:05.40,,Agnes TSCHURTSCHENTHALER,12 JAN 1982,ITA,4,,Genova (ITA) (i),24 FEB 2008,1109
44,9:05.41,,Arianna LAMBIE,12 JUN 1985,USA,3,,"Fayetteville, AR (USA) (i)",15 MAR 2008,1109
45,9:05.45,,Sally KIPYEGO,19 DEC 1985,KEN,5,,"Boston, MA (USA) (i)",26 JAN 2008,1109
46,9:05.83,,Konstantina EFENTAKI,01 OCT 1978,GRE,1,,Athina (GRE) (i),24 FEB 2008,1108
47,9:06.21,,Isabel CHECA,27 DEC 1982,ESP,11h1,,"Velódromo Luis Puig, Valencia (ESP) (i)",07 MAR 2008,1107
48,9:07.78,,Sophie DUARTE,31 JUL 1981,FRA,5,,"Velódromo Luis Puig, Valencia (ESP) (i)",09 FEB 2008,1101
49,9:07.88,,Erin DONOHUE,08 MAY 1983,USA,5,,"Boston, MA (USA) (i)",24 FEB 2008,1101
50,9:08.53,,Rosa María MORATÓ,19 JUN 1979,ESP,4,,Moskva (RUS) (i),16 FEB 2008,1099
51,9:09.18,,Élodie OLIVARÈS,22 MAY 1976,FRA,1,,Bordeaux (FRA) (i),16 FEB 2008,1097
52,9:09.41,,Sara MOREIRA,17 OCT 1985,POR,1,,Pombal (POR) (i),24 FEB 2008,1096
53,9:09.80,,Mestawet TADESSE,19 JUL 1985,ETH,8,,"Schleyer Halle, Stuttgart (GER) (i)",02 FEB 2008,1094
54,9:10.38,,Kseniya AGAFONOVA,04 MAR 1983,RUS,5,,Moskva (RUS) (i),09 FEB 2008,1092
