Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:26.95,,Genzebe DIBABA,08 FEB 1991,ETH,1,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1244
2,8:35.28,,Meseret DEFAR,19 NOV 1983,ETH,1,,"Messehalle, Karlsruhe (GER) (i)",02 FEB 2013,1214
3,8:49.31,,Eilish MCCOLGAN,25 NOV 1990,GBR,2,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1165
4,8:50.10,,Almaz AYANA,21 NOV 1991,ETH,3,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1162
5,8:50.16,,Helen CLITHEROE,02 JAN 1974,GBR,1,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2013,1162
6,8:50.42,,Yelena KOROBKINA,25 NOV 1990,RUS,1,,Moskva (RUS) (i),12 FEB 2013,1161
7,8:50.76,,Natalya ARISTARKHOVA,31 OCT 1989,RUS,2,,Moskva (RUS) (i),12 FEB 2013,1160
8,8:51.04,,Corinna HARRER,19 JAN 1991,GER,2,,"Messehalle, Karlsruhe (GER) (i)",02 FEB 2013,1159
9,8:52.00,,Lauren HOWARTH,21 APR 1990,GBR,2,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2013,1155
10,8:52.48,,Sara MOREIRA,17 OCT 1985,POR,1,,Eaubonne (FRA) (i),07 FEB 2013,1154
11,8:52.86,,Ancuţa BOBOCEL,03 OCT 1987,ROU,3,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2013,1152
12,8:53.12,,Siham HILALI,02 MAY 1986,MAR,4,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1151
13,8:53.89,,Chelsea SODARO,09 MAY 1989,USA,5,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2013,1149
14,8:54.14,,Almenesh BELETE,26 JUL 1989,BEL,2,,Eaubonne (FRA) (i),07 FEB 2013,1148
15,8:54.37,,Fionnula BRITTON,24 SEP 1984,IRL,5,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1147
16,8:56.06,,Poļina JEĻIZAROVA,01 MAY 1989,LAT,6,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1141
17,8:57.01,,Christine BARDELLE,16 AUG 1974,FRA,4,,Eaubonne (FRA) (i),07 FEB 2013,1138
18,8:57.17,,Layes ABDULLAYEVA,29 MAY 1991,AZE,4,,"Messehalle, Karlsruhe (GER) (i)",02 FEB 2013,1137
19,8:57.80,,Natalya LEONTYEVA,05 JUL 1987,RUS,3,,Moskva (RUS) (i),12 FEB 2013,1135
20,8:58.32,,Rababe ARAFI,12 JAN 1991,MAR,2,,Metz (FRA) (i),24 FEB 2013,1133
21,8:59.38,,Emily STEWART,24 DEC 1991,GBR,7,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2013,1130
22,8:59.50,,Haftamnesh TESFAYE,28 APR 1994,ETH,5,,Eaubonne (FRA) (i),07 FEB 2013,1129
23,9:00.06,,Jess JUDD,07 JAN 1995,GBR,8,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2013,1127
24,9:00.34,,Mekdes BEKELE,20 JAN 1987,ETH,7,,Eaubonne (FRA) (i),07 FEB 2013,1127
25,9:00.88,,Gete DIMA,10 MAR 1992,ETH,7,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1125
26,9:01.08,,Abbey COOPER,25 MAY 1992,USA,1,,"Fayetteville, AR (USA) (i)",09 MAR 2013,1124
27,9:02.14,,Dudu KARAKAYA,11 NOV 1985,TUR,1,,Istanbul (TUR) (i),23 FEB 2013,1120
28,9:02.28,,Nancy CHEPKWEMOI,08 OCT 1993,KEN,9,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2013,1120
29,9:02.35,,Roxana BÂRCĂ,22 JUN 1988,ROU,8,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1120
30,9:03.29,,Silvia WEISSTEINER,13 JUL 1979,ITA,1,,Ancona (ITA) (i),17 FEB 2013,1116
31,9:05.87,,Ercília MACHADO,24 DEC 1986,POR,10,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2013,1108
32,9:06.02,,Paula GONZÁLEZ,02 MAY 1985,ESP,6,,"Messehalle, Karlsruhe (GER) (i)",02 FEB 2013,1107
33,9:06.38,,Amela TERZIĆ,02 JAN 1993,SRB,3,,Istanbul (TUR) (i),23 FEB 2013,1106
34,9:06.61,,Jordan HASAY,21 SEP 1991,USA,2,,"Fayetteville, AR (USA) (i)",09 MAR 2013,1105
35,9:07.26,,Yelena SOBOLEVA,03 OCT 1982,RUS,2,,Novocheboksarsk (RUS) (i),12 JAN 2013,1103
36,9:07.33,,Cally MACUMBER,19 AUG 1990,USA,3,,"Fayetteville, AR (USA) (i)",09 MAR 2013,1103
37,9:07.34,,Betsy SAINA,30 JUN 1988,KEN,4,,"Fayetteville, AR (USA) (i)",09 MAR 2013,1103
38,9:07.76,,Hannah KISER,,USA,5,,"Fayetteville, AR (USA) (i)",09 MAR 2013,1101
39,9:07.87,,Margherita MAGNANI,26 FEB 1987,ITA,2,,Ancona (ITA) (i),17 FEB 2013,1101
40,9:07.94,,Charlotta FOUGBERG,19 JUN 1985,SWE,9,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1101
41,9:07.99,,Brenda MARTINEZ,08 SEP 1987,USA,,,"Reggie Lewis Center, Boston, MA (USA) (i)",02 FEB 2013,1101
