Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:16.60,,Genzebe DIBABA,08 FEB 1991,ETH,1,,"Globe Arena, Stockholm (SWE) (i)",06 FEB 2014,1281
2,8:20.68,,Hellen OBIRI,13 DEC 1989,KEN,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1241
3,8:21.14,,Mercy CHERONO,07 MAY 1991,KEN,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1240
4,8:23.55,,Faith KIPYEGON,10 JAN 1994,KEN,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1231
5,8:24.41,,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1228
6,8:24.58,,Almaz AYANA,21 NOV 1991,ETH,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1227
7,8:28.51,,Irene JELAGAT,10 DEC 1988,KEN,7,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1214
8,8:29.38,,Sifan HASSAN,01 JAN 1993,NED,2,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1210
9,8:29.58,,Jenny SIMPSON,23 AUG 1986,USA,4,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1210
10,8:29.93,,Shannon ROWBURY,19 SEP 1984,USA,5,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1209
11,8:30.00,,Mimi BELETE,09 JUN 1988,BRN,8,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1208
12,8:30.54,,Stacey Chepkemboi NDIWA,06 DEC 1992,KEN,7,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1206
13,8:32.66,,Janet KISA,05 DEC 1992,KEN,8,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1199
14,8:34.18,,Sally KIPYEGO,19 DEC 1985,KEN,10,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1194
15,8:36.08,,Susan KUIJKEN,08 JUL 1986,NED,13,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1187
16,8:36.87,,Alemitu HAROYE,09 MAY 1995,ETH,14,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1184
17,8:38.01,,Betsy SAINA,30 JUN 1988,KEN,15,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1180
18,8:39.18,,Renata PLIŚ,05 FEB 1985,POL,16,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1176
19,8:41.54,,Senbere TEFERI,03 MAY 1995,ETH,9,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1168
20,8:42.54,,Kalkidan GEZAHEGNE,08 MAY 1991,BRN,3,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1165
21,8:43.16,,Maryam Yusuf JAMAL,16 SEP 1984,BRN,1,,Hangzhou (CHN) (i),16 FEB 2014,1186
22,8:43.29,,Hiwot AYALEW,06 MAR 1990,ETH,,,"National Indoor Arena, Birmingham (GBR) (i)",15 FEB 2014,1186
23,8:44.11,,Kim CONLEY,14 MAR 1986,USA,5,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1159
24,8:45.15,,Perine NENGAMPI,1989,KEN,17,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1156
25,8:46.54,,Betlhem DESALEGN,13 NOV 1991,UAE,2,,Hangzhou (CHN) (i),16 FEB 2014,1174
26,8:47.26,,Agnes Jebet TIROP,23 OCT 1995,KEN,11,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1149
