Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:26.99,,Meseret DEFAR,19 NOV 1983,ETH,1,,"Schleyer Halle, Stuttgart (GER) (i)",07 FEB 2009,1243
2,8:28.49,,Anna ALMINOVA,17 JAN 1985,RUS,2,,"Schleyer Halle, Stuttgart (GER) (i)",07 FEB 2009,1238
3,8:30.53,,Vivian Jepkemei CHERUIYOT,11 SEP 1983,KEN,1,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2009,1231
4,8:30.93,,Wude AYALEW,04 JUL 1987,ETH,3,,Thessaloniki (GRE),13 SEP 2009,1205
5,8:35.86,,Natalia RODRÍGUEZ,02 JUN 1979,ESP,1,,Huelva (ESP),10 JUN 2009,1188
6,8:36.53,,Marta DOMÍNGUEZ,03 NOV 1975,ESP,2,,Huelva (ESP),10 JUN 2009,1186
7,8:37.17,,Ines CHENONGE,01 FEB 1982,KEN,4,,Thessaloniki (GRE),13 SEP 2009,1183
8,8:38.61,,Kalkidan GEZAHEGNE,08 MAY 1991,ETH,5,,Thessaloniki (GRE),13 SEP 2009,1178
9,8:41.83,,Lidia CHOJECKA,25 JAN 1977,POL,3,,Zagreb (CRO),31 AUG 2009,1167
10,8:42.03,,Jenny SIMPSON,23 AUG 1986,USA,1,,"College Station, TX (USA) (i)",14 MAR 2009,1190
11,8:43.54,,Ann Karindi MWANGI,08 DEC 1988,KEN,1,,Shizuoka (JPN),03 MAY 2009,1161
12,8:43.74,,Mary Teresa CULLEN,17 AUG 1982,IRL,1f1,,"Boston, MA (USA) (i)",13 FEB 2009,1184
13,8:43.92,,Milcah CHEMOS,24 FEB 1986,KEN,4,,Zagreb (CRO),31 AUG 2009,1160
14,8:43.93,,Sylvia Jebiwot KIBET,28 MAR 1984,KEN,1,,Rieti (ITA),06 SEP 2009,1160
15,8:44.67,,Mercy CHERONO,07 MAY 1991,KEN,3,,Rieti (ITA),06 SEP 2009,1157
16,8:44.81,,Jessica AUGUSTO,08 NOV 1981,POR,2,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2009,1180
17,8:45.22,,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,,,"Icahn Stadium, New York, NY (USA)",30 MAY 2009,1156
18,8:45.48,,Ruth Bosibori NYANGAU,02 JAN 1988,KEN,1,,"Stadio Quercia, Rovereto (ITA)",01 SEP 2009,1155
19,8:45.61,,Tirunesh DIBABA,01 OCT 1985,ETH,,,"Icahn Stadium, New York, NY (USA)",30 MAY 2009,1154
20,8:45.97,,Sentayehu EJIGU,28 JUN 1985,ETH,6,,Rieti (ITA),06 SEP 2009,1153
21,8:46.37,,Meskerem ASSEFA,03 OCT 1991,ETH,1,,Villeneuve d'Ascq (FRA),30 JUN 2009,1152
22,8:46.50,,Alemitu BEKELE,17 SEP 1977,TUR,1,,"Oval Lingotto, Torino (ITA) (i)",08 MAR 2009,1174
23,8:46.52,,Sule UTURA,08 FEB 1990,ETH,2,,Villeneuve d'Ascq (FRA),30 JUN 2009,1151
24,8:46.65,,Kara GOUCHER,09 JUL 1978,USA,1f1,,"Boston, MA (USA) (i)",07 FEB 2009,1174
25,8:46.88,,Gulnara SAMITOVA-GALKINA,09 JUL 1978,RUS,1,,"Estádio Dr. Magalhães Pessoa, Leiria (POR)",20 JUN 2009,1150
26,8:48.18,,Sara MOREIRA,17 OCT 1985,POR,2,,"Oval Lingotto, Torino (ITA) (i)",08 MAR 2009,1168
27,8:48.77,,Sally KIPYEGO,19 DEC 1985,KEN,2f1,,"Boston, MA (USA) (i)",07 FEB 2009,1166
28,8:49.28,,Emebet ETAA BEDADA,11 JAN 1990,ETH,4,,Villeneuve d'Ascq (FRA),30 JUN 2009,1142
29,8:49.49,,Nuria FERNÁNDEZ,16 AUG 1976,ESP,4,,"Oval Lingotto, Torino (ITA) (i)",08 MAR 2009,1164
30,8:50.17,,Silvia WEISSTEINER,13 JUL 1979,ITA,5,,"Oval Lingotto, Torino (ITA) (i)",08 MAR 2009,1162
31,8:50.37,,Laura WHITTLE,27 JUN 1985,GBR,8,,Thessaloniki (GRE),13 SEP 2009,1138
32,8:50.38,,Ferhiwot GOSHU,28 JUN 1990,ETH,8,,Rieti (ITA),06 SEP 2009,1138
33,8:50.48,,Genzebe DIBABA,08 FEB 1991,ETH,f,,"Icahn Stadium, New York, NY (USA)",30 MAY 2009,1138
34,8:51.35,,Meselech MELKAMU,19 APR 1985,ETH,1,,Tanger (MAR),12 JUL 2009,1135
35,8:51.76,,Almenesh BELETE,26 JUL 1989,ETH,2,,"Stadio Quercia, Rovereto (ITA)",01 SEP 2009,1133
36,8:51.96,,Zakia Mrisho MOHAMED,19 FEB 1984,TAN,3,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2009,1155
37,8:52.35,,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,1f1,,Liévin (FRA) (i),10 FEB 2009,1154
38,8:53.27,,Amy YODER BEGLEY,11 JAN 1978,USA,1,,"Boston, MA (USA) (i)",28 FEB 2009,1151
39,8:53.28,,Susan Wairimu MUKUNYA,11 OCT 1992,KEN,1f2,,Unnan (JPN),11 JUL 2009,1128
40,8:53.60,,Krisztina PAPP,17 DEC 1982,HUN,1,,Zaragoza (ESP),18 JUL 2009,1127
41,8:53.72,,Sara HALL,15 APR 1983,USA,2,,"Boston, MA (USA) (i)",28 FEB 2009,1149
42,8:54.14,,Elena ROMAGNOLO,05 OCT 1982,ITA,1,,Torino (ITA) (i),22 FEB 2009,1148
43,8:54.34,,Sylwia EJDYS,15 JUL 1984,POL,3,,"Schleyer Halle, Stuttgart (GER) (i)",07 FEB 2009,1147
44,8:54.50,,Yuliya ZARIPOVA,26 APR 1986,RUS,1,,Moskva (RUS) (i),13 FEB 2009,1147
45,8:54.57,,Yelena ORLOVA,30 MAY 1980,RUS,2,,Moskva (RUS) (i),13 FEB 2009,1146
46,8:54.68,,Dolores CHECA,27 DEC 1982,ESP,1,,Castellón (ESP),30 MAY 2009,1123
47,8:54.97,,Inês MONTEIRO,18 MAY 1980,POR,3f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",14 FEB 2009,1145
48,8:55.03,,Olesya SYREVA,25 NOV 1983,RUS,3,,Moskva (RUS) (i),13 FEB 2009,1145
49,8:55.62,,Julie CULLEY,10 SEP 1981,USA,3,,"Boston, MA (USA) (i)",28 FEB 2009,1143
50,8:55.89,,Mary Wacera NGUGI,17 DEC 1988,KEN,2,,Montreuil-sous-Bois (FRA),11 JUN 2009,1119
51,8:56.27,,Susan KUIJKEN,08 JUL 1986,NED,2,,"College Station, TX (USA) (i)",14 MAR 2009,1140
52,8:56.34,,Jane Jepkosgei KIPTOO,08 AUG 1982,KEN,3,,Montreuil-sous-Bois (FRA),11 JUN 2009,1118
53,8:56.37,,Grace MOMANYI,13 FEB 1981,KEN,3,,"International Stadium, Gateshead (GBR)",31 AUG 2009,1118
54,8:56.91,,Katrina WOOTTON,02 SEP 1985,GBR,4,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2009,1138
