Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:31.23,Genzebe DIBABA,08 FEB 1991,ETH,1,,Sabadell (ESP),13 FEB 2018,1228
2,8:36.01,Shelby HOULIHAN,08 FEB 1993,USA,1f1,,"Boston, MA (USA)",03 FEB 2018,1211
2,8:36.01,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1,,Dortmund (GER),18 FEB 2018,1211
4,8:38.81,Hellen OBIRI,13 DEC 1989,KEN,1,,Ostrava (CZE),25 JAN 2018,1201
5,8:39.15,Beatrice CHEPKOECH,06 JUL 1991,KEN,2,,Ostrava (CZE),25 JAN 2018,1200
6,8:39.55,Fantu WORKU,29 MAR 1999,ETH,3,,Ostrava (CZE),25 JAN 2018,1199
7,8:40.20,Marielle HALL,28 JAN 1992,USA,2f1,,"Boston, MA (USA)",03 FEB 2018,1196
8,8:40.31,Jenny SIMPSON,23 AUG 1986,USA,1,,"Reggie Lewis Center, Boston, MA (USA)",10 FEB 2018,1196
9,8:41.08,Fotyen TESFAY,17 FEB 1998,ETH,2,,"Reggie Lewis Center, Boston, MA (USA)",10 FEB 2018,1193
10,8:41.10,Aisha PRAUGHT-LEER,14 DEC 1989,JAM,1,,"New York, NY (USA)",03 FEB 2018,1193
11,8:41.16,Emma COBURN,19 OCT 1990,USA,2,,"New York, NY (USA)",03 FEB 2018,1193
12,8:41.18,Dominique SCOTT,24 JUN 1992,RSA,3,,"New York, NY (USA)",03 FEB 2018,1193
13,8:41.60,Karissa SCHWEIZER,04 MAY 1996,USA,4,,"New York, NY (USA)",03 FEB 2018,1191
14,8:41.94,Stephanie TWELL,17 AUG 1989,GBR,3,,"Reggie Lewis Center, Boston, MA (USA)",10 FEB 2018,1190
15,8:42.46,Meraf BAHTA,24 JUN 1989,SWE,1,,"Gallur, Madrid (ESP)",08 FEB 2018,1188
16,8:42.69,Fantu WORKU,29 MAR 1999,ETH,2,,"Gallur, Madrid (ESP)",08 FEB 2018,1188
17,8:43.15,Katie MACKEY,12 NOV 1987,USA,5,,"New York, NY (USA)",03 FEB 2018,1186
18,8:43.56,Meskerem MAMO,13 APR 1999,ETH,3,,"Gallur, Madrid (ESP)",08 FEB 2018,1185
19,8:43.57,Emma COBURN,19 OCT 1990,USA,4,,"Reggie Lewis Center, Boston, MA (USA)",10 FEB 2018,1185
20,8:43.87,Meskerem MAMO,13 APR 1999,ETH,4,,Ostrava (CZE),25 JAN 2018,1184
21,8:45.05,Genzebe DIBABA,08 FEB 1991,ETH,1,,"Arena Birmingham, Birmingham (GBR)",01 MAR 2018,1179
22,8:45.68,Sifan HASSAN,01 JAN 1993,NED,2,,"Arena Birmingham, Birmingham (GBR)",01 MAR 2018,1177
23,8:45.78,Laura MUIR,09 MAY 1993,GBR,3,,"Arena Birmingham, Birmingham (GBR)",01 MAR 2018,1177
24,8:46.71,Laura MUIR,09 MAY 1993,GBR,1,,Birmingham (GBR),17 FEB 2018,1174
25,8:47.30,Rosie CLARKE,17 NOV 1991,GBR,4,,"Gallur, Madrid (ESP)",08 FEB 2018,1172
26,8:47.81,Lauren PAQUETTE,27 JUN 1986,USA,6,,"New York, NY (USA)",03 FEB 2018,1170
27,8:49.02,Kate VAN BUSKIRK,09 JUN 1987,CAN,7,,"New York, NY (USA)",03 FEB 2018,1166
28,8:49.66,Hellen OBIRI,13 DEC 1989,KEN,4,,"Arena Birmingham, Birmingham (GBR)",01 MAR 2018,1163
29,8:49.78,Geneviève LALONDE,05 SEP 1991,CAN,5,,"Reggie Lewis Center, Boston, MA (USA)",10 FEB 2018,1163
30,8:49.89,Norah JERUTO,02 OCT 1995,KEN,5,,Ostrava (CZE),25 JAN 2018,1163
31,8:50.38,Shelby HOULIHAN,08 FEB 1993,USA,5,,"Arena Birmingham, Birmingham (GBR)",01 MAR 2018,1161
32,8:50.54,Fantu WORKU,29 MAR 1999,ETH,6,,"Arena Birmingham, Birmingham (GBR)",01 MAR 2018,1160
33,8:50.80,Hawi FEYSA,01 FEB 1999,ETH,5,,"Gallur, Madrid (ESP)",08 FEB 2018,1159
34,8:50.87,Eilish MCCOLGAN,25 NOV 1990,GBR,2,,Birmingham (GBR),17 FEB 2018,1159
35,8:50.96,Mel LAWRENCE,29 AUG 1989,USA,8,,"New York, NY (USA)",03 FEB 2018,1159
36,8:51.07,Emily LIPARI,19 NOV 1992,USA,9,,"New York, NY (USA)",03 FEB 2018,1158
37,8:51.79,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,7,,"Arena Birmingham, Birmingham (GBR)",01 MAR 2018,1156
