Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:26.99,,Meseret DEFAR,19 NOV 1983,ETH,1,,"Schleyer Halle, Stuttgart (GER) (i)",07 FEB 2009,1243
2,8:28.49,,Anna ALMINOVA,17 JAN 1985,RUS,2,,"Schleyer Halle, Stuttgart (GER) (i)",07 FEB 2009,1238
3,8:30.53,,Vivian Jepkemei CHERUIYOT,11 SEP 1983,KEN,1,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2009,1231
4,8:42.03,,Jenny SIMPSON,23 AUG 1986,USA,1,,"College Station, TX (USA) (i)",14 MAR 2009,1190
5,8:43.74,,Mary Teresa CULLEN,17 AUG 1982,IRL,1f1,,"Boston, MA (USA) (i)",13 FEB 2009,1184
6,8:44.81,,Jessica AUGUSTO,08 NOV 1981,POR,2,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2009,1180
7,8:46.50,,Alemitu BEKELE,17 SEP 1977,TUR,1,,"Oval Lingotto, Torino (ITA) (i)",08 MAR 2009,1174
8,8:46.65,,Kara GOUCHER,09 JUL 1978,USA,1f1,,"Boston, MA (USA) (i)",07 FEB 2009,1174
9,8:48.18,,Sara MOREIRA,17 OCT 1985,POR,2,,"Oval Lingotto, Torino (ITA) (i)",08 MAR 2009,1168
10,8:48.77,,Sally KIPYEGO,19 DEC 1985,KEN,2f1,,"Boston, MA (USA) (i)",07 FEB 2009,1166
11,8:49.49,,Nuria FERNÁNDEZ,16 AUG 1976,ESP,4,,"Oval Lingotto, Torino (ITA) (i)",08 MAR 2009,1164
12,8:50.17,,Silvia WEISSTEINER,13 JUL 1979,ITA,5,,"Oval Lingotto, Torino (ITA) (i)",08 MAR 2009,1162
13,8:51.96,,Zakia Mrisho MOHAMED,19 FEB 1984,TAN,3,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2009,1155
14,8:52.35,,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,1f1,,Liévin (FRA) (i),10 FEB 2009,1154
15,8:53.27,,Amy YODER BEGLEY,11 JAN 1978,USA,1,,"Boston, MA (USA) (i)",28 FEB 2009,1151
16,8:53.72,,Sara HALL,15 APR 1983,USA,2,,"Boston, MA (USA) (i)",28 FEB 2009,1149
17,8:54.14,,Elena ROMAGNOLO,05 OCT 1982,ITA,1,,Torino (ITA) (i),22 FEB 2009,1148
18,8:54.34,,Sylwia EJDYS,15 JUL 1984,POL,3,,"Schleyer Halle, Stuttgart (GER) (i)",07 FEB 2009,1147
19,8:54.50,,Yuliya ZARIPOVA,26 APR 1986,RUS,1,,Moskva (RUS) (i),13 FEB 2009,1147
20,8:54.57,,Yelena ORLOVA,30 MAY 1980,RUS,2,,Moskva (RUS) (i),13 FEB 2009,1146
21,8:54.97,,Inês MONTEIRO,18 MAY 1980,POR,3f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",14 FEB 2009,1145
22,8:55.03,,Olesya SYREVA,25 NOV 1983,RUS,3,,Moskva (RUS) (i),13 FEB 2009,1145
23,8:55.62,,Julie CULLEY,10 SEP 1981,USA,3,,"Boston, MA (USA) (i)",28 FEB 2009,1143
24,8:56.27,,Susan KUIJKEN,08 JUL 1986,NED,2,,"College Station, TX (USA) (i)",14 MAR 2009,1140
25,8:56.91,,Katrina WOOTTON,02 SEP 1985,GBR,4,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2009,1138
26,8:56.92,,Lindsey GALLO,29 NOV 1981,USA,4,,"Boston, MA (USA) (i)",28 FEB 2009,1138
27,8:57.44,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,1,,Leipzig (GER) (i),21 FEB 2009,1136
28,8:57.80,,Mariya KONOVALOVA,14 AUG 1974,RUS,1f1,,Moskva (RUS) (i),25 JAN 2009,1135
29,8:58.12,,Konstantina EFENTAKI,01 OCT 1978,GRE,1f1,,Peania (GRE) (i),15 FEB 2009,1134
30,8:58.33,,Meskerem ASSEFA,03 OCT 1991,ETH,3f1,,Liévin (FRA) (i),10 FEB 2009,1133
31,8:58.73,,Lidia CHOJECKA,25 JAN 1977,POL,4f1,,Liévin (FRA) (i),10 FEB 2009,1132
32,8:59.41,,Natalya POPKOVA,21 SEP 1988,RUS,5,,Moskva (RUS) (i),13 FEB 2009,1130
33,8:59.78,,Ancuţa BOBOCEL,03 OCT 1987,ROU,7,,"Oval Lingotto, Torino (ITA) (i)",08 MAR 2009,1128
34,9:00.20,,Barbara PARKER,08 NOV 1982,GBR,3f1,,"Boston, MA (USA) (i)",07 FEB 2009,1127
35,9:00.36,,Galina MAKSIMOVA,02 JAN 1986,RUS,6,,Moskva (RUS) (i),13 FEB 2009,1126
36,9:00.67,,Deirdre BYRNE,21 SEP 1982,IRL,4h1,,"Oval Lingotto, Torino (ITA) (i)",07 MAR 2009,1125
37,9:01.08,,Kseniya AGAFONOVA,04 MAR 1983,RUS,2f1,,Moskva (RUS) (i),25 JAN 2009,1124
37,9:01.08,,Rebecca DONAGHUE,24 FEB 1976,USA,5,,"Boston, MA (USA) (i)",28 FEB 2009,1124
39,9:01.63,,Charlene THOMAS,06 MAY 1982,GBR,6,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2009,1122
40,9:02.50,,Delilah DICRESCENZO,09 FEB 1983,USA,6,,"Boston, MA (USA) (i)",28 FEB 2009,1119
41,9:03.13,,Élodie OLIVARÈS,22 MAY 1976,FRA,5f1,,Liévin (FRA) (i),10 FEB 2009,1117
42,9:03.66,,Courtney BABCOCK,30 JUN 1972,CAN,4f1,,"Boston, MA (USA) (i)",07 FEB 2009,1115
43,9:04.35,,Nicole BUSH,04 APR 1986,USA,7,,"Boston, MA (USA) (i)",28 FEB 2009,1113
44,9:04.58,,Brianna FELNAGLE,09 DEC 1986,USA,1f2,,"New York, NY (USA) (i)",07 FEB 2009,1112
45,9:04.67,,Amy MORTIMER,16 AUG 1981,USA,5f1,,"Boston, MA (USA) (i)",07 FEB 2009,1112
46,9:05.41,,Gemma TURTLE,15 MAY 1986,GBR,3,,Sheffield (GBR) (i),14 FEB 2009,1109
47,9:05.99,,Rashida KHAYRUTDINOVA,10 JUL 1975,RUS,7,,Moskva (RUS) (i),13 FEB 2009,1107
48,9:06.51,,Zulema FUENTES-PILA,25 MAY 1977,ESP,4f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",14 FEB 2009,1106
49,9:06.94,,Federica DAL RI,25 SEP 1980,ITA,,,Torino (ITA) (i),22 FEB 2009,1104
50,9:07.43,,Helen CLITHEROE,02 JAN 1974,GBR,3f1,,Glasgow (GBR) (i),31 JAN 2009,1102
51,9:07.61,,Krisztina PAPP,17 DEC 1982,HUN,4,,"Schleyer Halle, Stuttgart (GER) (i)",07 FEB 2009,1102
52,9:07.71,,Oksana BELYAKOVA,09 SEP 1975,RUS,8,,Moskva (RUS) (i),13 FEB 2009,1101
53,9:08.23,,Natalya PANTELEYEVA,10 SEP 1983,RUS,9,,Moskva (RUS) (i),13 FEB 2009,1100
