Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:26.95,Genzebe DIBABA,08 FEB 1991,ETH,1,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1244
2,8:35.28,Meseret DEFAR,19 NOV 1983,ETH,1,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1214
3,8:49.31,Eilish MCCOLGAN,25 NOV 1990,GBR,2,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1165
4,8:50.10,Almaz AYANA,21 NOV 1991,ETH,3,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1162
5,8:50.16,Helen CLITHEROE,02 JAN 1974,GBR,1,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1162
6,8:50.42,Yelena KOROBKINA,25 NOV 1990,RUS,1,,Moskva (RUS),12 FEB 2013,1161
7,8:50.76,Natalya ARISTARKHOVA,31 OCT 1989,RUS,2,,Moskva (RUS),12 FEB 2013,1160
8,8:51.04,Corinna HARRER,19 JAN 1991,GER,2,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1159
9,8:51.87,Yelena KOROBKINA,25 NOV 1990,RUS,1,,Novocheboksarsk (RUS),12 JAN 2013,1156
10,8:52.00,Lauren HOWARTH,21 APR 1990,GBR,2,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1155
11,8:52.48,Sara MOREIRA,17 OCT 1985,POR,1,,Eaubonne (FRA),07 FEB 2013,1154
12,8:52.86,Ancuţa BOBOCEL,03 OCT 1987,ROU,3,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1152
13,8:53.12,Siham HILALI,02 MAY 1986,MAR,4,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1151
14,8:53.17,Eilish MCCOLGAN,25 NOV 1990,GBR,4,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1151
15,8:53.89,Chelsea SODARO,09 MAY 1989,USA,5,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1149
16,8:54.14,Almenesh BELETE,26 JUL 1989,BEL,2,,Eaubonne (FRA),07 FEB 2013,1148
17,8:54.37,Fionnula BRITTON,24 SEP 1984,IRL,5,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1147
18,8:55.22,Fionnula BRITTON,24 SEP 1984,IRL,3,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1144
19,8:55.24,Sara MOREIRA,17 OCT 1985,POR,1,,Pombal (POR),17 FEB 2013,1144
20,8:55.73,Almaz AYANA,21 NOV 1991,ETH,3,,Eaubonne (FRA),07 FEB 2013,1142
21,8:56.06,Poļina JEĻIZAROVA,01 MAY 1989,LAT,6,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1141
22,8:56.48,Lauren HOWARTH,21 APR 1990,GBR,1,,Sheffield (GBR),10 FEB 2013,1140
23,8:56.91,Almaz AYANA,21 NOV 1991,ETH,1,,Metz (FRA),24 FEB 2013,1138
24,8:57.01,Christine BARDELLE,16 AUG 1974,FRA,4,,Eaubonne (FRA),07 FEB 2013,1138
25,8:57.17,Layes ABDULLAYEVA,29 MAY 1991,AZE,4,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1137
26,8:57.80,Natalya LEONTYEVA,05 JUL 1987,RUS,3,,Moskva (RUS),12 FEB 2013,1135
27,8:58.11,Poļina JEĻIZAROVA,01 MAY 1989,LAT,6,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1134
28,8:58.32,Rababe ARAFI,12 JAN 1991,MAR,2,,Metz (FRA),24 FEB 2013,1133
29,8:58.50,Sara MOREIRA,17 OCT 1985,POR,1,,"Scandinavium, Göteborg (SWE)",03 MAR 2013,1133
30,8:58.88,Siham HILALI,02 MAY 1986,MAR,3,,Metz (FRA),24 FEB 2013,1132
31,8:59.38,Emily STEWART,24 DEC 1991,GBR,7,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1130
32,8:59.50,Haftamnesh TESFAYE,28 APR 1994,ETH,5,,Eaubonne (FRA),07 FEB 2013,1129
33,8:59.75,Poļina JEĻIZAROVA,01 MAY 1989,LAT,6,,Eaubonne (FRA),07 FEB 2013,1129
34,9:00.06,Jess JUDD,07 JAN 1995,GBR,8,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1127
35,9:00.34,Mekdes BEKELE,20 JAN 1987,ETH,7,,Eaubonne (FRA),07 FEB 2013,1127
36,9:00.50,Corinna HARRER,19 JAN 1991,GER,2,,"Scandinavium, Göteborg (SWE)",03 MAR 2013,1126
37,9:00.54,Fionnula BRITTON,24 SEP 1984,IRL,3,,"Scandinavium, Göteborg (SWE)",03 MAR 2013,1126
38,9:00.59,Yelena KOROBKINA,25 NOV 1990,RUS,4,,"Scandinavium, Göteborg (SWE)",03 MAR 2013,1126
39,9:00.88,Gete DIMA,10 MAR 1992,ETH,7,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1125
40,9:01.00,Sara MOREIRA,17 OCT 1985,POR,1h1,,"Scandinavium, Göteborg (SWE)",02 MAR 2013,1124
41,9:01.08,Abbey COOPER,25 MAY 1992,USA,1,,"Fayetteville, AR (USA)",09 MAR 2013,1124
42,9:01.74,Natalya ARISTARKHOVA,31 OCT 1989,RUS,1,,Irkutsk (RUS),26 JAN 2013,1122
43,9:02.14,Dudu KARAKAYA,11 NOV 1985,TUR,1,,Istanbul (TUR),23 FEB 2013,1120
44,9:02.28,Nancy CHEPKWEMOI,08 OCT 1993,KEN,9,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1120
45,9:02.35,Roxana BÂRCĂ,22 JUN 1988,ROU,8,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1120
46,9:02.48,Gete DIMA,10 MAR 1992,ETH,5,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1119
