Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:16.69,Gudaf TSEGAY,23 JUN 1997,ETH,1,,"Utilita Arena Birmingham, Birmingham (GBR)",25 FEB 2023,1281
2,8:25.05,Alicia MONSON,13 MAY 1998,USA,1,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1250
3,8:30.13,Whittni MORGAN,22 OCT 1997,USA,2,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1232
4,8:31.20,Mizan ALEM,22 JAN 2002,ETH,2,,"Utilita Arena Birmingham, Birmingham (GBR)",25 FEB 2023,1228
5,8:33.44,Diribe WELTEJI,13 MAY 2002,ETH,1f1,,"Stade couvert Jesse Owens, Val-de-Reuil (FRA)",04 FEB 2023,1220
6,8:34.84,Diribe WELTEJI,13 MAY 2002,ETH,1,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1215
7,8:34.89,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1,,"Helmut-Körnig-Halle, Dortmund (GER)",18 FEB 2023,1215
8,8:35.04,Sembo ALMAYEW,24 JAN 2005,ETH,2f1,,"Stade couvert Jesse Owens, Val-de-Reuil (FRA)",04 FEB 2023,1215
9,8:35.14,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,3,,"Utilita Arena Birmingham, Birmingham (GBR)",25 FEB 2023,1214
10,8:35.15,Lemlem HAILU,25 MAY 2001,ETH,2,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1214
11,8:35.20,Katelyn TUOHY,18 MAR 2002,USA,3,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1214
12,8:35.87,Hanna KLEIN,06 APR 1993,GER,1,,"Ataköy Arena, Istanbul (TUR)",03 MAR 2023,1212
13,8:36.42,Hanna KLEIN,06 APR 1993,GER,3f1,,"Stade couvert Jesse Owens, Val-de-Reuil (FRA)",04 FEB 2023,1210
14,8:36.48,Elly HENES,13 OCT 1998,USA,4,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1210
15,8:36.50,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,2,,"Ataköy Arena, Istanbul (TUR)",03 MAR 2023,1209
16,8:36.64,Teresiah Muthoni GATERI,05 JAN 2002,KEN,4,,"Utilita Arena Birmingham, Birmingham (GBR)",25 FEB 2023,1209
