Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:26.41,Laura MUIR,09 MAY 1993,GBR,1,,"Messehalle, Karlsruhe (GER)",04 FEB 2017,1245
2,8:29.41,Hellen OBIRI,13 DEC 1989,KEN,1,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1235
3,8:29.46,Hellen OBIRI,13 DEC 1989,KEN,2,,"Messehalle, Karlsruhe (GER)",04 FEB 2017,1235
4,8:30.76,Sifan HASSAN,01 JAN 1993,NED,2,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1230
5,8:35.67,Laura MUIR,09 MAY 1993,GBR,1,,"Kombank Arena, Beograd (SRB)",05 MAR 2017,1212
6,8:37.65,Dawit SEYAUM,27 JUL 1996,ETH,3,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1205
7,8:39.08,Hellen OBIRI,13 DEC 1989,KEN,1,,"Reggie Lewis Center, Boston, MA (USA)",28 JAN 2017,1200
8,8:40.99,Sifan HASSAN,01 JAN 1993,NED,2,,"Reggie Lewis Center, Boston, MA (USA)",28 JAN 2017,1194
9,8:41.94,Shannon ROWBURY,19 SEP 1984,USA,3,,"Reggie Lewis Center, Boston, MA (USA)",28 JAN 2017,1190
10,8:43.00,Meraf BAHTA,24 JUN 1989,SWE,4,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1187
11,8:43.02,Eilish MCCOLGAN,25 NOV 1990,GBR,5,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1187
12,8:43.46,Yasemin CAN,11 DEC 1996,TUR,2,,"Kombank Arena, Beograd (SRB)",05 MAR 2017,1185
13,8:44.63,Maureen KOSTER,03 JUL 1992,NED,6,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1181
14,8:45.29,Sofia ENNAOUI,30 AUG 1995,POL,7,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1179
15,8:45.48,Shannon ROWBURY,19 SEP 1984,USA,8,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1178
16,8:45.81,Genevieve LACAZE,04 AUG 1989,AUS,9,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1177
17,8:45.95,Stephanie TWELL,17 AUG 1989,GBR,10,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1176
18,8:47.43,Eilish MCCOLGAN,25 NOV 1990,GBR,3,,"Kombank Arena, Beograd (SRB)",05 MAR 2017,1171
19,8:48.99,Maureen KOSTER,03 JUL 1992,NED,4,,"Kombank Arena, Beograd (SRB)",05 MAR 2017,1166
20,8:49.52,Axumawit EMBAYE,18 OCT 1994,ETH,3,,"Messehalle, Karlsruhe (GER)",04 FEB 2017,1164
21,8:50.36,Fantu WORKU,29 MAR 1999,ETH,1,,Eaubonne (FRA),10 FEB 2017,1161
22,8:50.40,Stephanie TWELL,17 AUG 1989,GBR,5,,"Kombank Arena, Beograd (SRB)",05 MAR 2017,1161
23,8:50.74,Gudaf TSEGAY,23 JUN 1997,ETH,2,,Eaubonne (FRA),10 FEB 2017,1160
24,8:51.27,Heather KAMPF,19 JAN 1987,USA,1,,"New York, NY (USA)",04 FEB 2017,1158
25,8:51.50,Sofia ENNAOUI,30 AUG 1995,POL,4,,"Messehalle, Karlsruhe (GER)",04 FEB 2017,1157
26,8:51.58,Claudia Mihaela BOBOCEA,11 JUN 1992,ROU,5,,"Messehalle, Karlsruhe (GER)",04 FEB 2017,1157
27,8:51.75,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,6,,"Messehalle, Karlsruhe (GER)",04 FEB 2017,1156
28,8:52.08,Kate VAN BUSKIRK,09 JUN 1987,CAN,1,,"New York, NY (USA)",11 FEB 2017,1155
29,8:52.33,Yasemin CAN,11 DEC 1996,TUR,1h2,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1154
30,8:52.53,Luiza GEGA,05 NOV 1988,ALB,3,,Eaubonne (FRA),10 FEB 2017,1153
31,8:53.48,Fantu WORKU,29 MAR 1999,ETH,1,,Mondeville (FRA),04 FEB 2017,1150
31,8:53.48,Stephanie GARCIA,03 MAY 1988,USA,2,,"New York, NY (USA)",11 FEB 2017,1150
33,8:53.55,Nicole SIFUENTES,30 JUN 1986,CAN,4,,"Reggie Lewis Center, Boston, MA (USA)",28 JAN 2017,1150
34,8:53.56,Alina REH,23 MAY 1997,GER,1,,Leipzig (GER),19 FEB 2017,1150
35,8:54.06,Dominique SCOTT,24 JUN 1992,RSA,5,,"Reggie Lewis Center, Boston, MA (USA)",28 JAN 2017,1148
36,8:54.26,Gudaf TSEGAY,23 JUN 1997,ETH,2,,Mondeville (FRA),04 FEB 2017,1147
37,8:54.61,Victoria GERLACH,02 JUN 1994,USA,3,,"New York, NY (USA)",11 FEB 2017,1146
38,8:55.02,Stephanie TWELL,17 AUG 1989,GBR,2h2,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1145
39,8:55.20,Ana LOZANO,22 FEB 1991,ESP,6,,"Kombank Arena, Beograd (SRB)",05 MAR 2017,1144
40,8:55.21,Charlotta FOUGBERG,19 JUN 1985,SWE,3h2,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1144
41,8:55.23,Alina REH,23 MAY 1997,GER,4h2,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1144
42,8:55.56,Laura MUIR,09 MAY 1993,GBR,5h2,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1143
43,8:55.78,Stephanie GARCIA,03 MAY 1988,USA,6,,"Reggie Lewis Center, Boston, MA (USA)",28 JAN 2017,1142
44,8:55.83,Violah CHEPTOO,01 MAR 1989,KEN,4,,"New York, NY (USA)",11 FEB 2017,1142
45,8:56.01,Ana LOZANO,22 FEB 1991,ESP,6h2,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1141
46,8:56.13,Gesa Felicitas KRAUSE,03 AUG 1992,GER,2,,Leipzig (GER),19 FEB 2017,1141
47,8:56.19,Giulia VIOLA,24 APR 1991,ITA,7,,"Kombank Arena, Beograd (SRB)",05 MAR 2017,1141
48,8:56.52,Shannon OSIKA,15 JUN 1993,USA,5,,"New York, NY (USA)",11 FEB 2017,1140
49,8:56.88,Adanech ANBESA,23 JAN 1998,ETH,3,,Mondeville (FRA),04 FEB 2017,1138
50,8:57.24,Emily LIPARI,19 NOV 1992,USA,2,,"New York, NY (USA)",04 FEB 2017,1137
51,8:57.52,Maureen KOSTER,03 JUL 1992,NED,1h1,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1136
52,8:57.65,Birtukan Fente ALEMU,18 JUN 1989,ETH,11,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1136
53,8:57.85,Eilish MCCOLGAN,25 NOV 1990,GBR,2h1,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1135
