Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:22.50,Genzebe DIBABA,08 FEB 1991,ETH,1,,Sabadell (ESP),19 FEB 2016,1260
2,8:30.83,Meseret DEFAR,19 NOV 1983,ETH,1,,"Reggie Lewis Center, Boston, MA (USA)",14 FEB 2016,1230
3,8:33.76,Gelete BURKA,23 JAN 1986,ETH,2,,Sabadell (ESP),19 FEB 2016,1219
4,8:44.59,Betlhem DESALEGN,13 NOV 1991,UAE,2,,Doha (QAT),20 FEB 2016,1181
5,8:47.24,Ruth JEBET,17 NOV 1996,BRN,2,,Doha (QAT),20 FEB 2016,1172
6,8:47.43,Genzebe DIBABA,08 FEB 1991,ETH,1,,"Oregon Convention Center, Portland, OR (USA)",20 MAR 2016,1171
7,8:48.62,Alia SAEED MOHAMMED,18 MAY 1991,UAE,3,,Doha (QAT),20 FEB 2016,1167
8,8:49.06,Nancy CHEPKWEMOI,08 OCT 1993,KEN,1,,"Emirates Arena, Glasgow (GBR)",20 FEB 2016,1165
9,8:49.07,Sofia ENNAOUI,30 AUG 1995,POL,2,,"Emirates Arena, Glasgow (GBR)",20 FEB 2016,1165
10,8:49.18,Maureen KOSTER,03 JUL 1992,NED,3,,"Emirates Arena, Glasgow (GBR)",20 FEB 2016,1165
11,8:49.43,Gesa Felicitas KRAUSE,03 AUG 1992,GER,4,,"Emirates Arena, Glasgow (GBR)",20 FEB 2016,1164
12,8:50.24,Stephanie TWELL,17 AUG 1989,GBR,5,,"Emirates Arena, Glasgow (GBR)",20 FEB 2016,1161
13,8:50.75,Renata PLIŚ,05 FEB 1985,POL,6,,"Emirates Arena, Glasgow (GBR)",20 FEB 2016,1160
14,8:53.20,Stephanie GARCIA,03 MAY 1988,USA,7,,"Emirates Arena, Glasgow (GBR)",20 FEB 2016,1151
15,8:53.52,Shannon ROWBURY,19 SEP 1984,USA,1,,"Portland, OR (USA)",15 JAN 2016,1150
16,8:54.26,Meseret DEFAR,19 NOV 1983,ETH,2,,"Oregon Convention Center, Portland, OR (USA)",20 MAR 2016,1147
17,8:54.65,Gotytom GEBRESLASE,15 JAN 1995,ETH,3,,Sabadell (ESP),19 FEB 2016,1146
18,8:54.70,Marielle HALL,28 JAN 1992,USA,1,,"New York, NY (USA)",05 FEB 2016,1146
19,8:54.99,Stephanie TWELL,17 AUG 1989,GBR,1,,Sheffield (GBR),28 FEB 2016,1145
20,8:55.55,Shannon ROWBURY,19 SEP 1984,USA,3,,"Oregon Convention Center, Portland, OR (USA)",20 MAR 2016,1143
21,8:55.65,Shannon ROWBURY,19 SEP 1984,USA,1,,"Portland, OR (USA)",11 MAR 2016,1143
22,8:55.89,Tigist GASHAW,25 DEC 1996,BRN,1,,Mondeville (FRA),06 FEB 2016,1142
