Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:43.63,Elliot GILES,26 MAY 1994,GBR,1,,"Arena, Toruń (POL)",17 FEB 2021,1275
2,1:44.21,Donavan BRAZIER,15 APR 1997,USA,1,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1256
3,1:44.37,Bryce HOPPEL,05 SEP 1997,USA,1,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",31 JAN 2021,1251
4,1:44.54,Jamie WEBB,01 JUN 1994,GBR,2,,"Arena, Toruń (POL)",17 FEB 2021,1246
5,1:45.09,Andreas KRAMER,13 APR 1997,SWE,3,,"Arena, Toruń (POL)",17 FEB 2021,1229
6,1:45.22,Adam KSZCZOT,02 SEP 1989,POL,4,,"Arena, Toruń (POL)",17 FEB 2021,1225
7,1:45.34,Michael SARUNI,18 JUN 1995,KEN,1,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",21 FEB 2021,1221
8,1:45.49,Elliot GILES,26 MAY 1994,GBR,1f1,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1216
9,1:45.50,Elliot GILES,26 MAY 1994,GBR,1,,"Europahalle, Karlsruhe (GER)",29 JAN 2021,1216
10,1:45.59,Charlie HUNTER,20 JUL 1996,AUS,1f3,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",13 FEB 2021,1213
11,1:45.62,Charlie DA'VALL GRICE,07 NOV 1993,GBR,2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",31 JAN 2021,1212
12,1:45.66,Mariano GARCÍA,25 SEP 1997,ESP,1,,"Gallur, Madrid (ESP)",24 FEB 2021,1211
13,1:45.69,Erik SOWINSKI,21 DEC 1989,USA,3,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",31 JAN 2021,1210
14,1:45.79,Mateusz BORKOWSKI,02 APR 1997,POL,1sf2,,"Arena, Toruń (POL)",06 MAR 2021,1207
15,1:45.90,Charlie HUNTER,20 JUL 1996,AUS,1,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",13 MAR 2021,1204
16,1:45.91,Finley MCLEAR,25 MAY 2000,GBR,2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",13 MAR 2021,1203
17,1:45.95,Amel TUKA,09 JAN 1991,BIH,2,,"Gallur, Madrid (ESP)",24 FEB 2021,1202
17,1:45.95,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,3,,"Gallur, Madrid (ESP)",24 FEB 2021,1202
19,1:45.98,Takieddine HEDEILLI,06 JUN 1996,ALG,1,,"Sports Performance Center, Lubbock, TX (USA)",16 JAN 2021,1201
20,1:45.99,Jamie WEBB,01 JUN 1994,GBR,2sf2,,"Arena, Toruń (POL)",06 MAR 2021,1201
21,1:46.06,Benjamin ROBERT,04 JAN 1998,FRA,1f1,,"Stadium Miramas Métropole, Miramas (FRA)",20 FEB 2021,1199
22,1:46.10,Craig ENGELS,01 MAY 1994,USA,4,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",31 JAN 2021,1197
22,1:46.10,Mark ENGLISH,18 MAR 1993,IRL,1,,"National Indoor Arena, Abbotstown, Dublin (IRL)",20 FEB 2021,1197
24,1:46.13,Cian MCPHILLIPS,07 JUN 2002,IRL,2,,"National Indoor Arena, Abbotstown, Dublin (IRL)",20 FEB 2021,1196
25,1:46.16,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,2f1,,"Stadium Miramas Métropole, Miramas (FRA)",20 FEB 2021,1196
26,1:46.20,Mateusz BORKOWSKI,02 APR 1997,POL,5,,"Arena, Toruń (POL)",17 FEB 2021,1194
27,1:46.21,Marc REUTHER,23 JUN 1996,GER,1,,"Hartwig-Gauder-Halle, Erfurt (GER)",02 FEB 2021,1194
28,1:46.23,Kameron JONES,1997,USA,2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",21 FEB 2021,1193
29,1:46.26,Jamie WEBB,01 JUN 1994,GBR,2,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1192
30,1:46.28,Benjamin ROBERT,04 JAN 1998,FRA,2,,"Europahalle, Karlsruhe (GER)",29 JAN 2021,1192
31,1:46.35,Amel TUKA,09 JAN 1991,BIH,6,,"Arena, Toruń (POL)",17 FEB 2021,1190
32,1:46.38,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,3,,"Europahalle, Karlsruhe (GER)",29 JAN 2021,1189
33,1:46.40,Eliott CRESTAN,22 FEB 1999,BEL,1f1,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",06 FEB 2021,1188
34,1:46.43,Marc REUTHER,23 JUN 1996,GER,7,,"Arena, Toruń (POL)",17 FEB 2021,1187
35,1:46.45,Jamie WEBB,01 JUN 1994,GBR,1,,"Atletická hala, Ostrava (CZE)",03 FEB 2021,1187
36,1:46.51,Baptiste MISCHLER,23 NOV 1997,FRA,4,,"Europahalle, Karlsruhe (GER)",29 JAN 2021,1185
37,1:46.52,Kameron JONES,1997,USA,1f1,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA)",30 JAN 2021,1185
38,1:46.59,Alex AMANKWA,02 MAR 1992,GHA,1,,"Liberty Indoor Complex, Lynchburg, VA (USA)",05 MAY 2021,1182
39,1:46.60,Vincent CRISP,17 AUG 1997,USA,2,,"Liberty Indoor Complex, Lynchburg, VA (USA)",05 MAY 2021,1182
40,1:46.61,Collins KIPRUTO,12 APR 1994,KEN,8,,"Arena, Toruń (POL)",17 FEB 2021,1182
41,1:46.63,Filip ŠNEJDR,16 APR 1995,CZE,2,,"Atletická hala, Ostrava (CZE)",03 FEB 2021,1181
41,1:46.63,Baptiste MISCHLER,23 NOV 1997,FRA,2f1,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",06 FEB 2021,1181
41,1:46.63,Edose IBADIN,27 FEB 1993,NGR,1,,"Gately Indoor TF Center, Chicago, IL (USA)",29 JUN 2021,1181
44,1:46.65,Djoao LOBLES,14 JAN 2001,NED,1,,"Omnisport, Apeldoorn (NED)",21 FEB 2021,1181
45,1:46.73,Guy LEARMONTH,20 APR 1992,GBR,1,,"Emirates Arena, Glasgow (GBR)",30 JAN 2021,1178
46,1:46.79,Andreas KRAMER,13 APR 1997,SWE,5,,"Europahalle, Karlsruhe (GER)",29 JAN 2021,1176
47,1:46.81,Patryk DOBEK,13 FEB 1994,POL,1,,"Arena, Toruń (POL)",07 MAR 2021,1176
48,1:46.83,Collins KIPRUTO,12 APR 1994,KEN,1,,"Coque Sport Center, Kirchberg, Luxembourg (LUX)",13 FEB 2021,1175
48,1:46.83,Eliott CRESTAN,22 FEB 1999,BEL,1,,"Complexe Sportif de Blocry, Louvain-La-Neuve (BEL)",20 FEB 2021,1175
50,1:46.84,Takieddine HEDEILLI,06 JUN 1996,ALG,3,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",13 MAR 2021,1175
51,1:46.86,Mariano GARCÍA,25 SEP 1997,ESP,2,,"Coque Sport Center, Kirchberg, Luxembourg (LUX)",13 FEB 2021,1174
51,1:46.86,Balázs VINDICS,28 MAR 1994,HUN,1f2,,"BOK Csarnok, Budapest (HUN)",21 FEB 2021,1174
53,1:46.87,Andreas KRAMER,13 APR 1997,SWE,3sf2,,"Arena, Toruń (POL)",06 MAR 2021,1174
54,1:46.88,Cornelius TUWEI,14 MAY 1993,KEN,2f1,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1174
54,1:46.88,Adrián BEN,04 AUG 1998,ESP,4,,"Gallur, Madrid (ESP)",24 FEB 2021,1174
56,1:46.89,Djoao LOBLES,14 JAN 2001,NED,1,,"Omnisport, Apeldoorn (NED)",10 FEB 2021,1173
57,1:46.90,Mateusz BORKOWSKI,02 APR 1997,POL,2,,"Arena, Toruń (POL)",07 MAR 2021,1173
58,1:46.91,Thijmen KUPERS,04 OCT 1991,NED,2,,"Omnisport, Apeldoorn (NED)",10 FEB 2021,1173
59,1:46.92,Guy LEARMONTH,20 APR 1992,GBR,3f1,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",06 FEB 2021,1172
60,1:46.93,Lukáš HODBOĎ,02 MAR 1996,CZE,3,,"Atletická hala, Ostrava (CZE)",03 FEB 2021,1172
60,1:46.93,Eliott CRESTAN,22 FEB 1999,BEL,3f1,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1172
60,1:46.93,Álvaro DE ARRIBA,02 JUN 1994,ESP,5,,"Gallur, Madrid (ESP)",24 FEB 2021,1172
63,1:46.95,Jamie WEBB,01 JUN 1994,GBR,1f1,,"Ferry-Dusika-Halle, Wien (AUT)",30 JAN 2021,1171
63,1:46.95,Jamie WEBB,01 JUN 1994,GBR,3,,"Arena, Toruń (POL)",07 MAR 2021,1171
65,1:46.97,Tony VAN DIEPEN,17 APR 1996,NED,9,,"Arena, Toruń (POL)",17 FEB 2021,1171
65,1:46.97,Filip ŠNEJDR,16 APR 1995,CZE,6,,"Gallur, Madrid (ESP)",24 FEB 2021,1171
67,1:46.98,Lukáš HODBOĎ,02 MAR 1996,CZE,1f1,,"Stromovka, Praha (CZE)",30 JAN 2021,1170
67,1:46.98,Robert HEPPENSTALL,28 FEB 1997,CAN,3,,"Liberty Indoor Complex, Lynchburg, VA (USA)",05 MAY 2021,1170
69,1:46.99,Marius PROBST,20 AUG 1995,GER,2,,"Hartwig-Gauder-Halle, Erfurt (GER)",02 FEB 2021,1170
70,1:47.01,Quamel PRINCE,20 APR 1994,GUY,4,,"Liberty Indoor Complex, Lynchburg, VA (USA)",05 MAY 2021,1170
71,1:47.02,Quamel PRINCE,20 APR 1994,GUY,1,,"Liberty Indoor Complex, Lynchburg, VA (USA)",29 APR 2021,1169
72,1:47.06,Benjamin ROBERT,04 JAN 1998,FRA,4f1,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1168
73,1:47.09,Marvin HEINRICH,29 JAN 1997,GER,1,,"Sportzentrum Kalbach, Frankfurt (GER)",14 FEB 2021,1167
74,1:47.12,Patryk DOBEK,13 FEB 1994,POL,1,,"Arena, Toruń (POL)",21 FEB 2021,1166
75,1:47.13,Balázs VINDICS,28 MAR 1994,HUN,1f3,,"BOK Csarnok, Budapest (HUN)",13 FEB 2021,1166
76,1:47.14,Christoph KESSLER,28 APR 1995,GER,6,,"Europahalle, Karlsruhe (GER)",29 JAN 2021,1166
77,1:47.15,Takieddine HEDEILLI,06 JUN 1996,ALG,1f1,,"Sports Performance Center, Lubbock, TX (USA)",29 JAN 2021,1165
78,1:47.17,Mateusz BORKOWSKI,02 APR 1997,POL,4,,"Atletická hala, Ostrava (CZE)",03 FEB 2021,1165
79,1:47.23,Patryk DOBEK,13 FEB 1994,POL,1,,"Arena, Toruń (POL)",12 FEB 2021,1163
79,1:47.23,Adam KSZCZOT,02 SEP 1989,POL,4,,"Arena, Toruń (POL)",07 MAR 2021,1163
81,1:47.24,Neil GOURLEY,07 FEB 1995,GBR,2,,"Emirates Arena, Glasgow (GBR)",30 JAN 2021,1163
82,1:47.28,Nasredine KHATIR,30 JAN 1995,FRA,1,,"Stadium Miramas Métropole, Miramas (FRA)",07 FEB 2021,1161
82,1:47.28,Mariano GARCÍA,25 SEP 1997,ESP,1f2,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1161
84,1:47.29,Filip ŠNEJDR,16 APR 1995,CZE,2f1,,"Stromovka, Praha (CZE)",30 JAN 2021,1161
85,1:47.30,Pablo SÁNCHEZ-VALLADARES,12 NOV 1997,ESP,7,,"Europahalle, Karlsruhe (GER)",29 JAN 2021,1161
86,1:47.32,Marvin HEINRICH,29 JAN 1997,GER,1f2,,"Sportzentrum Kalbach, Frankfurt (GER)",31 JAN 2021,1160
87,1:47.33,Karl BEBENDORF,07 MAY 1996,GER,3,,"Hartwig-Gauder-Halle, Erfurt (GER)",02 FEB 2021,1160
87,1:47.33,Benjamin ROBERT,04 JAN 1998,FRA,1f2,,"Topsporthal Vlaanderen, Gent (BEL)",13 FEB 2021,1160
89,1:47.34,Edose IBADIN,27 FEB 1993,NGR,5,,"Liberty Indoor Complex, Lynchburg, VA (USA)",05 MAY 2021,1160
90,1:47.35,Jan FRIŠ,19 DEC 1995,CZE,3f1,,"Stromovka, Praha (CZE)",30 JAN 2021,1159
90,1:47.35,Adam KSZCZOT,02 SEP 1989,POL,2,,"Arena, Toruń (POL)",21 FEB 2021,1159
92,1:47.37,Amel TUKA,09 JAN 1991,BIH,5,,"Arena, Toruń (POL)",07 MAR 2021,1159
93,1:47.42,Thijmen KUPERS,04 OCT 1991,NED,2f1,,"Ferry-Dusika-Halle, Wien (AUT)",30 JAN 2021,1157
94,1:47.47,Alex AMANKWA,02 MAR 1992,GHA,2,,"Gately Indoor TF Center, Chicago, IL (USA)",29 JUN 2021,1156
95,1:47.48,Andreas KRAMER,13 APR 1997,SWE,5f1,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1155
96,1:47.51,Simone BARONTINI,05 JAN 1999,ITA,1f2,,"Palaindoor Ancona, Ancona (ITA)",21 FEB 2021,1154
