Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:44.21,Emmanuel Kipkurui KORIR,15 JUN 1995,KEN,1,,"New York, NY (USA)",03 FEB 2018,1256
2,1:45.10,Donavan BRAZIER,15 APR 1997,USA,1,,"Albuquerque, NM (USA)",18 FEB 2018,1228
3,1:45.11,Donavan BRAZIER,15 APR 1997,USA,1,,"Reggie Lewis Center, Boston, MA (USA)",10 FEB 2018,1228
4,1:45.15,Michael SARUNI,18 JUN 1995,KEN,1,,"College Station, TX (USA)",10 MAR 2018,1227
5,1:45.19,Michael SARUNI,18 JUN 1995,KEN,1f1,,"Lubbock, TX (USA)",27 JAN 2018,1226
6,1:45.35,Donavan BRAZIER,15 APR 1997,USA,2,,"New York, NY (USA)",03 FEB 2018,1221
7,1:45.43,Álvaro DE ARRIBA,02 JUN 1994,ESP,1f1,,Salamanca (ESP),03 FEB 2018,1218
8,1:45.44,Álvaro DE ARRIBA,02 JUN 1994,ESP,1h1,,"Arena Birmingham, Birmingham (GBR)",02 MAR 2018,1218
9,1:45.46,Elliot GILES,26 MAY 1994,GBR,2h1,,"Arena Birmingham, Birmingham (GBR)",02 MAR 2018,1217
10,1:45.52,Drew WINDLE,22 JUL 1992,USA,3h1,,"Arena Birmingham, Birmingham (GBR)",02 MAR 2018,1215
11,1:45.53,Drew WINDLE,22 JUL 1992,USA,3,,"New York, NY (USA)",03 FEB 2018,1215
12,1:45.96,Mostafa SMAILI,09 JAN 1997,MAR,1f1,,Gent (BEL),10 FEB 2018,1202
13,1:46.08,Isaiah HARRIS,18 OCT 1996,USA,2,,"College Station, TX (USA)",10 MAR 2018,1198
14,1:46.29,Drew WINDLE,22 JUL 1992,USA,2,,"Albuquerque, NM (USA)",18 FEB 2018,1192
15,1:46.33,Amel TUKA,09 JAN 1991,BIH,2f1,,Gent (BEL),10 FEB 2018,1190
16,1:46.43,Kyle LANGFORD,02 FEB 1996,GBR,4,,"New York, NY (USA)",03 FEB 2018,1187
17,1:46.47,Adam KSZCZOT,02 SEP 1989,POL,1f1,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER)",06 FEB 2018,1186
18,1:46.49,Samuel ELLISON,05 DEC 1992,USA,1f1,,"Boston, MA (USA)",10 FEB 2018,1185
19,1:46.51,Marc REUTHER,23 JUN 1996,GER,f2,,Erfurt (GER),27 JAN 2018,1185
20,1:46.52,Nicholas Kiplangat KIPKOECH,22 OCT 1992,KEN,1f2,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER)",06 FEB 2018,1185
21,1:46.53,Adam KSZCZOT,02 SEP 1989,POL,1f1,,"Gallur, Madrid (ESP)",08 FEB 2018,1184
22,1:46.54,Wyclife KINYAMAL,02 JUL 1997,KEN,2f2,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER)",06 FEB 2018,1184
23,1:46.57,Erik SOWINSKI,21 DEC 1989,USA,3f2,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER)",06 FEB 2018,1183
24,1:46.61,Clayton MURPHY,26 FEB 1995,USA,5,,"New York, NY (USA)",03 FEB 2018,1182
