Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:45.05,Mohammed AMAN,10 JAN 1994,ETH,1f1,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1230
2,1:46.07,Leoman MOMOH,30 MAR 1991,NGR,1f1,,"Fayetteville, AR (USA)",01 MAR 2013,1198
3,1:46.55,Michael RIMMER,03 FEB 1986,GBR,1,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1184
4,1:46.57,Abubaker KAKI,21 JUN 1989,SUD,2,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1183
5,1:46.58,Mukhtar MOHAMMED,01 DEC 1990,GBR,3,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1183
6,1:46.62,Adam KSZCZOT,02 SEP 1989,POL,2f1,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1181
7,1:46.72,Kevin LÓPEZ,12 JUN 1990,ESP,1,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1178
8,1:46.75,Abraham Kipchirchir ROTICH,26 SEP 1993,KEN,1,,Gent (BEL),10 FEB 2013,1177
9,1:46.76,Adam KSZCZOT,02 SEP 1989,POL,2,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1177
9,1:46.76,Tomás SQUELLA,18 OCT 1991,CHI,2f1,,"Fayetteville, AR (USA)",01 MAR 2013,1177
11,1:46.96,Luis Alberto MARCO,20 AUG 1986,ESP,1f1,,Valencia (ESP),27 JAN 2013,1171
11,1:46.96,Žan RUDOLF,09 MAY 1993,SLO,1f1,,Linz (AUT),31 JAN 2013,1171
13,1:46.97,Andrew OSAGIE,19 FEB 1988,GBR,4,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1171
14,1:46.98,Casimir LOXSOM,17 MAR 1991,USA,1f2,,"University Park, PA (USA)",12 JAN 2013,1170
15,1:47.06,Anthony CHEMUT,17 DEC 1992,KEN,2,,Gent (BEL),10 FEB 2013,1168
16,1:47.09,Erik SOWINSKI,21 DEC 1989,USA,1,,"Albuquerque, NM (USA)",03 MAR 2013,1167
17,1:47.13,Robby ANDREWS,29 MAR 1991,USA,2,,"Albuquerque, NM (USA)",03 MAR 2013,1166
17,1:47.13,Elijah GREER,24 OCT 1990,USA,1,,"Fayetteville, AR (USA)",09 MAR 2013,1166
19,1:47.14,Andreas VOJTA,09 JUN 1989,AUT,2f1,,Linz (AUT),31 JAN 2013,1166
20,1:47.18,Tyler MULDER,15 FEB 1987,USA,1h1,,"Albuquerque, NM (USA)",02 MAR 2013,1164
21,1:47.19,Francisco ROLDÁN,26 MAY 1990,ESP,2f1,,Valencia (ESP),27 JAN 2013,1164
22,1:47.21,Erik SOWINSKI,21 DEC 1989,USA,3f1,,Linz (AUT),31 JAN 2013,1164
23,1:47.23,Casimir LOXSOM,17 MAR 1991,USA,2,,"Fayetteville, AR (USA)",09 MAR 2013,1163
24,1:47.28,Erik SOWINSKI,21 DEC 1989,USA,2h1,,"Albuquerque, NM (USA)",02 MAR 2013,1161
25,1:47.41,Guy LEARMONTH,20 APR 1992,GBR,5,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1157
26,1:47.43,Tyler MULDER,15 FEB 1987,USA,3,,"Albuquerque, NM (USA)",03 MAR 2013,1157
27,1:47.44,Žan RUDOLF,09 MAY 1993,SLO,1f2,,Wien (AUT),29 JAN 2013,1157
28,1:47.60,Giordano BENEDETTI,22 MAY 1989,ITA,2f2,,Wien (AUT),29 JAN 2013,1152
28,1:47.60,Declan MURRAY,04 JUN 1991,USA,3,,"Fayetteville, AR (USA)",09 MAR 2013,1152
30,1:47.61,Timothy KITUM,20 NOV 1994,KEN,3f1,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1151
31,1:47.66,Patrick RONO,08 APR 1992,KEN,1f2,,"Fayetteville, AR (USA)",08 FEB 2013,1150
32,1:47.68,Kevin LÓPEZ,12 JUN 1990,ESP,1f1,,Antequera (ESP),12 JAN 2013,1149
33,1:47.69,Ivan NESTEROV,10 FEB 1985,RUS,1h7,,Moskva (RUS),12 FEB 2013,1149
34,1:47.79,Joe THOMAS,29 JAN 1988,GBR,6,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1146
34,1:47.79,Anthony CHEMUT,17 DEC 1992,KEN,4f1,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1146
36,1:47.81,Sean OBINWA,04 JAN 1991,USA,4,,"Fayetteville, AR (USA)",09 MAR 2013,1145
37,1:47.82,Andreas BUBE,13 JUL 1987,DEN,7,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1145
37,1:47.82,Matthew CENTROWITZ,18 OCT 1989,USA,4,,"Albuquerque, NM (USA)",03 MAR 2013,1145
39,1:47.87,Andreas RAPATZ,05 SEP 1986,AUT,1f1,,Wien (AUT),19 JAN 2013,1144
40,1:47.91,Andreas RAPATZ,05 SEP 1986,AUT,1f1,,Wien (AUT),29 JAN 2013,1142
41,1:47.93,Joe ABBOTT,01 MAR 1990,USA,1h3,,"Albuquerque, NM (USA)",02 MAR 2013,1142
42,1:47.94,Guy LEARMONTH,20 APR 1992,GBR,3f2,,Wien (AUT),29 JAN 2013,1141
42,1:47.94,Matthew CENTROWITZ,18 OCT 1989,USA,2h3,,"Albuquerque, NM (USA)",02 MAR 2013,1141
44,1:47.95,Jozef REPČÍK,03 AUG 1986,SVK,8,,"National Indoor Arena, Birmingham (GBR)",16 FEB 2013,1141
45,1:47.96,Adam KSZCZOT,02 SEP 1989,POL,1f1,,Düsseldorf (GER),08 FEB 2013,1141
46,1:47.98,Jan KUBISTA,23 SEP 1990,CZE,4f2,,Wien (AUT),29 JAN 2013,1140
47,1:47.99,Thijmen KUPERS,04 OCT 1991,NED,1f1,,Gent (BEL),02 FEB 2013,1140
48,1:48.01,Giordano BENEDETTI,22 MAY 1989,ITA,3,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1139
49,1:48.04,Joe THOMAS,29 JAN 1988,GBR,4,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1138
49,1:48.04,Erik SOWINSKI,21 DEC 1989,USA,1f2,,Düsseldorf (GER),08 FEB 2013,1138
51,1:48.07,Brice LEROY,26 JUN 1989,FRA,2f1,,Wien (AUT),19 JAN 2013,1138
52,1:48.11,Ivan NESTEROV,10 FEB 1985,RUS,1,,Moskva (RUS),13 FEB 2013,1136
52,1:48.11,Giordano BENEDETTI,22 MAY 1989,ITA,1f4,,Ancona (ITA),17 FEB 2013,1136
54,1:48.13,Elijah GREER,24 OCT 1990,USA,1h1,,"Fayetteville, AR (USA)",08 MAR 2013,1136
55,1:48.15,Tamás KAZI,16 MAY 1985,HUN,1f1,,Budapest (HUN),16 FEB 2013,1135
56,1:48.16,Boaz Kiplagat LALANG,08 FEB 1989,KEN,5,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1135
57,1:48.17,Brannon KIDDER,18 NOV 1993,USA,2f2,,"University Park, PA (USA)",12 JAN 2013,1135
58,1:48.18,Andreas LANGE,29 JAN 1991,GER,2f2,,Düsseldorf (GER),08 FEB 2013,1134
59,1:48.24,Harun ABDA,01 JAN 1990,USA,5,,"Fayetteville, AR (USA)",09 MAR 2013,1132
60,1:48.28,Chris O'HARE,23 NOV 1990,GBR,1f1,,"Fayetteville, AR (USA)",08 FEB 2013,1131
61,1:48.30,Marcin LEWANDOWSKI,13 JUN 1987,POL,2f1,,Düsseldorf (GER),08 FEB 2013,1131
62,1:48.40,Sean OBINWA,04 JAN 1991,USA,1,,"Fayetteville, AR (USA)",24 FEB 2013,1128
63,1:48.42,Elijah GREER,24 OCT 1990,USA,2f2,,"Fayetteville, AR (USA)",08 FEB 2013,1127
64,1:48.43,Jan VAN DEN BROECK,11 MAR 1989,BEL,1,,Gent (BEL),23 FEB 2013,1127
65,1:48.44,Mark ENGLISH,18 MAR 1993,IRL,1,,Athlone (IRL),17 FEB 2013,1127
65,1:48.44,Declan MURRAY,04 JUN 1991,USA,2h1,,"Fayetteville, AR (USA)",08 MAR 2013,1127
67,1:48.45,Tamás KAZI,16 MAY 1985,HUN,1f2,,Budapest (HUN),24 FEB 2013,1126
68,1:48.46,Jan VAN DEN BROECK,11 MAR 1989,BEL,1f1,,Gent (BEL),06 JAN 2013,1126
69,1:48.47,Francisco ROLDÁN,26 MAY 1990,ESP,2f1,,Gent (BEL),02 FEB 2013,1126
70,1:48.49,Andreas LANGE,29 JAN 1991,GER,1f3,,Berlin (GER),03 FEB 2013,1125
71,1:48.51,Thijmen KUPERS,04 OCT 1991,NED,1h2,,Apeldoorn (NED),16 FEB 2013,1124
71,1:48.51,Johan ROGESTEDT,27 JAN 1993,SWE,5f1,,"Globe Arena, Stockholm (SWE)",21 FEB 2013,1124
73,1:48.53,Nikolaus FRANZMAIR,18 FEB 1995,AUT,5f2,,Wien (AUT),29 JAN 2013,1124
73,1:48.53,Andrew DAWSON,24 SEP 1985,USA,1f2,,"Fayetteville, AR (USA)",08 FEB 2013,1124
75,1:48.54,Mark HUSTED,04 JUN 1987,USA,3h1,,"Albuquerque, NM (USA)",02 MAR 2013,1124
76,1:48.55,Joe THOMAS,29 JAN 1988,GBR,1,,Sheffield (GBR),10 FEB 2013,1123
76,1:48.55,Mukhtar MOHAMMED,01 DEC 1990,GBR,2,,Sheffield (GBR),10 FEB 2013,1123
78,1:48.56,Anthony LIEGHIO,30 JUN 1989,IRL,3f2,,"Fayetteville, AR (USA)",08 FEB 2013,1123
78,1:48.56,Kirill SIMAKOV,05 MAR 1988,RUS,2,,Moskva (RUS),13 FEB 2013,1123
78,1:48.56,Kevin LÓPEZ,12 JUN 1990,ESP,1sf1,,"Scandinavium, Göteborg (SWE)",02 MAR 2013,1123
81,1:48.57,Ivan TUKHTACHEV,12 JUL 1989,RUS,3,,Moskva (RUS),13 FEB 2013,1123
82,1:48.62,Samuel ELLISON,05 DEC 1992,USA,1f2,,"University Park, PA (USA)",26 JAN 2013,1121
83,1:48.65,Thijmen KUPERS,04 OCT 1991,NED,1,,Apeldoorn (NED),17 FEB 2013,1120
83,1:48.65,Harun ABDA,01 JAN 1990,USA,3h1,,"Fayetteville, AR (USA)",08 MAR 2013,1120
85,1:48.68,Mark HUSTED,04 JUN 1987,USA,5,,"Albuquerque, NM (USA)",03 MAR 2013,1119
86,1:48.69,Adam KSZCZOT,02 SEP 1989,POL,1h5,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1119
86,1:48.69,Adam KSZCZOT,02 SEP 1989,POL,1,,"Scandinavium, Göteborg (SWE)",03 MAR 2013,1119
88,1:48.75,Drew WINDLE,22 JUL 1992,USA,1,,"Birmingham, AL (USA)",09 MAR 2013,1117
89,1:48.76,Pavel TEBENKOV,27 DEC 1991,RUS,h9,,Moskva (RUS),12 FEB 2013,1117
89,1:48.76,Tomás SQUELLA,18 OCT 1991,CHI,4h1,,"Fayetteville, AR (USA)",08 MAR 2013,1117
91,1:48.78,Adam KSZCZOT,02 SEP 1989,POL,2sf1,,"Scandinavium, Göteborg (SWE)",02 MAR 2013,1116
92,1:48.80,Tamás KAZI,16 MAY 1985,HUN,6,,"Messehalle, Karlsruhe (GER)",02 FEB 2013,1116
92,1:48.80,Abraham Kipchirchir ROTICH,26 SEP 1993,KEN,3f1,,Düsseldorf (GER),08 FEB 2013,1116
94,1:48.83,Sean OBINWA,04 JAN 1991,USA,5h1,,"Fayetteville, AR (USA)",08 MAR 2013,1115
95,1:48.84,Boru GUYOTA,JAN 1990,ETH,1h2,,"Fayetteville, AR (USA)",08 MAR 2013,1115
96,1:48.87,Robby ANDREWS,29 MAR 1991,USA,1h2,,"Albuquerque, NM (USA)",02 MAR 2013,1114
97,1:48.88,Jozef REPČÍK,03 AUG 1986,SVK,2h5,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1113
98,1:48.91,Patrick RONO,08 APR 1992,KEN,2h2,,"Fayetteville, AR (USA)",08 MAR 2013,1113
99,1:48.92,Richard WEST,11 SEP 1990,JAM,2f2,,"University Park, PA (USA)",26 JAN 2013,1112
99,1:48.92,Pierre BALHAN,21 OCT 1992,BEL,3f1,,Gent (BEL),02 FEB 2013,1112
101,1:48.93,Taras BYBYK,27 MAR 1992,UKR,1f2,,Sumy (UKR),15 FEB 2013,1112
101,1:48.93,Anthony LIEGHIO,30 JUN 1989,IRL,6h1,,"Fayetteville, AR (USA)",08 MAR 2013,1112
103,1:48.95,Robert LATHOUWERS,08 JUL 1983,NED,2,,Apeldoorn (NED),17 FEB 2013,1111
104,1:48.97,Nicholas GUARINO,24 MAY 1989,USA,3h3,,"Albuquerque, NM (USA)",02 MAR 2013,1111
105,1:48.98,Patrick RONO,08 APR 1992,KEN,1f3,,"Fayetteville, AR (USA)",26 JAN 2013,1110
105,1:48.98,Ruslan NIGAMYATYANOV,16 APR 1993,RUS,1h3,,Moskva (RUS),12 FEB 2013,1110
107,1:49.01,Ivan TUKHTACHEV,12 JUL 1989,RUS,1h10,,Moskva (RUS),12 FEB 2013,1110
108,1:49.03,Zavon WATKINS,24 OCT 1993,USA,3f2,,"University Park, PA (USA)",26 JAN 2013,1109
109,1:49.05,Ignacio LAGUNA,18 MAY 1987,ESP,4f1,,Gent (BEL),02 FEB 2013,1108
110,1:49.06,Thijmen KUPERS,04 OCT 1991,NED,3,,Gent (BEL),10 FEB 2013,1108
111,1:49.07,Johan ROGESTEDT,27 JAN 1993,SWE,2f1,,Wien (AUT),29 JAN 2013,1108
112,1:49.09,Vyacheslav SOKOLOV,15 DEC 1984,RUS,4,,Moskva (RUS),13 FEB 2013,1107
113,1:49.10,Hans OMEY,15 NOV 1986,BEL,2f1,,Gent (BEL),06 JAN 2013,1107
113,1:49.10,Francisco ROLDÁN,26 MAY 1990,ESP,3h5,,"Scandinavium, Göteborg (SWE)",01 MAR 2013,1107
115,1:49.11,Tommy BRINN,11 FEB 1990,USA,2f3,,"Fayetteville, AR (USA)",26 JAN 2013,1107
115,1:49.11,Tamás KAZI,16 MAY 1985,HUN,1f3,,Wien (AUT),29 JAN 2013,1107
115,1:49.11,Ignacio LAGUNA,18 MAY 1987,ESP,1f1,,Valencia (ESP),09 FEB 2013,1107
115,1:49.11,Robin SCHEMBERA,01 OCT 1988,GER,1,,Dortmund (GER),24 FEB 2013,1107
119,1:49.13,Robby CREESE,30 AUG 1993,USA,1f3,,"University Park, PA (USA)",02 FEB 2013,1106
119,1:49.13,Charles GRETHEN,02 JUN 1992,LUX,2,,"Fayetteville, AR (USA)",24 FEB 2013,1106
