Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:40.91,,David RUDISHA,17 DEC 1988,KEN,1,,"Olympic Stadium, London (GBR)",09 AUG 2012,1301
2,1:41.73,,Nijel AMOS,15 MAR 1994,BOT,2,,"Olympic Stadium, London (GBR)",09 AUG 2012,1275
3,1:42.53,,Timothy KITUM,20 NOV 1994,KEN,3,,"Olympic Stadium, London (GBR)",09 AUG 2012,1250
3,1:42.53,,Mohammed AMAN,10 JAN 1994,ETH,1,,"Letzigrund, Zürich (SUI)",30 AUG 2012,1250
5,1:42.82,,Duane SOLOMON,28 DEC 1984,USA,4,,"Olympic Stadium, London (GBR)",09 AUG 2012,1241
6,1:42.95,,Nick SYMMONDS,30 DEC 1983,USA,5,,"Olympic Stadium, London (GBR)",09 AUG 2012,1237
7,1:43.13,,Abraham Kipchirchir ROTICH,26 SEP 1993,KEN,1,,"Stade Louis II, Monaco (MON)",20 JUL 2012,1231
8,1:43.32,,Abubaker KAKI,21 JUN 1989,SUD,7,,"Olympic Stadium, London (GBR)",09 AUG 2012,1225
9,1:43.40,,Leonard Kirwa KOSENCHA,21 AUG 1994,KEN,2,,"Stade Louis II, Monaco (MON)",20 JUL 2012,1223
10,1:43.71,,Taoufik MAKHLOUFI,29 APR 1988,ALG,2f1,,"Olympiastadion, Stockholm (SWE)",17 AUG 2012,1213
11,1:43.74,,Kevin LÓPEZ,12 JUN 1990,ESP,4,,"Stade Louis II, Monaco (MON)",20 JUL 2012,1212
12,1:43.76,,Job KINYOR,08 MAY 1990,KEN,2f1,,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1212
13,1:43.77,,Andrew OSAGIE,19 FEB 1988,GBR,8,,"Olympic Stadium, London (GBR)",09 AUG 2012,1211
14,1:43.81,,Edwin Kiplagat MELLY,23 APR 1994,KEN,2,,"Stadio Guidobaldi, Rieti (ITA)",09 SEP 2012,1210
15,1:43.83,,Adam KSZCZOT,02 SEP 1989,POL,1,,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1209
16,1:43.96,,Anthony CHEMUT,17 DEC 1992,KEN,3,,Nairobi (KEN),23 JUN 2012,1205
17,1:44.29,,André OLIVIER,29 DEC 1989,RSA,6,,"Stade Louis II, Monaco (MON)",20 JUL 2012,1195
18,1:44.34,,Marcin LEWANDOWSKI,13 JUN 1987,POL,4,,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1194
19,1:44.48,,Jeffrey RISELEY,11 NOV 1986,AUS,2,,Lignano Sabbiadoro (ITA),17 JUL 2012,1189
20,1:44.49,,Alfred Kirwa YEGO,28 NOV 1986,KEN,2,,"Icahn Stadium, New York, NY (USA)",09 JUN 2012,1189
21,1:44.54,,Khadevis ROBINSON,19 JUL 1976,USA,4,,"Hayward Field, Eugene, OR (USA)",02 JUN 2012,1188
22,1:44.61,,Robert LATHOUWERS,08 JUL 1983,NED,5,,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1185
23,1:44.65,,Antonio Manuel REINA,13 JUN 1981,ESP,4f1,,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1184
24,1:44.66,,David Mutinda MUTUA,20 APR 1992,KEN,5f1,,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1184
25,1:44.75,,Charles JOCK,23 NOV 1989,USA,1,,"Irvine, CA (USA)",12 MAY 2012,1181
25,1:44.75,,Tyler MULDER,15 FEB 1987,USA,3,,Lignano Sabbiadoro (ITA),17 JUL 2012,1181
