Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:44.75,,Ismail Ahmed ISMAIL,10 SEP 1984,SUD,1,,Praha (CZE) (i),26 FEB 2009,1239
2,1:45.15,,Boaz Kiplagat LALANG,08 FEB 1989,KEN,2,,Praha (CZE) (i),26 FEB 2009,1227
3,1:45.91,,Wilfred BUNGEI,24 JUL 1980,KEN,3,,Praha (CZE) (i),26 FEB 2009,1203
4,1:45.96,,Yuriy BORZAKOVSKIY,12 APR 1981,RUS,2,,"Schleyer Halle, Stuttgart (GER) (i)",07 FEB 2009,1202
5,1:46.48,,Belal Mansoor ALI,17 OCT 1988,BRN,1,,Gent (BEL) (i),08 FEB 2009,1186
6,1:47.12,,Abraham CHEPKIRWOK,18 NOV 1988,UGA,1f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",14 FEB 2009,1166
7,1:47.14,,Luis Alberto MARCO,20 AUG 1986,ESP,2f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",14 FEB 2009,1166
8,1:47.21,,Richard KIPLAGAT,03 MAY 1984,KEN,2,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2009,1164
9,1:47.52,,Marcin LEWANDOWSKI,13 JUN 1987,POL,3f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",14 FEB 2009,1154
10,1:47.55,,Adam KSZCZOT,02 SEP 1989,POL,4f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",14 FEB 2009,1153
11,1:47.63,,René BAUSCHINGER,12 JUN 1985,GER,4,,"Schleyer Halle, Stuttgart (GER) (i)",07 FEB 2009,1151
12,1:47.64,,Oleksandr OSMOLOVYCH,08 OCT 1985,UKR,1f1,,Spala (POL) (i),14 FEB 2009,1151
13,1:47.68,,Paweł CZAPIEWSKI,30 MAR 1978,POL,5,,"Schleyer Halle, Stuttgart (GER) (i)",07 FEB 2009,1149
14,1:47.72,,Nick SYMMONDS,30 DEC 1983,USA,1f1,,"Fayetteville, AR (USA) (i)",13 FEB 2009,1148
15,1:47.74,,Lukas RIFESSER,17 JUL 1986,ITA,1f1,,Wien (AUT) (i),03 FEB 2009,1147
16,1:47.76,,Khadevis ROBINSON,19 JUL 1976,USA,2f1,,"Fayetteville, AR (USA) (i)",13 FEB 2009,1147
16,1:47.76,,Miguel QUESADA,18 SEP 1979,ESP,5f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",14 FEB 2009,1147
18,1:47.81,,Abdelslam KENNOUCHE,07 OCT 1980,FRA,1f1,,Eaubonne (FRA) (i),23 JAN 2009,1145
18,1:47.81,,Sebastian KEINER,22 AUG 1989,GER,1,,Leipzig (GER) (i),22 FEB 2009,1145
20,1:47.83,,Mattias CLAESSON,26 JUL 1986,SWE,1h2,,"Oval Lingotto, Torino (ITA) (i)",06 MAR 2009,1145
21,1:47.85,,Antonio Manuel REINA,13 JUN 1981,ESP,6f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",14 FEB 2009,1144
22,1:48.04,,Jacob HERNANDEZ,08 SEP 1985,USA,1f1,,"College Station, TX (USA) (i)",28 FEB 2009,1138
23,1:48.16,,Dmitrijs JURKEVIČS,07 JAN 1987,LAT,4,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2009,1135
24,1:48.18,,Michael RUTT,28 OCT 1987,USA,1h1,,"Boston, MA (USA) (i)",27 FEB 2009,1134
25,1:48.19,,Jozef REPČÍK,03 AUG 1986,SVK,6,,"Schleyer Halle, Stuttgart (GER) (i)",07 FEB 2009,1134
26,1:48.23,,Geoffrey Kipkoech RONO,21 APR 1987,KEN,4f1,,Düsseldorf (GER) (i),13 FEB 2009,1133
27,1:48.25,,Sebastian PAPUGA,22 APR 1985,POL,2f1,,Spala (POL) (i),14 FEB 2009,1132
28,1:48.26,,David BUSTOS,25 AUG 1990,ESP,1f1,,Valencia (ESP) (i),04 FEB 2009,1132
28,1:48.26,,Vitaliy VOLOSHYN,12 JAN 1985,UKR,3h2,,"Oval Lingotto, Torino (ITA) (i)",06 MAR 2009,1132
30,1:48.30,,Vyacheslav SOKOLOV,15 DEC 1984,RUS,1f7,,Moskva (RUS) (i),25 JAN 2009,1131
31,1:48.32,,Jamale AARRASS,15 NOV 1981,FRA,2f1,,Wien (AUT) (i),03 FEB 2009,1130
31,1:48.32,,Donte HOLMES,14 MAR 1989,USA,1,,"Boston, MA (USA) (i)",08 MAR 2009,1130
33,1:48.40,,Chris BILBREW,19 JAN 1989,USA,1f1,,"Fayetteville, AR (USA) (i)",06 MAR 2009,1128
34,1:48.42,,Vitalij KOZLOV,05 MAR 1987,LTU,1f3,,Wien (AUT) (i),03 FEB 2009,1127
34,1:48.42,,Richard HILL,12 FEB 1986,GBR,5,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2009,1127
34,1:48.42,,Yuriy KOLDIN,01 NOV 1983,RUS,4h2,,"Oval Lingotto, Torino (ITA) (i)",06 MAR 2009,1127
37,1:48.48,,Sadjad MORADI,30 MAR 1983,IRI,1,,Hanoi (VIE) (i),02 NOV 2009,1125
38,1:48.50,,Joe THOMAS,29 JAN 1988,GBR,2f3,,Wien (AUT) (i),03 FEB 2009,1125
39,1:48.53,,Tyler MULDER,15 FEB 1987,USA,3f1,,"Fayetteville, AR (USA) (i)",13 FEB 2009,1124
40,1:48.54,,Oleksandr BORYSYUK,09 DEC 1985,UKR,3f1,,Spala (POL) (i),14 FEB 2009,1124
40,1:48.54,,Andrew WHEATING,21 NOV 1987,USA,2,,"College Station, TX (USA) (i)",14 MAR 2009,1124
42,1:48.55,,David KRUMMENACKER,24 MAY 1975,USA,6,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2009,1123
43,1:48.57,,Andreas RAPATZ,05 SEP 1986,AUT,1f1,,Wien (AUT) (i),11 FEB 2009,1123
43,1:48.57,,Chris GOWELL,26 SEP 1985,GBR,2f1,,"College Station, TX (USA) (i)",28 FEB 2009,1123
45,1:48.61,,Matthias ROSSEEUW,22 AUG 1985,BEL,1f2,,Gent (BEL) (i),25 JAN 2009,1121
46,1:48.66,,Stepan POISTOGOV,14 DEC 1986,RUS,1h5,,Moskva (RUS) (i),13 FEB 2009,1120
46,1:48.66,,Brian GAGNON,08 MAY 1987,USA,1f1,,"Boston, MA (USA) (i)",28 FEB 2009,1120
