Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:46.13,Casimir LOXSOM,17 MAR 1991,USA,1,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1196
2,1:46.17,Adam KSZCZOT,02 SEP 1989,POL,1,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER)",01 FEB 2017,1195
3,1:46.31,Adam KSZCZOT,02 SEP 1989,POL,1f1,,Sabadell (ESP),07 FEB 2017,1191
4,1:46.34,Nicholas Kiplangat KIPKOECH,22 OCT 1992,KEN,1,,"Arena, Toruń (POL)",10 FEB 2017,1190
5,1:46.38,Adam KSZCZOT,02 SEP 1989,POL,1f1,,Madrid (ESP),24 FEB 2017,1189
6,1:46.44,Adam KSZCZOT,02 SEP 1989,POL,2,,"Arena, Toruń (POL)",10 FEB 2017,1187
7,1:46.58,Kevin LÓPEZ,12 JUN 1990,ESP,2f1,,Sabadell (ESP),07 FEB 2017,1183
8,1:46.59,Amel TUKA,09 JAN 1991,BIH,2,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1182
9,1:46.75,Emmanuel Kipkurui KORIR,15 JUN 1995,KEN,1f1,,"Albuquerque, NM (USA)",04 FEB 2017,1177
10,1:46.79,Kyle LANGFORD,02 FEB 1996,GBR,3,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1176
11,1:46.80,Erik SOWINSKI,21 DEC 1989,USA,1,,"Messehalle, Karlsruhe (GER)",04 FEB 2017,1176
12,1:46.84,Erik SOWINSKI,21 DEC 1989,USA,3,,"Arena, Toruń (POL)",10 FEB 2017,1175
13,1:46.85,Erik SOWINSKI,21 DEC 1989,USA,4,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1174
14,1:46.86,Andreas KRAMER,13 APR 1997,SWE,1h1,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1174
15,1:46.89,Nicholas Kiplangat KIPKOECH,22 OCT 1992,KEN,2,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER)",01 FEB 2017,1173
15,1:46.89,Nicholas Kiplangat KIPKOECH,22 OCT 1992,KEN,3f1,,Sabadell (ESP),07 FEB 2017,1173
17,1:46.90,Michael SARUNI,18 JUN 1995,KEN,2f1,,"Albuquerque, NM (USA)",04 FEB 2017,1173
18,1:46.96,Erik SOWINSKI,21 DEC 1989,USA,3,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER)",01 FEB 2017,1171
19,1:47.00,Guy LEARMONTH,20 APR 1992,GBR,5,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1170
20,1:47.02,Andrew OSAGIE,19 FEB 1988,GBR,6,,"Barclaycard Arena, Birmingham (GBR)",18 FEB 2017,1169
21,1:47.03,Daniel KUHN,11 AUG 1995,USA,1,,"Bloomington, IN (USA)",21 JAN 2017,1169
22,1:47.04,Kevin LÓPEZ,12 JUN 1990,ESP,2,,"Messehalle, Karlsruhe (GER)",04 FEB 2017,1169
22,1:47.04,Guy LEARMONTH,20 APR 1992,GBR,3,,"Messehalle, Karlsruhe (GER)",04 FEB 2017,1169
24,1:47.11,Mateusz BORKOWSKI,02 APR 1997,POL,4,,"Arena, Toruń (POL)",10 FEB 2017,1167
25,1:47.13,Mostafa SMAILI,09 JAN 1997,MAR,2f1,,Madrid (ESP),24 FEB 2017,1166
26,1:47.16,Daniel ANDÚJAR,14 MAY 1994,ESP,4f1,,Sabadell (ESP),07 FEB 2017,1165
27,1:47.17,Donavan BRAZIER,15 APR 1997,USA,1,,"College Station, TX (USA)",18 FEB 2017,1165
28,1:47.19,Andreas BUBE,13 JUL 1987,DEN,4,,"Messehalle, Karlsruhe (GER)",04 FEB 2017,1164
29,1:47.20,Guy LEARMONTH,20 APR 1992,GBR,1f1,,Wien (AUT),28 JAN 2017,1164
30,1:47.21,Thijmen KUPERS,04 OCT 1991,NED,2h1,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1164
31,1:47.25,Andrés ARROYO,07 JUN 1995,PUR,1,,"Fayetteville, AR (USA)",28 JAN 2017,1162
32,1:47.30,Andreas BUBE,13 JUL 1987,DEN,3f1,,Madrid (ESP),24 FEB 2017,1161
33,1:47.32,Daniel ANDÚJAR,14 MAY 1994,ESP,3h1,,"Kombank Arena, Beograd (SRB)",03 MAR 2017,1160
34,1:47.48,Emmanuel Kipkurui KORIR,15 JUN 1995,KEN,1,,"College Station, TX (USA)",11 MAR 2017,1155
35,1:47.53,Álvaro DE ARRIBA,02 JUN 1994,ESP,1,,Valencia (ESP),10 FEB 2017,1154
36,1:47.55,Andrew OSAGIE,19 FEB 1988,GBR,4f1,,Madrid (ESP),24 FEB 2017,1153
37,1:47.56,Adam KSZCZOT,02 SEP 1989,POL,1,,Toruń (POL),19 FEB 2017,1153
37,1:47.56,Konstantin KHOLMOGOROV,07 FEB 1996,RUS,1,,Moskva (RUS),20 FEB 2017,1153
