Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:44.98,Noah KIBET,12 APR 2004,KEN,1,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1232
2,1:45.04,Tibo DE SMET,20 MAY 1999,BEL,1,,"Coque Sport Center, Kirchberg, Luxembourg (LUX)",22 JAN 2023,1230
3,1:45.26,Mariano GARCÍA,25 SEP 1997,ESP,1,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1223
4,1:45.64,Isaiah HARRIS,18 OCT 1996,USA,2,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1212
5,1:45.75,Isaiah JEWETT,06 FEB 1997,USA,2,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1208
6,1:45.88,Saúl ORDÓÑEZ,10 APR 1994,ESP,1,,"Gallur, Madrid (ESP)",19 FEB 2023,1204
7,1:45.89,Collins KIPRUTO,12 APR 1994,KEN,2,,"Coque Sport Center, Kirchberg, Luxembourg (LUX)",22 JAN 2023,1204
8,1:45.90,Andreas KRAMER,13 APR 1997,SWE,1,,"Sätrahallen, Stockholm (SWE)",29 JAN 2023,1204
9,1:45.91,Mariano GARCÍA,25 SEP 1997,ESP,2,,"Gallur, Madrid (ESP)",19 FEB 2023,1203
10,1:45.92,Bryce HOPPEL,05 SEP 1997,USA,1,,"Convention Center, Albuquerque, NM (USA)",18 FEB 2023,1203
11,1:45.98,Javier MIRON,13 DEC 1999,ESP,3,,"Gallur, Madrid (ESP)",19 FEB 2023,1201
12,1:45.99,Catalin TECUCEANU,09 SEP 1999,ITA,1f2,,"Palaindoor Ancona, Ancona (ITA)",19 FEB 2023,1201
13,1:46.02,Yusuf BIZIMANA,06 SEP 2000,GBR,1,,"Convention Center, Albuquerque, NM (USA)",11 MAR 2023,1200
14,1:46.04,Saúl ORDÓÑEZ,10 APR 1994,ESP,1,,"Aspire Dome, Doha (QAT)",01 FEB 2023,1199
15,1:46.06,Samuel AUSTIN,03 MAY 2003,USA,1f2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",11 FEB 2023,1199
16,1:46.12,Adrián BEN,04 AUG 1998,ESP,4,,"Gallur, Madrid (ESP)",19 FEB 2023,1197
17,1:46.22,Saúl ORDÓÑEZ,10 APR 1994,ESP,1f1,,"Gallur, Madrid (ESP)",22 FEB 2023,1194
18,1:46.23,Elvin Josué CANALES,05 SEP 2001,HON,5,,"Gallur, Madrid (ESP)",19 FEB 2023,1193
19,1:46.28,Crayton CARROZZA,,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1192
20,1:46.36,Abdelati EL GUESSE,27 FEB 1993,MAR,1f1,,"Halle Stéphane Diagana, Lyon (FRA)",28 JAN 2023,1189
20,1:46.36,Guy LEARMONTH,20 APR 1992,GBR,1f1,,"Hartwig-Gauder-Halle, Erfurt (GER)",03 FEB 2023,1189
20,1:46.36,Tony VAN DIEPEN,17 APR 1996,NED,1f2,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1189
23,1:46.37,Andreas KRAMER,13 APR 1997,SWE,1,,"Arena, Toruń (POL)",08 FEB 2023,1189
24,1:46.42,Isaiah HARRIS,18 OCT 1996,USA,2,,"Convention Center, Albuquerque, NM (USA)",18 FEB 2023,1188
25,1:46.51,Andreas KRAMER,13 APR 1997,SWE,1f1,,"Friidrottens Hus, Göteborg (SWE)",02 FEB 2023,1185
26,1:46.52,Andreas KRAMER,13 APR 1997,SWE,2f1,,"Gallur, Madrid (ESP)",22 FEB 2023,1185
27,1:46.53,Jason GOMEZ,08 AUG 2000,USA,2f2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",11 FEB 2023,1184
28,1:46.57,Mark ENGLISH,18 MAR 1993,IRL,3,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1183
28,1:46.57,Mark ENGLISH,18 MAR 1993,IRL,1f2,,"Gallur, Madrid (ESP)",22 FEB 2023,1183
30,1:46.58,Bryce HOPPEL,05 SEP 1997,USA,4,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1183
31,1:46.61,Tarees RHODEN,19 SEP 2000,JAM,1,,"Norton Sports Center, Louisville, KY (USA)",25 FEB 2023,1182
31,1:46.61,Ryan WILSON,25 MAR 2000,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",26 FEB 2023,1182
33,1:46.62,Yusuf BIZIMANA,06 SEP 2000,GBR,1f1,,"Convention Center, Albuquerque, NM (USA)",03 FEB 2023,1181
34,1:46.64,Moad ZAHAFI,09 MAY 1998,MAR,2f2,,"Arena Stade Couvert, Liévin (FRA)",15 FEB 2023,1181
35,1:46.67,Abdirahman Saeed HASSAN,13 APR 1997,QAT,2,,"Aspire Dome, Doha (QAT)",01 FEB 2023,1180
