Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:45.05,,Mohammed AMAN,10 JAN 1994,ETH,1f1,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1230
2,1:46.07,,Leoman MOMOH,30 MAR 1991,USA,1f1,,"Fayetteville, AR (USA) (i)",01 MAR 2013,1198
3,1:46.55,,Michael RIMMER,03 FEB 1986,GBR,1,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2013,1184
4,1:46.57,,Abubaker KAKI,21 JUN 1989,SUD,2,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2013,1183
5,1:46.58,,Mukhtar MOHAMMED,01 DEC 1990,GBR,3,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2013,1183
6,1:46.62,,Adam KSZCZOT,02 SEP 1989,POL,2f1,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1181
7,1:46.72,,Kevin LÓPEZ,12 JUN 1990,ESP,1,,"Messehalle, Karlsruhe (GER) (i)",02 FEB 2013,1178
8,1:46.75,,Abraham Kipchirchir ROTICH,26 SEP 1993,KEN,1,,Gent (BEL) (i),10 FEB 2013,1177
9,1:46.76,,Tomás SQUELLA,18 OCT 1991,CHI,2f1,,"Fayetteville, AR (USA) (i)",01 MAR 2013,1177
10,1:46.96,,Luis Alberto MARCO,20 AUG 1986,ESP,1f1,,Valencia (ESP) (i),27 JAN 2013,1171
10,1:46.96,,Žan RUDOLF,09 MAY 1993,SLO,1f1,,Linz (AUT) (i),31 JAN 2013,1171
12,1:46.97,,Andrew OSAGIE,19 FEB 1988,GBR,4,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2013,1171
13,1:46.98,,Casimir LOXSOM,17 MAR 1991,USA,1f2,,"University Park, PA (USA) (i)",12 JAN 2013,1170
14,1:47.06,,Anthony CHEMUT,17 DEC 1992,KEN,2,,Gent (BEL) (i),10 FEB 2013,1168
15,1:47.09,,Erik SOWINSKI,21 DEC 1989,USA,1,,"Albuquerque, NM (USA) (i)",03 MAR 2013,1167
16,1:47.13,,Robby ANDREWS,29 MAR 1991,USA,2,,"Albuquerque, NM (USA) (i)",03 MAR 2013,1166
16,1:47.13,,Elijah GREER,24 OCT 1990,USA,1,,"Fayetteville, AR (USA) (i)",09 MAR 2013,1166
18,1:47.14,,Andreas VOJTA,09 JUN 1989,AUT,2f1,,Linz (AUT) (i),31 JAN 2013,1166
19,1:47.18,,Tyler MULDER,15 FEB 1987,USA,1h1,,"Albuquerque, NM (USA) (i)",02 MAR 2013,1164
20,1:47.19,,Francisco ROLDÁN,26 MAY 1990,ESP,2f1,,Valencia (ESP) (i),27 JAN 2013,1164
21,1:47.41,,Guy LEARMONTH,20 APR 1992,GBR,5,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2013,1157
22,1:47.60,,Giordano BENEDETTI,22 MAY 1989,ITA,2f2,,Wien (AUT) (i),29 JAN 2013,1152
22,1:47.60,,Declan MURRAY,04 JUN 1991,USA,3,,"Fayetteville, AR (USA) (i)",09 MAR 2013,1152
24,1:47.61,,Timothy KITUM,20 NOV 1994,KEN,3f1,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1151
25,1:47.66,,Patrick RONO,08 APR 1992,KEN,1f2,,"Fayetteville, AR (USA) (i)",08 FEB 2013,1150
26,1:47.69,,Ivan NESTEROV,10 FEB 1985,RUS,1h7,,Moskva (RUS) (i),12 FEB 2013,1149
27,1:47.79,,Joe THOMAS,29 JAN 1988,GBR,6,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2013,1146
28,1:47.81,,Sean OBINWA,04 JAN 1991,USA,4,,"Fayetteville, AR (USA) (i)",09 MAR 2013,1145
29,1:47.82,,Andreas BUBE,13 JUL 1987,DEN,7,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2013,1145
29,1:47.82,,Matthew CENTROWITZ,18 OCT 1989,USA,4,,"Albuquerque, NM (USA) (i)",03 MAR 2013,1145
31,1:47.87,,Andreas RAPATZ,05 SEP 1986,AUT,1f1,,Wien (AUT) (i),19 JAN 2013,1144
32,1:47.93,,Joe ABBOTT,01 MAR 1990,USA,1h3,,"Albuquerque, NM (USA) (i)",02 MAR 2013,1142
33,1:47.95,,Jozef REPČÍK,03 AUG 1986,SVK,8,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2013,1141
34,1:47.98,,Jan KUBISTA,23 SEP 1990,CZE,4f2,,Wien (AUT) (i),29 JAN 2013,1140
35,1:47.99,,Thijmen KUPERS,04 OCT 1991,NED,1f1,,Gent (BEL) (i),02 FEB 2013,1140
36,1:48.07,,Brice LEROY,26 JUN 1989,FRA,2f1,,Wien (AUT) (i),19 JAN 2013,1138
37,1:48.15,,Tamás KAZI,16 MAY 1985,HUN,1f1,,Budapest (HUN) (i),16 FEB 2013,1135
38,1:48.16,,Boaz Kiplagat LALANG,08 FEB 1989,KEN,5,,"Messehalle, Karlsruhe (GER) (i)",02 FEB 2013,1135
39,1:48.17,,Brannon KIDDER,18 NOV 1993,USA,2f2,,"University Park, PA (USA) (i)",12 JAN 2013,1135
40,1:48.18,,Andreas LANGE,29 JAN 1991,GER,2f2,,Düsseldorf (GER) (i),08 FEB 2013,1134
41,1:48.24,,Harun ABDA,01 JAN 1990,USA,5,,"Fayetteville, AR (USA) (i)",09 MAR 2013,1132
42,1:48.28,,Chris O'HARE,23 NOV 1990,GBR,1f1,,"Fayetteville, AR (USA) (i)",08 FEB 2013,1131
43,1:48.30,,Marcin LEWANDOWSKI,13 JUN 1987,POL,2f1,,Düsseldorf (GER) (i),08 FEB 2013,1131
44,1:48.43,,Jan VAN DEN BROECK,11 MAR 1989,BEL,1,,Gent (BEL) (i),23 FEB 2013,1127
45,1:48.44,,Mark ENGLISH,18 MAR 1993,IRL,1,,Athlone (IRL) (i),17 FEB 2013,1127
46,1:48.51,,Johan ROGESTEDT,27 JAN 1993,SWE,5f1,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1124
47,1:48.53,,Nikolaus FRANZMAIR,18 FEB 1995,AUT,5f2,,Wien (AUT) (i),29 JAN 2013,1124
47,1:48.53,,Andrew DAWSON,24 SEP 1985,USA,1f2,,"Fayetteville, AR (USA) (i)",08 FEB 2013,1124
49,1:48.54,,Mark HUSTED,04 JUN 1987,USA,3h1,,"Albuquerque, NM (USA) (i)",02 MAR 2013,1124
50,1:48.56,,Anthony LIEGHIO,30 JUN 1989,IRL,3f2,,"Fayetteville, AR (USA) (i)",08 FEB 2013,1123
50,1:48.56,,Kirill SIMAKOV,05 MAR 1988,RUS,2,,Moskva (RUS) (i),13 FEB 2013,1123
52,1:48.57,,Ivan TUKHTACHEV,12 JUL 1989,RUS,3,,Moskva (RUS) (i),13 FEB 2013,1123
53,1:48.62,,Samuel ELLISON,05 DEC 1992,USA,1f2,,"University Park, PA (USA) (i)",26 JAN 2013,1121
54,1:48.75,,Drew WINDLE,22 JUL 1992,USA,1,,"Birmingham, AL (USA) (i)",09 MAR 2013,1117
55,1:48.76,,Pavel TEBENKOV,27 DEC 1991,RUS,h9,,Moskva (RUS) (i),12 FEB 2013,1117
56,1:48.84,,Boru GUYOTA,JAN 1990,ETH,1h2,,"Fayetteville, AR (USA) (i)",08 MAR 2013,1115
57,1:48.92,,Richard WEST,11 SEP 1990,JAM,2f2,,"University Park, PA (USA) (i)",26 JAN 2013,1112
57,1:48.92,,Pierre BALHAN,21 OCT 1992,BEL,3f1,,Gent (BEL) (i),02 FEB 2013,1112
59,1:48.93,,Taras BYBYK,27 MAR 1992,UKR,1f2,,Sumy (UKR) (i),15 FEB 2013,1112
60,1:48.95,,Robert LATHOUWERS,08 JUL 1983,NED,2,,Apeldoorn (NED) (i),17 FEB 2013,1111
61,1:48.97,,Nicholas GUARINO,24 MAY 1989,USA,3h3,,"Albuquerque, NM (USA) (i)",02 MAR 2013,1111
62,1:48.98,,Ruslan NIGAMYATYANOV,16 APR 1993,RUS,1h3,,Moskva (RUS) (i),12 FEB 2013,1110
63,1:49.03,,Zavon WATKINS,24 OCT 1993,USA,3f2,,"University Park, PA (USA) (i)",26 JAN 2013,1109
64,1:49.05,,Ignacio LAGUNA,18 MAY 1987,ESP,4f1,,Gent (BEL) (i),02 FEB 2013,1108
65,1:49.09,,Vyacheslav SOKOLOV,15 DEC 1984,RUS,4,,Moskva (RUS) (i),13 FEB 2013,1107
66,1:49.10,,Hans OMEY,15 NOV 1986,BEL,2f1,,Gent (BEL) (i),06 JAN 2013,1107
67,1:49.11,,Tommy BRINN,11 FEB 1990,USA,2f3,,"Fayetteville, AR (USA) (i)",26 JAN 2013,1107
67,1:49.11,,Robin SCHEMBERA,01 OCT 1988,GER,1,,Dortmund (GER) (i),24 FEB 2013,1107
69,1:49.13,,Robby CREESE,30 AUG 1993,USA,1f3,,"University Park, PA (USA) (i)",02 FEB 2013,1106
69,1:49.13,,Charles GRETHEN,02 JUN 1992,LUX,2,,"Fayetteville, AR (USA) (i)",24 FEB 2013,1106
71,1:49.14,,José Alberto ESTESO,25 AUG 1990,ESP,2f1,,Valencia (ESP) (i),09 FEB 2013,1106
