Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:44.58,,Yuriy BORZAKOVSKIY,12 APR 1981,RUS,1,,Stockholm (SWE) (i),12 FEB 2004,1245
2,1:44.71,,Joseph Mwengi MUTUA,10 DEC 1978,KEN,1,,"Schleyer Halle, Stuttgart (GER) (i)",31 JAN 2004,1241
3,1:45.28,,Wilfred BUNGEI,24 JUL 1980,KEN,2,,Stockholm (SWE) (i),12 FEB 2004,1223
4,1:45.43,,Mbulaeni MULAUDZI,08 SEP 1980,RSA,3,,"Schleyer Halle, Stuttgart (GER) (i)",31 JAN 2004,1218
5,1:45.80,,William YIAMPOY,17 MAY 1974,KEN,4,,"Schleyer Halle, Stuttgart (GER) (i)",31 JAN 2004,1207
6,1:45.85,,Berhanu ALEMU,16 JUL 1982,ETH,1,,"Fayetteville, AR (USA) (i)",14 FEB 2004,1205
7,1:45.96,,Osmar BARBOSA DOS SANTOS,20 OCT 1968,BRA,2,,"Fayetteville, AR (USA) (i)",14 FEB 2004,1202
8,1:46.00,,David KRUMMENACKER,24 MAY 1975,USA,3,,"Fayetteville, AR (USA) (i)",14 FEB 2004,1200
9,1:46.09,,Jackson Kiprotich LANGAT,15 DEC 1980,KEN,1,,"Fayetteville, AR (USA) (i)",13 FEB 2004,1198
10,1:46.15,,Rashid RAMZI,17 JUL 1980,BRN,2,,"Sportaréna, Budapest (HUN) (i)",07 MAR 2004,1196
11,1:46.35,,Glody DUBE,02 JUL 1978,BOT,5,,"Schleyer Halle, Stuttgart (GER) (i)",31 JAN 2004,1190
12,1:46.36,,Bram SOM,20 FEB 1980,NED,2,,Gent (BEL) (i),08 FEB 2004,1189
13,1:46.46,,Joeri JANSEN,28 MAY 1979,BEL,4,,Gent (BEL) (i),08 FEB 2004,1186
14,1:46.47,,Gary REED,25 OCT 1981,CAN,4,,"Fayetteville, AR (USA) (i)",14 FEB 2004,1186
15,1:46.57,,Amine LAALOU,13 MAY 1982,MAR,4,,"Sportaréna, Budapest (HUN) (i)",07 MAR 2004,1183
16,1:46.62,,Hezekiel SEPENG,30 JUN 1974,RSA,6,,"Schleyer Halle, Stuttgart (GER) (i)",31 JAN 2004,1181
17,1:46.67,,Michael ROTICH,14 JUL 1978,KEN,1,,Leipzig (GER) (i),29 FEB 2004,1180
18,1:47.10,,Florent LACASSE,21 JAN 1981,FRA,1,,Aubiére (FRA) (i),22 FEB 2004,1167
