Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:43.98,Michael SARUNI,18 JUN 1995,KEN,1,,"New York, NY (USA)",09 FEB 2019,1263
2,1:44.41,Donavan BRAZIER,15 APR 1997,USA,2,,"New York, NY (USA)",09 FEB 2019,1250
3,1:45.27,Devin DIXON,22 SEP 1997,USA,1f1,,"Lubbock, TX (USA)",26 JAN 2019,1223
4,1:45.90,Marco AROP,20 SEP 1998,CAN,1f1,,"Clemson, SC (USA)",09 FEB 2019,1204
5,1:45.91,Donavan BRAZIER,15 APR 1997,USA,1,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1203
6,1:45.92,Clayton MURPHY,26 FEB 1995,USA,1,,"Winston Salem, NC (USA)",02 FEB 2019,1203
7,1:45.94,Clayton MURPHY,26 FEB 1995,USA,2,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1202
8,1:46.13,Samuel ELLISON,05 DEC 1992,USA,3,,"New York, NY (USA)",09 FEB 2019,1196
9,1:46.46,Bryce HOPPEL,05 SEP 1997,USA,1,,"Birmingham, AL (USA)",09 MAR 2019,1186
10,1:46.48,Chris GIESTING,10 DEC 1992,USA,1f1,,"Boston, MA (USA)",09 FEB 2019,1186
11,1:46.52,Andreas KRAMER,13 APR 1997,SWE,1,,"Messehalle, Karlsruhe (GER)",02 FEB 2019,1185
12,1:46.53,Abraham ALVARADO,04 AUG 1995,USA,2f1,,"Boston, MA (USA)",09 FEB 2019,1184
13,1:46.59,Joseph WHITE,16 NOV 1995,USA,4,,"New York, NY (USA)",09 FEB 2019,1182
14,1:46.61,Erik SOWINSKI,21 DEC 1989,USA,5,,"New York, NY (USA)",09 FEB 2019,1182
15,1:46.62,Saúl ORDÓÑEZ,10 APR 1994,ESP,3,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1181
16,1:46.63,Álvaro DE ARRIBA,02 JUN 1994,ESP,1f1,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER)",20 FEB 2019,1181
17,1:46.64,Samuel ELLISON,05 DEC 1992,USA,4,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1181
18,1:46.67,Edose IBADIN,27 FEB 1993,NGR,1f1,,"Boston, MA (USA)",24 FEB 2019,1180
19,1:46.69,Erik SOWINSKI,21 DEC 1989,USA,2,,"Messehalle, Karlsruhe (GER)",02 FEB 2019,1179
20,1:46.75,Amel TUKA,09 JAN 1991,BIH,1,,Ostrava (CZE),12 FEB 2019,1177
21,1:46.83,Álvaro DE ARRIBA,02 JUN 1994,ESP,1,,"Emirates Arena, Glasgow (GBR)",03 MAR 2019,1175
22,1:46.84,Bryce HOPPEL,05 SEP 1997,USA,1,,"Lubbock, TX (USA)",23 FEB 2019,1175
23,1:46.87,Robert HEPPENSTALL,28 FEB 1997,CAN,1,,"Blacksburg, VA (USA)",23 FEB 2019,1174
24,1:46.91,Isaiah JEWETT,06 FEB 1997,USA,2f1,,"Lubbock, TX (USA)",26 JAN 2019,1173
24,1:46.91,Joseph WHITE,16 NOV 1995,USA,1f1,,"University Park, PA (USA)",26 JAN 2019,1173
26,1:46.92,Mark ENGLISH,18 MAR 1993,IRL,1,,Athlone (IRL),13 FEB 2019,1172
27,1:46.98,Guy LEARMONTH,20 APR 1992,GBR,5,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1170
28,1:46.99,Filip ŠNEJDR,16 APR 1995,CZE,2,,Ostrava (CZE),12 FEB 2019,1170
29,1:47.00,Marco AROP,20 SEP 1998,CAN,2,,"Birmingham, AL (USA)",09 MAR 2019,1170
30,1:47.01,Filip ŠNEJDR,16 APR 1995,CZE,3,,"Messehalle, Karlsruhe (GER)",02 FEB 2019,1170
31,1:47.05,Carlton ORANGE,11 MAR 1997,USA,3f1,,"Lubbock, TX (USA)",26 JAN 2019,1168
32,1:47.13,Jamie WEBB,01 JUN 1994,GBR,2,,"Emirates Arena, Glasgow (GBR)",03 MAR 2019,1166
33,1:47.18,Balázs VINDICS,28 MAR 1994,HUN,1f3,,Budapest (HUN),03 FEB 2019,1164
34,1:47.24,Balázs VINDICS,28 MAR 1994,HUN,1f2,,Budapest (HUN),17 FEB 2019,1163
35,1:47.27,Joseph DENG,07 JUL 1998,AUS,1,,"Arena Birmingham, Birmingham (GBR)",16 FEB 2019,1162
36,1:47.28,Vincent CRISP,17 AUG 1997,USA,4f1,,"Lubbock, TX (USA)",26 JAN 2019,1161
36,1:47.28,Danil PEREMETOV,18 MAR 1995,RUS,1,,Moskva (RUS),03 FEB 2019,1161
38,1:47.29,Jonah KOECH,12 DEC 1996,KEN,5f1,,"Lubbock, TX (USA)",26 JAN 2019,1161
38,1:47.29,Michał ROZMYS,13 MAR 1995,POL,4,,"Messehalle, Karlsruhe (GER)",02 FEB 2019,1161
40,1:47.39,Nasredine KHATIR,30 JAN 1995,FRA,1,,Reims (FRA),30 JAN 2019,1158
40,1:47.39,Mark ENGLISH,18 MAR 1993,IRL,3,,"Emirates Arena, Glasgow (GBR)",03 MAR 2019,1158
42,1:47.43,Andreas BUBE,13 JUL 1987,DEN,5,,"Messehalle, Karlsruhe (GER)",02 FEB 2019,1157
43,1:47.45,Robert HEPPENSTALL,28 FEB 1997,CAN,3,,"Birmingham, AL (USA)",09 MAR 2019,1156
44,1:47.47,Devin DIXON,22 SEP 1997,USA,1,,"Fayetteville, AR (USA)",23 FEB 2019,1156
45,1:47.49,Erik SOWINSKI,21 DEC 1989,USA,1,,"Arena, Toruń (POL)",06 FEB 2019,1155
46,1:47.51,Jamie WEBB,01 JUN 1994,GBR,2,,"Arena Birmingham, Birmingham (GBR)",16 FEB 2019,1154
