Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:44.52,Mohammed AMAN,10 JAN 1994,ETH,1,,"National Indoor Arena, Birmingham (GBR)",15 FEB 2014,1246
2,1:44.99,André OLIVIER,29 DEC 1989,RSA,2,,"National Indoor Arena, Birmingham (GBR)",15 FEB 2014,1232
3,1:45.08,Mohammed AMAN,10 JAN 1994,ETH,1f1,,"Globe Arena, Stockholm (SWE)",06 FEB 2014,1229
4,1:45.19,Adam KSZCZOT,02 SEP 1989,POL,3,,"National Indoor Arena, Birmingham (GBR)",15 FEB 2014,1226
5,1:45.22,Andrew OSAGIE,19 FEB 1988,GBR,4,,"National Indoor Arena, Birmingham (GBR)",15 FEB 2014,1225
6,1:45.42,Adam KSZCZOT,02 SEP 1989,POL,1f1,,Düsseldorf (GER),30 JAN 2014,1218
7,1:45.56,Marcin LEWANDOWSKI,13 JUN 1987,POL,2f1,,"Globe Arena, Stockholm (SWE)",06 FEB 2014,1214
8,1:45.69,Kevin LÓPEZ,12 JUN 1990,ESP,3f1,,"Globe Arena, Stockholm (SWE)",06 FEB 2014,1210
9,1:45.76,Adam KSZCZOT,02 SEP 1989,POL,1h3,,"Ergo Arena, Sopot (POL)",07 MAR 2014,1208
10,1:45.88,Andrew OSAGIE,19 FEB 1988,GBR,2h3,,"Ergo Arena, Sopot (POL)",07 MAR 2014,1204
11,1:46.18,André OLIVIER,29 DEC 1989,RSA,1h2,,"Ergo Arena, Sopot (POL)",07 MAR 2014,1195
12,1:46.26,Marcin LEWANDOWSKI,13 JUN 1987,POL,2h2,,"Ergo Arena, Sopot (POL)",07 MAR 2014,1192
13,1:46.30,Abraham Kipchirchir ROTICH,26 SEP 1993,BRN,1,,"Europahalle, Karlsruhe (GER)",01 FEB 2014,1191
13,1:46.30,Marcin LEWANDOWSKI,13 JUN 1987,POL,2,,"Europahalle, Karlsruhe (GER)",01 FEB 2014,1191
15,1:46.32,Adam KSZCZOT,02 SEP 1989,POL,1,,"Topsporthal Vlaanderen, Gent (BEL)",09 FEB 2014,1191
16,1:46.40,Mohammed AMAN,10 JAN 1994,ETH,1,,"Ergo Arena, Sopot (POL)",09 MAR 2014,1188
17,1:46.48,Andrew OSAGIE,19 FEB 1988,GBR,2f1,,Düsseldorf (GER),30 JAN 2014,1186
17,1:46.48,Abraham Kipchirchir ROTICH,26 SEP 1993,BRN,2,,"Topsporthal Vlaanderen, Gent (BEL)",09 FEB 2014,1186
19,1:46.53,Stepan POISTOGOV,14 DEC 1986,RUS,1,,Moskva (RUS),18 FEB 2014,1184
20,1:46.55,Thijmen KUPERS,04 OCT 1991,NED,3h2,,"Ergo Arena, Sopot (POL)",07 MAR 2014,1184
21,1:46.70,Thijmen KUPERS,04 OCT 1991,NED,3,,"Topsporthal Vlaanderen, Gent (BEL)",09 FEB 2014,1179
22,1:46.71,Kevin LÓPEZ,12 JUN 1990,ESP,3f1,,Düsseldorf (GER),30 JAN 2014,1179
22,1:46.71,Michael RUTT,28 OCT 1987,USA,1f1,,"Boston, MA (USA)",07 FEB 2014,1179
24,1:46.73,Mohammed AMAN,10 JAN 1994,ETH,1h1,,"Ergo Arena, Sopot (POL)",07 MAR 2014,1178
25,1:46.76,Adam KSZCZOT,02 SEP 1989,POL,2,,"Ergo Arena, Sopot (POL)",09 MAR 2014,1177
26,1:46.77,Jeremiah Kipkorir MUTAI,27 DEC 1992,KEN,4f1,,"Globe Arena, Stockholm (SWE)",06 FEB 2014,1177
