Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:45.48,Musaeb Abdulrahman BALLA,19 MAR 1989,QAT,1f1,,"Globe Arena, Stockholm (SWE)",19 FEB 2015,1217
2,1:45.77,Adam KSZCZOT,02 SEP 1989,POL,2f1,,"Globe Arena, Stockholm (SWE)",19 FEB 2015,1208
3,1:45.78,Marcin LEWANDOWSKI,13 JUN 1987,POL,3f1,,"Globe Arena, Stockholm (SWE)",19 FEB 2015,1207
4,1:45.93,Jeremiah Kipkorir MUTAI,27 DEC 1992,KEN,1,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1203
5,1:46.04,André OLIVIER,29 DEC 1989,RSA,4f1,,"Globe Arena, Stockholm (SWE)",19 FEB 2015,1199
6,1:46.05,Edward Kibet KEMBOI,09 DEC 1993,KEN,1,,"Fayetteville, AR (USA)",14 MAR 2015,1199
7,1:46.25,André OLIVIER,29 DEC 1989,RSA,2,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1193
8,1:46.48,Adam KSZCZOT,02 SEP 1989,POL,1f2,,Düsseldorf (GER),29 JAN 2015,1186
9,1:46.55,Timothy KITUM,20 NOV 1994,KEN,5f1,,"Globe Arena, Stockholm (SWE)",19 FEB 2015,1184
10,1:46.56,Andreas ALMGREN,12 JUN 1995,SWE,6f1,,"Globe Arena, Stockholm (SWE)",19 FEB 2015,1183
11,1:46.67,Marcin LEWANDOWSKI,13 JUN 1987,POL,1,,"O2 Arena, Praha (CZE)",08 MAR 2015,1180
12,1:46.69,Timothy KITUM,20 NOV 1994,KEN,3,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1179
13,1:46.70,Dylan CAPWELL,01 JUL 1995,USA,2,,"Fayetteville, AR (USA)",14 MAR 2015,1179
14,1:46.74,Marcin LEWANDOWSKI,13 JUN 1987,POL,2f2,,Düsseldorf (GER),29 JAN 2015,1178
15,1:46.82,Dylan CAPWELL,01 JUL 1995,USA,1f3,,"New York, NY (USA)",21 FEB 2015,1175
16,1:46.88,Andreas ALMGREN,12 JUN 1995,SWE,4,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1174
17,1:46.92,Erik SOWINSKI,21 DEC 1989,USA,5,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1172
18,1:47.05,Adam KSZCZOT,02 SEP 1989,POL,1,,Toruń (POL),03 FEB 2015,1168
19,1:47.06,Clayton MURPHY,26 FEB 1995,USA,3,,"Fayetteville, AR (USA)",14 MAR 2015,1168
20,1:47.16,Brandon MCBRIDE,15 JUN 1994,CAN,4,,"Fayetteville, AR (USA)",14 MAR 2015,1165
21,1:47.17,Mark ENGLISH,18 MAR 1993,IRL,6,,"Barclaycard Arena, Birmingham (GBR)",21 FEB 2015,1165
22,1:47.20,Mark ENGLISH,18 MAR 1993,IRL,2,,"O2 Arena, Praha (CZE)",08 MAR 2015,1164
23,1:47.24,Andreas ALMGREN,12 JUN 1995,SWE,1sf2,,"O2 Arena, Praha (CZE)",07 MAR 2015,1163
24,1:47.25,Thijmen KUPERS,04 OCT 1991,NED,3,,"O2 Arena, Praha (CZE)",08 MAR 2015,1162
25,1:47.26,Thomas Arne ROTH,11 FEB 1991,NOR,1f1,,Wien (AUT),31 JAN 2015,1162
26,1:47.34,Ryan MANAHAN,14 JUL 1994,USA,1f2,,"University Park, PA (USA)",21 FEB 2015,1160
26,1:47.34,Thijmen KUPERS,04 OCT 1991,NED,2sf2,,"O2 Arena, Praha (CZE)",07 MAR 2015,1160
