Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:43.63,,Elliot GILES,26 MAY 1994,GBR,1,,"Arena, Toruń (POL) (i)",17 FEB 2021,1275
2,1:44.21,,Donavan BRAZIER,15 APR 1997,USA,1,,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",13 FEB 2021,1256
3,1:44.37,,Bryce HOPPEL,05 SEP 1997,USA,1,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",31 JAN 2021,1251
4,1:44.54,,Jamie WEBB,01 JUN 1994,GBR,2,,"Arena, Toruń (POL) (i)",17 FEB 2021,1246
5,1:45.09,,Andreas KRAMER,13 APR 1997,SWE,3,,"Arena, Toruń (POL) (i)",17 FEB 2021,1229
6,1:45.22,,Adam KSZCZOT,02 SEP 1989,POL,4,,"Arena, Toruń (POL) (i)",17 FEB 2021,1225
7,1:45.34,,Michael SARUNI,18 JUN 1995,KEN,1,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",21 FEB 2021,1221
8,1:45.59,,Charlie HUNTER,20 JUL 1996,AUS,1f3,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",13 FEB 2021,1213
9,1:45.62,,Charlie DA'VALL GRICE,07 NOV 1993,GBR,2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",31 JAN 2021,1212
10,1:45.66,,Mariano GARCÍA,25 SEP 1997,ESP,1,,"Gallur, Madrid (ESP) (i)",24 FEB 2021,1211
11,1:45.69,,Erik SOWINSKI,21 DEC 1989,USA,3,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",31 JAN 2021,1210
12,1:45.79,,Mateusz BORKOWSKI,02 APR 1997,POL,1sf2,,"Arena, Toruń (POL) (i)",06 MAR 2021,1207
13,1:45.91,,Finley MCLEAR,25 MAY 2000,GBR,2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",13 MAR 2021,1203
14,1:45.95,,Amel TUKA,09 JAN 1991,BIH,2,,"Gallur, Madrid (ESP) (i)",24 FEB 2021,1202
14,1:45.95,,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,3,,"Gallur, Madrid (ESP) (i)",24 FEB 2021,1202
16,1:45.98,,Takieddine HEDEILLI,06 JUN 1996,ALG,1,,"Sports Performance Center, Lubbock, TX (USA) (i)",16 JAN 2021,1201
17,1:46.06,,Benjamin ROBERT,04 JAN 1998,FRA,1f1,,"Stadium Miramas Métropole, Miramas (FRA) (i)",20 FEB 2021,1199
18,1:46.10,,Craig ENGELS,01 MAY 1994,USA,4,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",31 JAN 2021,1197
18,1:46.10,,Mark ENGLISH,18 MAR 1993,IRL,1,,"National Indoor Arena, Abbotstown, Dublin (IRL) (i)",20 FEB 2021,1197
20,1:46.13,,Cian MCPHILLIPS,07 JUN 2002,IRL,2,,"National Indoor Arena, Abbotstown, Dublin (IRL) (i)",20 FEB 2021,1196
21,1:46.21,,Marc REUTHER,23 JUN 1996,GER,1,,"Hartwig-Gauder-Halle, Erfurt (GER) (i)",02 FEB 2021,1194
22,1:46.23,,Kameron JONES,12 NOV 1997,USA,2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",21 FEB 2021,1193
23,1:46.40,,Eliott CRESTAN,22 FEB 1999,BEL,1f1,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",06 FEB 2021,1188
24,1:46.51,,Baptiste MISCHLER,23 NOV 1997,FRA,4,,"Europahalle, Karlsruhe (GER) (i)",29 JAN 2021,1185
