Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:08.04,,Soufiane EL BAKKALI,07 JAN 1996,MAR,1,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1221
2,8:08.78,,Leonard Kipkemoi BETT,03 NOV 2000,KEN,2,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1217
3,8:13.43,,Djilali BEDRANI,01 OCT 1993,FRA,3,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1196
4,8:13.45,,Fernando CARRO,01 APR 1992,ESP,4,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1196
5,8:16.25,,Matthew HUGHES,03 AUG 1989,CAN,5,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1183
6,8:16.57,,Topi RAITANEN,07 FEB 1996,FIN,6,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1182
7,8:17.60,,Abraham KIBIWOT,06 APR 1996,KEN,1,,"Nyayo National Stadium, Nairobi (KEN)",03 OCT 2020,1177
8,8:19.37,,Ryuji MIURA,11 FEB 2002,JPN,1,,"Aoba Park Athletic Field, Chitose (JPN)",18 JUL 2020,1169
9,8:19.40,,Daniel ARCE,22 APR 1992,ESP,7,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1169
10,8:19.60,,Philemon Kiplagat RUTO,20 SEP 2001,KEN,2,,"Aoba Park Athletic Field, Chitose (JPN)",18 JUL 2020,1168
11,8:20.56,,Konstantin PLOKHOTNIKOV,24 MAR 1997,RUS,1,,Zhukovskiy (RUS),30 JUL 2020,1164
12,8:21.05,,Louis GILAVERT,01 JAN 1998,FRA,1f1,,"Stade Raymond Troussier, Decines (FRA)",29 AUG 2020,1162
13,8:22.06,,Mehdi BELHADJ,10 JUN 1995,FRA,2f1,,"Stade Raymond Troussier, Decines (FRA)",29 AUG 2020,1157
14,8:22.57,,Lamecha GIRMA,26 NOV 2000,ETH,8,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1155
15,8:23.02,,Maksim YAKUSHEV,15 MAR 1992,RUS,1,,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",09 SEP 2020,1153
16,8:23.60,,Phil NORMAN,20 OCT 1989,GBR,2,,"Paavo Nurmen Stadion, Turku (FIN)",11 AUG 2020,1150
17,8:24.19,,Kosei YAMAGUCHI,19 AUG 1991,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020,1148
18,8:24.38,,Jonathan Muia NDIKU,18 SEP 1991,KEN,1,,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020,1147
19,8:24.72,,Jimmy GRESSIER,04 MAY 1997,FRA,3f1,,"Stade Raymond Troussier, Decines (FRA)",29 AUG 2020,1145
20,8:24.87,,Ole HESSELBJERG,23 APR 1990,DEN,9,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1145
21,8:25.35,,Simon SUNDSTRÖM,04 FEB 1998,SWE,4f1,,"Stade Raymond Troussier, Decines (FRA)",29 AUG 2020,1143
22,8:25.77,,Abdellah RIAHI,13 OCT 1994,FRA,5f1,,"Stade Raymond Troussier, Decines (FRA)",29 AUG 2020,1141
23,8:25.85,,Ryoma AOKI,16 JUN 1997,JPN,4,,"Aoba Park Athletic Field, Chitose (JPN)",18 JUL 2020,1140
24,8:26.22,,Ala ZOGHLAMI,19 JUN 1994,ITA,1f1,,"Campo Comunale, Modena (ITA)",17 OCT 2020,1139
25,8:27.27,,Gatien AIRIAU,09 JUN 1993,FRA,6f1,,"Stade Raymond Troussier, Decines (FRA)",29 AUG 2020,1134
26,8:27.45,,Osama ZOGHLAMI,19 JUN 1994,ITA,2f1,,"Campo Comunale, Modena (ITA)",17 OCT 2020,1133
27,8:27.58,,Geoffrey KIPKEMBOI,1996,KEN,1,,"COTP Stadium, São Paulo (BRA)",06 DEC 2020,1133
28,8:27.60,,Yuriy KLOPTSOV,22 DEC 1989,RUS,3,,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",09 SEP 2020,1133
29,8:28.01,,Yasunari KUSU,21 AUG 1993,JPN,2,,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020,1131
30,8:28.33,,Leonardo FELETTO,26 JUN 1995,ITA,1,,"Impianto di Viale Olimpia, San Biagio di Callalta (ITA)",13 SEP 2020,1129
31,8:30.54,,Sebastián MARTOS,20 JUN 1989,ESP,1,,Castellón (ESP),24 AUG 2020,1120
32,8:31.42,,Salem Mohamed ATTIAALLAH,01 OCT 1993,EGY,1,,"Olympic Sports Center, El Maadi (EGY)",09 DEC 2020,1116
33,8:31.88,,Seiya SHIGENO,23 DEC 1996,JPN,4,,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020,1114
34,8:32.10,,Ibrahim EZZAYDOUNI,28 APR 1991,ESP,3,,"Estadio Vallehermoso, Madrid (ESP)",12 SEP 2020,1113
35,8:32.12,,Alexis PHELUT,03 MAR 1998,FRA,3,,"Paavo Nurmen Stadion, Turku (FIN)",11 AUG 2020,1113
36,8:32.71,,Altobeli SILVA,03 DEC 1990,BRA,2,,"COTP Stadium, São Paulo (BRA)",06 DEC 2020,1110
37,8:32.98,,Ibrahim CHAKIR,04 SEP 1994,ESP,2,,Castellón (ESP),24 AUG 2020,1109
38,8:33.22,,Andreu BLANES,14 OCT 1991,ESP,3,,Castellón (ESP),24 AUG 2020,1108
39,8:33.61,,Mark PEARCE,19 JAN 1996,GBR,2,,"Sportcity Regional Arena, Manchester (GBR)",05 SEP 2020,1106
40,8:33.64,,Tim STEGEMANN,04 AUG 1992,GER,1,,"Sportanlage am Weinweg, Regensburg (GER)",25 JUL 2020,1106
41,8:33.99,,James NIPPERESS,21 MAY 1990,AUS,2,,"Douglas Track & Field, Auckland (NZL)",23 FEB 2020,1105
42,8:34.11,,Taisei OGINO,07 NOV 1997,JPN,6,,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020,1104
