Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:54.31,,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,,"Stadio Olimpico, Roma (ITA)",31 MAY 2012,1285
2,7:56.81,,Richard Kipkemboi MATEELONG,14 OCT 1983,KEN,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1273
3,8:01.67,,Abel Kiprop MUTAI,02 OCT 1988,KEN,2,,"Stadio Olimpico, Roma (ITA)",31 MAY 2012,1250
4,8:01.73,,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,2,,"Stade de France, Paris-St-Denis (FRA)",06 JUL 2012,1250
5,8:03.43,,Jairus Kipchoge BIRECH,14 DEC 1992,KEN,4,,"Stade de France, Paris-St-Denis (FRA)",06 JUL 2012,1242
6,8:03.49,,Conseslus KIPRUTO,08 DEC 1994,KEN,1,,"Stade Louis II, Monaco (MON)",20 JUL 2012,1242
7,8:06.16,,Roba GARI,12 APR 1982,ETH,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1229
8,8:06.81,,Evan JAGER,08 MAR 1989,USA,3,,"Stade Louis II, Monaco (MON)",20 JUL 2012,1227
9,8:08.33,,Bernard NGANGA,17 JAN 1985,KEN,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",23 AUG 2012,1220
10,8:10.20,,Brahim TALEB,16 FEB 1985,MAR,2,,Rabat (MAR),27 MAY 2012,1211
11,8:10.55,,Ezekiel KEMBOI,25 MAY 1982,KEN,4,,"Stadio Olimpico, Roma (ITA)",31 MAY 2012,1209
12,8:10.90,,Mahiedine MEKHISSI,15 MAR 1985,FRA,2,,Lille (FRA),09 JUN 2012,1208
13,8:11.27,,Gilbert KIRUI,22 JAN 1994,KEN,7,,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1206
14,8:11.83,,Hillary Kipsang YEGO,02 APR 1992,KEN,6,,"Stadio Olimpico, Roma (ITA)",31 MAY 2012,1204
15,8:12.84,,Elijah CHELIMO,20 APR 1987,KEN,8,,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1199
16,8:13.71,,Ángel MULLERA,20 APR 1984,ESP,7,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1195
17,8:14.48,,Jacob ARAPTANY,11 FEB 1992,UGA,7,,"Stadio Olimpico, Roma (ITA)",31 MAY 2012,1191
