Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:01.29,,Evan JAGER,08 MAR 1989,USA,1,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1252
2,8:04.63,,Conseslus KIPRUTO,08 DEC 1994,KEN,1,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1237
3,8:04.83,,Soufiane EL BAKKALI,07 JAN 1996,MAR,2,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1236
4,8:07.68,,Jairus Kipchoge BIRECH,14 DEC 1992,KEN,2,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1223
5,8:08.30,,Stanley Kipkoech KEBENEI,06 NOV 1989,USA,3,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1220
6,8:08.37,,Amos KIRUI,09 FEB 1998,KEN,4,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1219
7,8:10.62,,Abraham KIBIWOT,06 APR 1996,KEN,2,,Marseille (FRA),03 JUN 2017,1209
8,8:11.22,,Yemane HAILESELASSIE,21 FEB 1998,ERI,5,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1206
9,8:11.38,,Benjamin KIGEN,05 JUL 1993,KEN,4,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1206
10,8:11.82,,Hillary BOR,22 NOV 1989,USA,6,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1204
11,8:12.20,,Nicholas Kiptonui BETT,20 DEC 1996,KEN,5,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1202
12,8:12.28,,Getnet WALE,16 JUL 2000,ETH,1,,"FBK Stadium, Hengelo (NED)",11 JUN 2017,1201
13,8:13.22,,Tafese SOBOKA,29 SEP 1993,ETH,2,,"FBK Stadium, Hengelo (NED)",11 JUN 2017,1197
14,8:13.24,,Chala BEYO,18 JAN 1996,ETH,3,,"FBK Stadium, Hengelo (NED)",11 JUN 2017,1197
15,8:13.33,,Tesfaye DERIBA,11 SEP 1998,ETH,4,,"FBK Stadium, Hengelo (NED)",11 JUN 2017,1197
16,8:13.39,,Hailemariyam AMARE,22 FEB 1997,ETH,3,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1196
17,8:14.13,,Barnabas KIPYEGO,12 JUN 1995,KEN,7,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1193
18,8:14.46,,Andrew BAYER,03 FEB 1990,USA,8,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1192
19,8:14.67,,Mahiedine MEKHISSI,15 MAR 1985,FRA,3,,Marseille (FRA),03 JUN 2017,1191
20,8:15.60,,Yoann KOWAL,28 MAY 1987,FRA,10,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1186
21,8:18.46,,Justus LAGAT,20 MAY 1996,KEN,4,,Marseille (FRA),03 JUN 2017,1173
22,8:18.50,,Ibrahim EZZAYDOUNI,28 APR 1991,ESP,6,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUL 2017,1173
23,8:18.77,,Hicham SIGUENI,30 JAN 1993,MAR,2,,Huelva (ESP),14 JUN 2017,1172
24,8:19.19,,Maksim YAKUSHEV,15 MAR 1992,RUS,1,,Zhukovskiy (RUS),29 JUL 2017,1170
25,8:19.67,,Tesfaye GIRMA,24 JAN 1997,ETH,12,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1168
26,8:19.87,,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,2,,Nairobi (KEN),24 JUN 2017,1167
27,8:20.20,,Bilal TABTI,07 JUN 1993,ALG,1,,Amiens (FRA),10 JUN 2017,1166
28,8:20.28,,Mohamed TINDOUFT,12 MAR 1993,MAR,2,,Amiens (FRA),10 JUN 2017,1165
29,8:20.43,,Sebastián MARTOS,20 JUN 1989,ESP,3,,Huelva (ESP),14 JUN 2017,1165
30,8:20.61,,Viktor BAKHAREV,05 MAY 1994,RUS,1,,Zhukovskiy (RUS),02 JUL 2017,1164
30,8:20.61,,Ezekiel KEMBOI,25 MAY 1982,KEN,4h2,,"Olympic Stadium, London (GBR)",06 AUG 2017,1164
32,8:20.76,,Takele NIGATE,02 OCT 1999,ETH,6,,"FBK Stadium, Hengelo (NED)",11 JUN 2017,1163
33,8:21.30,,Philemon Kiplagat RUTO,20 SEP 2001,KEN,1,,Yamagata (JPN),02 AUG 2017,1161
34,8:21.84,,Matthew HUGHES,03 AUG 1989,CAN,6,,"Olympic Stadium, London (GBR)",08 AUG 2017,1158
35,8:21.92,,Jacob ARAPTANY,11 FEB 1992,UGA,7,,"FBK Stadium, Hengelo (NED)",11 JUN 2017,1158
36,8:22.00,,Abdoullah BAMOUSSA,08 JUN 1986,ITA,13,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1158
37,8:22.94,,Osama ZOGHLAMI,19 JUN 1994,ITA,1,,Palermo (ITA),12 SEP 2017,1153
38,8:23.12,,Tolosa NURGI,29 MAR 1990,ETH,6,,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1153
39,8:23.18,,Albert CHEMUTAI,01 JUN 1995,UGA,5h2,,"Olympic Stadium, London (GBR)",06 AUG 2017,1152
40,8:23.2h,,Emmanuel KIPRONO,14 JUL 1995,KEN,1,,Nyahururu (KEN),06 MAY 2017,1152
41,8:23.67,,Altobeli SILVA,03 DEC 1990,BRA,8,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUL 2017,1150
42,8:23.68,,Krystian ZALEWSKI,11 APR 1989,POL,14,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1150
43,8:23.93,,Lawrence Kemboi KIPSANG,15 JUN 1993,KEN,6,,"Olympiastadion, Stockholm (SWE)",18 JUN 2017,1149
44,8:23.98,,Clement Kimutai KEMBOI,10 FEB 1992,KEN,7,,"Olympiastadion, Stockholm (SWE)",18 JUN 2017,1149
45,8:24.31,,Tarik Langat AKDAG,16 JUN 1988,TUR,4,,Huelva (ESP),14 JUN 2017,1147
46,8:25.20,,Ilgizar SAFIULIN,09 DEC 1992,RUS,2,,Sochi (RUS),25 MAY 2017,1143
47,8:25.5h,,Felix KIRONGO,1986,KEN,1,,Nairobi (KEN),10 JUN 2017,1142
48,8:25.64,,Alex KIBET,20 OCT 1994,KEN,1,,Doha (QAT),25 APR 2017,1141
49,8:25.73,,Haron LAGAT,15 AUG 1983,USA,5,,"Sacramento, CA (USA)",25 JUN 2017,1141
50,8:25.75,,Donald CABRAL,12 DEC 1989,USA,6,,"Sacramento, CA (USA)",25 JUN 2017,1141
51,8:25.8h,,Micah CHESEREK,12 OCT 1996,KEN,2,,Nyahururu (KEN),06 MAY 2017,1141
52,8:25.84,,Younés KNIYA,15 AUG 1995,MAR,1,,Rabat (MAR),17 MAY 2017,1140
53,8:25.9h,,Abel Kiprop MUTAI,02 OCT 1988,KEN,1,,Nairobi (KEN),11 MAY 2017,1140
54,8:26.18,,Ala ZOGHLAMI,19 JUN 1994,ITA,7h1,,"Olympic Stadium, London (GBR)",06 AUG 2017,1139
55,8:26.25,,Nikolay CHAVKIN,24 APR 1984,RUS,3,,Zhukovskiy (RUS),29 JUL 2017,1139
56,8:26.4h,,Joash KIPLIMO,21 MAY 1991,KEN,2,,Nairobi (KEN),10 JUN 2017,1138
57,8:26.55,,Mustapha HOUDADI,05 AUG 1986,MAR,2,,Rabat (MAR),17 MAY 2017,1137
