Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:53.63,,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,1,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1288
2,7:59.65,,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1260
3,8:02.66,,Brahim BOULAMI,20 APR 1972,MAR,3,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1246
4,8:02.98,,Ezekiel KEMBOI,25 MAY 1982,KEN,2,,"Stade Louis II, Monaco (MON)",19 SEP 2004,1244
5,8:05.52,,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,1,,"FBK Stadium, Hengelo (NED)",31 MAY 2004,1232
6,8:05.68,,Wesley KIPROTICH,01 AUG 1979,KEN,4,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1232
7,8:05.96,,Richard Kipkemboi MATEELONG,14 OCT 1983,KEN,6,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1230
8,8:07.18,,Musa Amer OBAID,18 APR 1985,QAT,4,,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1225
9,8:11.29,,Julius NYAMU,01 DEC 1977,KEN,2,,"Stade de France, Paris-St-Denis (FRA)",23 JUL 2004,1206
10,8:11.44,,David Biwott CHEMWENO,18 DEC 1981,KEN,3,,"Stade de France, Paris-St-Denis (FRA)",23 JUL 2004,1205
11,8:11.64,,Luis Miguel MARTÍN,11 JAN 1972,ESP,5,,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1204
12,8:12.93,,Ali EZZINE,03 SEP 1978,MAR,3,,Stockholm (SWE),27 JUL 2004,1198
13,8:12.99,,Kipkurui MISOI,23 OCT 1978,KEN,4,,"Stade Louis II, Monaco (MON)",19 SEP 2004,1198
14,8:13.25,,Simon VROEMEN,11 MAY 1969,NED,6,,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1197
15,8:13.67,,Zouhair EL OUARDI,15 FEB 1977,MAR,2,,Heusden-Zolder (BEL),31 JUL 2004,1195
16,8:14.26,,Bouabdellah TAHRI,20 DEC 1978,FRA,7,,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1192
17,8:14.30,,Antonio David JIMÉNEZ,18 FEB 1977,ESP,1,,Almería (ESP),31 JUL 2004,1192
18,8:15.02,,Daniel LINCOLN,22 OCT 1980,USA,1,,"Sacramento, CA (USA)",15 JUL 2004,1189
19,8:15.20,,Raymond Kipkorir YATOR,07 APR 1981,KEN,3,,Ostrava (CZE),08 JUN 2004,1188
20,8:15.77,,Eliseo MARTÍN,05 NOV 1973,ESP,9,,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1186
21,8:16.15,,Vincent LE DAUPHIN,28 JUN 1976,FRA,10,,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1184
22,8:16.27,,Wilson Boit KIPKETER,06 OCT 1973,KEN,6,,Stockholm (SWE),27 JUL 2004,1183
23,8:17.32,,Radosław POPŁAWSKI,16 JAN 1983,POL,12,,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1179
24,8:17.62,,Eliud KIRUI,15 AUG 1975,KEN,3,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1177
25,8:17.89,,Khamis Abdullah SAIFELDIN,01 DEC 1976,QAT,1h1,,"Olympic Stadium, Athina (GRE)",21 AUG 2004,1176
26,8:17.91,,Anthony FAMIGLIETTI,08 NOV 1978,USA,2,,"Sacramento, CA (USA)",15 JUL 2004,1176
27,8:18.05,,Mustafa MOHAMED,01 MAR 1979,SWE,13,,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1175
28,8:18.43,,Boštjan BUČ,13 APR 1980,SLO,3,,"FBK Stadium, Hengelo (NED)",31 MAY 2004,1174
29,8:18.51,,Ronald Kipchumba RUTTO,08 OCT 1987,KEN,13,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1173
30,8:18.52,,Moustafa Ahmed SHEBTO,04 JUL 1986,QAT,14,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1173
31,8:18.53,,Martin PRÖLL,21 MAR 1981,AUT,2,,Linz (AUT),02 AUG 2004,1173
32,8:19.46,,Robert GARY,05 APR 1973,USA,3,,"Sacramento, CA (USA)",15 JUL 2004,1169
33,8:19.63,,Justus Kipchirchir KIPRONO,28 FEB 1987,KEN,6,,Heusden-Zolder (BEL),31 JUL 2004,1168
34,8:19.77,,Jim SVENØY,22 APR 1972,NOR,11,,Stockholm (SWE),27 JUL 2004,1168
35,8:19.82,,Manuel SILVA,08 OCT 1978,POR,12,,Stockholm (SWE),27 JUL 2004,1167
36,8:20.10,,César PÉREZ,04 JUL 1975,ESP,4,,Almería (ESP),31 JUL 2004,1166
37,8:20.45,,Irba LAKHAL,12 DEC 1975,FRA,1,,Pezenas (FRA),29 MAY 2004,1165
38,8:20.61,,Frédéric DENIS,03 MAR 1975,FRA,2,,Strasbourg (FRA),28 JUN 2004,1164
39,8:20.66,,Isaiah FESTA,10 MAR 1980,USA,4,,"Sacramento, CA (USA)",15 JUL 2004,1164
40,8:20.68,,Gaël PENCRÉACH,05 AUG 1977,FRA,4,,Sevilla (ESP),05 JUN 2004,1163
41,8:20.87,,José Luis BLANCO,03 JUN 1975,ESP,1,,San Sebastián (ESP),03 JUL 2004,1163
42,8:21.56,,Abdellatif CHEMLAL,11 JAN 1982,MAR,8,,Heusden-Zolder (BEL),31 JUL 2004,1160
43,8:22.22,,Tewodros SHIFERAW,21 SEP 1980,ETH,1,,"Stadion Juliska, Praha (CZE)",28 JUN 2004,1157
44,8:22.30,,John KOSGEI,15 JUL 1973,KEN,3,,Rehlingen (GER),31 MAY 2004,1156
45,8:22.39,,John LANGAT,27 NOV 1974,KEN,3,,Bydgoszcz (POL),05 JUN 2004,1156
46,8:22.51,,Jakub CZAJA,12 SEP 1980,POL,4,,Bydgoszcz (POL),05 JUN 2004,1155
47,8:22.85,,Peter NOWILL,15 JUN 1979,AUS,4,,Rehlingen (GER),31 MAY 2004,1154
48,8:23.0h,,Abraham CHERONO,21 JUL 1980,KEN,3,,Nairobi (KEN),26 JUN 2004,1153
49,8:23.11,,Jan ZAKRZEWSKI,22 DEC 1970,POL,5,,Bydgoszcz (POL),05 JUN 2004,1153
50,8:23.14,,Michael KIPYEGO,02 OCT 1983,KEN,6,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2004,1152
51,8:23.48,,Giuseppe MAFFEI,28 JAN 1974,ITA,7,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1151
52,8:23.60,,Steve SLATTERY,14 AUG 1980,USA,5,,"Sacramento, CA (USA)",15 JUL 2004,1150
53,8:23.90,,Roman USOV,04 JUN 1978,RUS,7,,Herakleion (GRE),04 JUL 2004,1149
54,8:24.26,,Rafał WÓJCIK,18 SEP 1972,POL,6,,Bydgoszcz (POL),05 JUN 2004,1148
54,8:24.26,,Jamal Bilal SALEM,12 SEP 1978,QAT,9,,Heusden-Zolder (BEL),31 JUL 2004,1148
56,8:24.41,,Luleseged WALE,29 MAY 1982,ETH,1,,Barakaldo (ESP),10 JUL 2004,1147
57,8:24.54,,Krijn VAN KOOLWIJK,30 AUG 1981,BEL,10,,Heusden-Zolder (BEL),31 JUL 2004,1146
58,8:24.62,,Jordan DESILETS,05 DEC 1980,USA,6,,"Sacramento, CA (USA)",15 JUL 2004,1146
59,8:24.84,,Vadim SLOBODENYUK,17 MAR 1981,UKR,8h2,,"Olympic Stadium, Athina (GRE)",21 AUG 2004,1145
60,8:24.88,,Justin CHASTON,04 NOV 1968,GBR,1,,"Palo Alto, CA (USA)",30 APR 2004,1145
61,8:24.92,,John MORTIMER,18 MAR 1976,USA,7,,"Sacramento, CA (USA)",15 JUL 2004,1145
62,8:25.10,,Hamid EZZINE,05 OCT 1983,MAR,4,,Rabat (MAR),19 JUN 2004,1144
63,8:25.4h,,Luke KIBET,12 APR 1983,KEN,2,,Nairobi (KEN),19 JUN 2004,1142
64,8:25.59,,Ruben RAMOLEFI,17 JUL 1978,RSA,1,,Port Elizabeth (RSA),12 MAR 2004,1142
65,8:25.64,,Mário TEIXEIRA,20 SEP 1974,POR,1,,Lisboa (POR),21 JUL 2004,1141
66,8:25.73,,Henrik SKOOG,17 APR 1979,SWE,6,,Rehlingen (GER),31 MAY 2004,1141
67,8:26.17,,Ivan LUKYANOV,31 JAN 1981,MDA,9h1,,"Olympic Stadium, Athina (GRE)",21 AUG 2004,1139
68,8:26.40,,Petros MONYANI,29 MAR 1976,RSA,2,,Port Elizabeth (RSA),12 MAR 2004,1138
68,8:26.40,,Vincent ZOUAOUI DANDRIEUX,12 OCT 1980,FRA,3,,Dreux (FRA),11 JUN 2004,1138
70,8:26.54,,Darin SHEARER,03 APR 1974,USA,8,,"Sacramento, CA (USA)",15 JUL 2004,1137
71,8:26.62,,Lotfi TURKI,06 MAR 1975,TUN,7,,Rehlingen (GER),31 MAY 2004,1137
72,8:26.85,,Adil EL OUALIDI,03 SEP 1981,FRA,5,,Strasbourg (FRA),28 JUN 2004,1136
73,8:26.89,,Angelo IANNELLI,27 JUL 1976,ITA,9,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1136
74,8:27.0h,,David LANGAT,10 MAR 1983,KEN,4,,Nairobi (KEN),19 JUN 2004,1135
75,8:27.30,,Raphael SCHÄFER,06 MAR 1981,GER,8,,Rehlingen (GER),31 MAY 2004,1134
76,8:27.46,,Yoshitaka IWAMIZU,20 JUN 1979,JPN,10,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1133
77,8:27.48,,Elarbi KHATTABI,16 MAY 1967,MAR,6,,Rabat (MAR),19 JUN 2004,1133
78,8:27.63,,Patrick NTHIWA,30 JUN 1983,KEN,2,,"Philadelphia, PA (USA)",22 APR 2004,1133
79,8:27.67,,Merzak OULD BOUCHIBA,27 APR 1975,ALG,11,,Heusden-Zolder (BEL),31 JUL 2004,1132
80,8:27.72,,Stephan HOHL,23 FEB 1980,GER,11,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1132
81,8:27.91,,Alexander GREAUX,22 SEP 1977,PUR,2,,Barakaldo (ESP),10 JUL 2004,1131
82,8:27.96,,Sergiy REDKO,24 JAN 1973,UKR,7,,Bydgoszcz (POL),05 JUN 2004,1131
83,8:28.29,,Emmanuel MKHABELA,19 JUL 1979,RSA,3,,Durban (RSA),17 APR 2004,1130
84,8:28.37,,Badre Din ZIOINI,25 MAR 1976,FRA,3,,Pezenas (FRA),29 MAY 2004,1129
85,8:28.44,,Abraham KEBETO,1986,ETH,3,,Barakaldo (ESP),10 JUL 2004,1129
86,8:28.59,,Filmon GHIRMAI,25 JAN 1979,GER,6,,Kassel (GER),11 JUN 2004,1128
87,8:28.64,,Ray HUGHES,09 MAY 1975,USA,9,,"Sacramento, CA (USA)",15 JUL 2004,1128
88,8:29.40,,Joël BOURGEOIS,25 APR 1971,CAN,4,,Pezenas (FRA),29 MAY 2004,1125
89,8:29.62,,Abel YAGUT,26 DEC 1984,BRN,7,,San Sebastián (ESP),03 JUL 2004,1124
90,8:30.01,,Jared CORDES,27 JUL 1977,USA,5h,,"Sacramento, CA (USA)",12 JUL 2004,1122
91,8:30.05,,Matthew KERR,03 MAY 1976,CAN,5,,"Stadion Juliska, Praha (CZE)",28 JUN 2004,1122
92,8:30.37,,Kevin BARRA,19 DEC 1980,USA,10,,"Sacramento, CA (USA)",15 JUL 2004,1120
93,8:30.45,,Sandu REBENCIUC,26 MAY 1969,USA,7h,,"Sacramento, CA (USA)",12 JUL 2004,1120
94,8:30.49,,Sergio MARTÍN,25 MAR 1978,ESP,8,,Sevilla (ESP),05 JUN 2004,1120
95,8:30.60,,Hicham GARMOUD,16 FEB 1979,MAR,8,,Rabat (MAR),19 JUN 2004,1119
95,8:30.60,,Pavel POTAPOVICH,26 NOV 1980,RUS,2,,Tula (RUS),29 JUL 2004,1119
97,8:30.73,,Nordine GEZZAR,17 FEB 1980,FRA,7,,Strasbourg (FRA),28 JUN 2004,1119
98,8:30.77,,Nathan Kibet NAIBEI,22 FEB 1986,KEN,4,,"Stadio Zecchini, Grosseto (ITA)",17 JUL 2004,1119
99,8:30.83,,Francisco Javier LARA,24 JUN 1976,ESP,9,,Sevilla (ESP),05 JUN 2004,1118
100,8:31.06,,Sivuyile DLONGWANA,21 AUG 1981,RSA,3,,Cape Town (RSA),19 MAR 2004,1117
101,8:31.23,,Solomon KANDIE,28 AUG 1978,KEN,1,,"Walnut, CA (USA)",17 APR 2004,1117
102,8:31.3h,,Linus Kipwambok CHUMBA,09 FEB 1980,KEN,7,,Nairobi (KEN),19 JUN 2004,1116
103,8:31.43,,Martin STEINBAUER,25 SEP 1980,AUT,9,,Kassel (GER),11 JUN 2004,1116
104,8:31.65,,Abdelhakim MAAZOUZ,28 AUG 1975,ALG,5,,Linz (AUT),02 AUG 2004,1115
105,8:31.68,,Yuriy HICHUN,10 FEB 1977,UKR,2,,Yalta (UKR),03 JUL 2004,1115
106,8:31.85,,Anthony GODONGWANA,24 SEP 1984,RSA,5,,Durban (RSA),17 APR 2004,1114
107,8:31.89,,Ahmed HAMZAOUI,23 MAR 1980,MAR,9,,Rabat (MAR),19 JUN 2004,1114
108,8:31.92,,Andrey OLSHANSKIY,24 JAN 1978,RUS,1,,Kazan (RUS),09 JUL 2004,1114
109,8:32.0h,,Cornelius KOSGEI,10 DEC 1987,KEN,8,,Nairobi (KEN),19 JUN 2004,1113
110,8:32.09,,Ian DOBSON,06 FEB 1982,USA,4,,"Palo Alto, CA (USA)",31 MAY 2004,1113
111,8:32.36,,Mohamed ABDELLAOUI,22 APR 1979,FRA,5,,Pezenas (FRA),29 MAY 2004,1112
112,8:32.48,,Daham Najim BASHIR,08 NOV 1979,QAT,3,,Luzern (SUI),09 JUN 2004,1111
113,8:32.90,,David MILNE,12 SEP 1979,CAN,2,,"Palo Alto, CA (USA)",30 APR 2004,1109
114,8:32.91,,Pieter DESMET,07 JUN 1983,BEL,1,,Bruxelles (BEL),11 JUL 2004,1109
115,8:33.0h,,Willy Rutto KOMEN,22 DEC 1987,KEN,2sf2,,Nairobi (KEN),18 JUN 2004,1109
116,8:33.43,,Dave CULLUM,26 OCT 1973,USA,12h,,"Sacramento, CA (USA)",12 JUL 2004,1107
117,8:33.73,,Raúl MOYA,18 JAN 1979,ESP,11,,San Sebastián (ESP),03 JUL 2004,1106
118,8:33.75,,Kim BERGDAHL,05 MAR 1978,FIN,3,,Göteborg (SWE),04 SEP 2004,1106
