Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:58.09,,Brahim BOULAMI,20 APR 1972,MAR,1,,"Stade Louis II, Monaco (MON)",19 JUL 2002,1267
2,7:58.10,,Stephen CHERONO,15 OCT 1982,KEN,2,,"Stade Louis II, Monaco (MON)",19 JUL 2002,1267
3,8:00.56,,Wilson Boit KIPKETER,06 OCT 1973,KEN,1,,Stockholm (SWE),16 JUL 2002,1255
4,8:05.44,,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,,Zürich (SUI),16 AUG 2002,1233
5,8:05.87,,Reuben KOSGEI,12 AUG 1979,KEN,1,,"FBK Stadium, Hengelo (NED)",02 JUN 2002,1231
6,8:06.65,,Ezekiel KEMBOI,25 MAY 1982,KEN,1,,Bruxelles (BEL),30 AUG 2002,1227
7,8:06.91,,Simon VROEMEN,11 MAY 1969,NED,3,,"Stade Louis II, Monaco (MON)",19 JUL 2002,1226
8,8:07.44,,Luis Miguel MARTÍN,11 JAN 1972,ESP,2,,Bruxelles (BEL),30 AUG 2002,1224
9,8:08.13,,John KOSGEI,15 JUL 1973,KEN,3,,Doha (QAT),15 MAY 2002,1220
10,8:08.14,,Saad Shaddad AL ASMARI,24 SEP 1968,KSA,4,,Stockholm (SWE),16 JUL 2002,1220
11,8:10.83,,Bouabdellah TAHRI,20 DEC 1978,FRA,2,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2002,1208
12,8:11.13,,Julius NYAMU,01 DEC 1977,KEN,6,,Doha (QAT),15 MAY 2002,1207
13,8:12.91,,Thomas KIPLITAN,15 JUN 1983,KEN,7,,Doha (QAT),15 MAY 2002,1199
14,8:13.45,,Khamis Abdullah SAIFELDIN,01 DEC 1976,QAT,5,,Bruxelles (BEL),30 AUG 2002,1196
15,8:13.47,,Kipkurui MISOI,23 OCT 1978,KEN,6,,Bruxelles (BEL),30 AUG 2002,1196
