Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:55.28,,Brahim BOULAMI,20 APR 1972,MAR,1,,Bruxelles (BEL),24 AUG 2001,1280
2,7:57.29,,Reuben KOSGEI,12 AUG 1979,KEN,2,,Bruxelles (BEL),24 AUG 2001,1271
3,7:58.66,,Stephen CHERONO,15 OCT 1982,KEN,3,,Bruxelles (BEL),24 AUG 2001,1264
4,8:01.69,,Kipkurui MISOI,23 OCT 1978,KEN,4,,Bruxelles (BEL),24 AUG 2001,1250
5,8:01.73,,Wilson Boit KIPKETER,06 OCT 1973,KEN,1,,"Stade Louis II, Monaco (MON)",20 JUL 2001,1250
6,8:05.00,,Bernard BARMASAI,06 MAY 1974,KEN,4,,"Letzigrund, Zürich (SUI)",17 AUG 2001,1235
7,8:07.59,,Julius NYAMU,01 DEC 1977,KEN,5,,Bruxelles (BEL),24 AUG 2001,1223
8,8:08.74,,Luis Miguel MARTÍN,11 JAN 1972,ESP,6,,Bruxelles (BEL),24 AUG 2001,1218
9,8:09.20,,Raymond Kipkorir YATOR,07 APR 1981,KEN,2,,"Stadio Olimpico, Roma (ITA)",29 JUN 2001,1216
10,8:09.23,,Bouabdellah TAHRI,20 DEC 1978,FRA,7,,Bruxelles (BEL),24 AUG 2001,1215
11,8:09.49,,Elarbi KHATTABI,16 MAY 1967,MAR,1,,Sevilla (ESP),08 JUN 2001,1214
12,8:10.23,,Ali EZZINE,03 SEP 1978,MAR,4,,Nice (FRA),09 JUL 2001,1211
13,8:11.52,,Antonio David JIMÉNEZ,18 FEB 1977,ESP,2,,Sevilla (ESP),08 JUN 2001,1205
14,8:12.11,,John KOSGEI,15 JUL 1973,KEN,6,,"Letzigrund, Zürich (SUI)",17 AUG 2001,1202
15,8:14.38,,Khamis Abdullah SAIFELDIN,01 DEC 1976,QAT,1,,Damascus (SYR),04 OCT 2001,1192
16,8:14.82,,Tim BROE,20 JUN 1977,USA,7,,"Stadio Olimpico, Roma (ITA)",29 JUN 2001,1190
17,8:15.01,,Saad Shaddad AL ASMARI,24 SEP 1968,KSA,2,,Damascus (SYR),04 OCT 2001,1189
18,8:15.17,,John LANGAT,27 NOV 1974,KEN,5,,"Olympiastadion, Berlin (GER)",31 AUG 2001,1188
19,8:15.36,,José Luis BLANCO,03 JUN 1975,ESP,3,,Sevilla (ESP),08 JUN 2001,1187
20,8:15.92,,Paul Kipsiele KOECH,10 NOV 1981,KEN,6,,"Olympiastadion, Berlin (GER)",31 AUG 2001,1185
21,8:16.00,,Stéphane DESAULTY,08 JAN 1972,FRA,4,,Sevilla (ESP),08 JUN 2001,1185
22,8:16.28,,David CHEPKISA,1978,KEN,2,,Milano (ITA),06 JUN 2001,1183
23,8:16.57,,Abraham CHERONO,21 JUL 1980,KEN,2,,Athina (GRE),11 JUN 2001,1182
24,8:16.62,,Stanley KIBIWOTT,08 AUG 1969,KEN,3,,Athina (GRE),11 JUN 2001,1182
25,8:17.98,,Gaël PENCRÉACH,05 AUG 1977,FRA,2,,Nürnberg (GER),17 JUN 2001,1176
26,8:19.20,,Eliseo MARTÍN,05 NOV 1973,ESP,9,,Bruxelles (BEL),24 AUG 2001,1170
27,8:19.32,,Ralf ASSMUS,28 JAN 1977,GER,10,,"Letzigrund, Zürich (SUI)",17 AUG 2001,1170
28,8:19.87,,Laid BESSOU,05 FEB 1976,ALG,7,,"Stade de France, Paris-St-Denis (FRA)",06 JUL 2001,1167
29,8:20.67,,Simon VROEMEN,11 MAY 1969,NED,7,,"Stade Louis II, Monaco (MON)",20 JUL 2001,1164
30,8:21.00,,Anthony FAMIGLIETTI,08 NOV 1978,USA,4,,Stockholm (SWE),17 JUL 2001,1162
31,8:21.66,,Jim SVENØY,22 APR 1972,NOR,4,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1159
32,8:21.78,,Lotfi TURKI,06 MAR 1975,TUN,4,,Milano (ITA),06 JUN 2001,1159
33,8:22.03,,Frédéric DENIS,03 MAR 1975,FRA,6,,Nice (FRA),09 JUL 2001,1157
34,8:22.06,,Alberto ÁLVAREZ,22 DEC 1975,ESP,5,,Sevilla (ESP),08 JUN 2001,1157
35,8:22.16,,Tom CHORNY,23 NOV 1976,USA,1,,"Eugene, OR (USA)",24 JUN 2001,1157
36,8:22.24,,Christian BELZ,11 SEP 1974,SUI,5,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1157
37,8:22.49,,Jan ZAKRZEWSKI,22 DEC 1970,POL,1,,Bialogard (POL),29 SEP 2001,1155
38,8:22.91,,Francisco Javier MUNUERA,07 JUL 1972,ESP,1,,Málaga (ESP),28 JUL 2001,1154
39,8:23.00,,Jakub CZAJA,12 SEP 1980,POL,2,,Beijing (CHN),29 AUG 2001,1153
40,8:23.29,,Irba LAKHAL,12 DEC 1975,MAR,6,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1152
41,8:23.62,,Günther WEIDLINGER,05 APR 1978,AUT,3,,Ostrava (CZE),31 MAY 2001,1150
42,8:23.66,,Ezekiel KEMBOI,25 MAY 1982,KEN,1,,Chania (GRE),04 JUN 2001,1150
43,8:23.94,,Billy HERMAN,03 JUL 1977,USA,1,,Cottbus (GER),18 JUL 2001,1149
44,8:24.22,,Badre Din ZIOINI,25 MAR 1976,FRA,7,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1148
45,8:24.3h,,Zouhair EL OUARDI,15 FEB 1977,MAR,1,,Rabat (MAR),05 MAY 2001,1147
46,8:25.12,,Lyes RAMOUL,17 APR 1976,FRA,2,,Ottawa (CAN),19 JUL 2001,1144
47,8:25.25,,Hicham GARMOUD,16 FEB 1979,MAR,3,,Strasbourg (FRA),19 JUN 2001,1143
48,8:25.29,,Vladimir PRONIN,27 MAY 1969,RUS,8,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1143
49,8:25.69,,Aziz DRIOUCHE,15 NOV 1977,MAR,4,,Beijing (CHN),29 AUG 2001,1141
50,8:25.73,,Clint WELLS,02 MAY 1975,USA,4,,"Eugene, OR (USA)",24 JUN 2001,1141
51,8:25.94,,Ray HUGHES,09 MAY 1975,USA,3h1,,"Eugene, OR (USA)",22 JUN 2001,1140
52,8:26.14,,Mark CROGHAN,08 JAN 1968,USA,1,,"Brunswick, ME (USA)",07 JUL 2001,1139
53,8:26.45,,Steve SLATTERY,14 AUG 1980,USA,4h1,,"Eugene, OR (USA)",22 JUN 2001,1138
54,8:26.52,,José María GONZÁLEZ,31 MAY 1973,ESP,7,,Sevilla (ESP),08 JUN 2001,1137
55,8:26.77,,Yoshitaka IWAMIZU,20 JUN 1979,JPN,1,,Tokyo (JPN),09 JUN 2001,1136
56,8:26.82,,Hamid JAOUANE,03 APR 1972,FRA,4,,Strasbourg (FRA),19 JUN 2001,1136
57,8:26.90,,Merzak OULD BOUCHIBA,27 APR 1975,ALG,5,,San Sebastián (ESP),18 AUG 2001,1136
58,8:26.91,,Daniel LINCOLN,22 OCT 1980,USA,5,,"Eugene, OR (USA)",24 JUN 2001,1136
59,8:26.92,,Joël BOURGEOIS,25 APR 1971,CAN,6h1,,"Commonwealth Stadium, Edmonton (CAN)",06 AUG 2001,1136
60,8:27.07,,Rafał WÓJCIK,18 SEP 1972,POL,4,,Bydgoszcz (POL),15 JUN 2001,1135
61,8:27.44,,Ramiro MORAN,17 MAY 1969,ESP,5,,Nürnberg (GER),17 JUN 2001,1133
62,8:27.51,,Sergiy REDKO,24 JAN 1973,UKR,5,,Bydgoszcz (POL),15 JUN 2001,1133
63,8:27.54,,Robert GARY,05 APR 1973,USA,1,,St. Paul (USA),14 JUL 2001,1133
64,8:27.92,,Moses KIGEN,22 APR 1973,KEN,9,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1131
65,8:28.08,,André GREEN,21 APR 1973,GER,10,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1131
65,8:28.08,,Martin PRÖLL,21 MAR 1981,AUT,6,,Nürnberg (GER),17 JUN 2001,1131
67,8:28.2h,,Matthew BIRIR,05 JUL 1972,KEN,5,,Nairobi (KEN),22 JUN 2001,1130
68,8:28.85,,Mourad BESSLIMANI,1974,ALG,8,,Strasbourg (FRA),19 JUN 2001,1127
69,8:28.90,,Philip TARUS,1982,KEN,4,,Grudziadz (POL),07 SEP 2001,1127
70,8:29.13,,Angelo CAROSI,20 JAN 1964,ITA,6,,Milano (ITA),06 JUN 2001,1126
71,8:29.50,,Angelo IANNELLI,27 JUL 1976,ITA,7,,Milano (ITA),06 JUN 2001,1124
72,8:29.63,,Yasunori UCHITOMI,29 OCT 1972,JPN,2,,Tokyo (JPN),09 JUN 2001,1124
73,8:30.12,,David Biwott CHEMWENO,18 DEC 1981,KEN,1,,Canberra (AUS),18 FEB 2001,1122
74,8:30.32,,Henrik SKOOG,17 APR 1979,SWE,9,,Ostrava (CZE),31 MAY 2001,1121
75,8:30.37,,Eliud KIRUI,15 AUG 1975,KEN,6,,Bydgoszcz (POL),15 JUN 2001,1120
76,8:31.29,,Philip TARUS,11 SEP 1974,KEN,4,,Chania (GRE),04 JUN 2001,1116
77,8:31.43,,Filmon GHIRMAI,25 JAN 1979,GER,7,,Nürnberg (GER),17 JUN 2001,1116
78,8:31.88,,Greg JIMMERSON,01 FEB 1975,USA,6h1,,"Eugene, OR (USA)",22 JUN 2001,1114
79,8:32.22,,Manuel SILVA,08 OCT 1978,POR,7,,San Sebastián (ESP),18 AUG 2001,1112
80,8:32.3h,,Abdellatif CHEMLAL,11 JAN 1982,MAR,3,,Rabat (MAR),05 MAY 2001,1112
81,8:32.5h,,Michael KIPTANUI,,KEN,4h3,,Nairobi (KEN),21 JUN 2001,1111
82,8:32.52,,Dave CULLUM,26 OCT 1973,USA,2,,"Palo Alto, CA (USA)",04 MAY 2001,1111
83,8:32.68,,Benedict WHITBY,06 JAN 1977,GBR,1,,Birmingham (GBR),15 JUL 2001,1110
84,8:32.82,,Abderrahmane DAAS,08 DEC 1973,ALG,8,,San Sebastián (ESP),18 AUG 2001,1110
85,8:32.84,,Luciano DI PARDO,03 FEB 1975,ITA,8,,Milano (ITA),06 JUN 2001,1110
86,8:32.89,,Sandu REBENCIUC,26 MAY 1969,USA,7h1,,"Eugene, OR (USA)",22 JUN 2001,1109
87,8:33.15,,Stuart STOKES,05 DEC 1976,GBR,2,,Birmingham (GBR),15 JUL 2001,1108
88,8:33.48,,Peter NOWILL,15 JUN 1979,AUS,1,,Melbourne (AUS),06 DEC 2001,1107
89,8:33.53,,Mário TEIXEIRA,20 SEP 1974,POR,1,,Maia (POR),14 JUL 2001,1107
90,8:33.71,,Christian KNOBLICH,01 OCT 1976,GER,10,,Milano (ITA),06 JUN 2001,1106
91,8:33.75,,Carlos SUÁREZ,29 SEP 1975,ESP,9,,Valencia (ESP),21 JUL 2001,1106
92,8:33.90,,Petros MONYANI,29 MAR 1976,RSA,1,,Durban (RSA),03 MAR 2001,1105
93,8:34.00,,Michael NEJEDLÝ,01 OCT 1969,CZE,1,,Rehlingen (GER),04 JUN 2001,1105
94,8:34.01,,Marcin GRZEGORZEWSKI,05 JUN 1978,POL,7,,Bydgoszcz (POL),15 JUN 2001,1105
95,8:34.08,,Gianni CREPALDI,19 OCT 1968,ITA,11,,Milano (ITA),06 JUN 2001,1104
96,8:34.12,,Vincent LE DAUPHIN,28 JUN 1976,FRA,2,,Vanves (FRA),25 MAY 2001,1104
97,8:34.66,,Giuseppe MAFFEI,28 JAN 1974,ITA,6,,Linz (AUT),20 AUG 2001,1102
98,8:34.93,,Taoufik FAOUZI,1973,MAR,1,,Rabat (MAR),23 MAY 2001,1100
99,8:35.06,,Kim BERGDAHL,05 MAR 1978,FIN,1,,Kuortane (FIN),17 JUN 2001,1100
100,8:35.08,,Roman USOV,04 JUN 1978,RUS,6,,Beijing (CHN),29 AUG 2001,1100
101,8:35.17,,Julius Kipling CHELULE,25 DEC 1978,KEN,4,,Cottbus (GER),18 JUL 2001,1099
102,8:35.21,,José Salvador MIRANDA DÍAZ,22 AUG 1971,MEX,8,,"Portland, OR (USA)",03 JUN 2001,1099
103,8:35.23,,Marcus HAGMANN,03 JUL 1975,SUI,2,,Rehlingen (GER),04 JUN 2001,1099
104,8:35.85,,Pavel POTAPOVICH,26 NOV 1980,RUS,1,,"Olympisch Stadion, Amsterdam (NED)",14 JUL 2001,1096
105,8:36.20,,Damian KALLABIS,10 JUN 1973,GER,8,,Linz (AUT),20 AUG 2001,1095
106,8:36.22,,Vadim SLOBODENYUK,17 MAR 1981,UKR,2,,Kyiv (UKR),02 JUL 2001,1095
107,8:36.23,,Antonio Manuel MARTÍNEZ,20 DEC 1978,ESP,3,,Málaga (ESP),28 JUL 2001,1095
108,8:36.25,,Wenli SUN,09 FEB 1978,CHN,1,,Guangzhou (CHN),19 NOV 2001,1095
109,8:36.33,,Martin DENT,08 FEB 1979,AUS,2,,Melbourne (AUS),06 DEC 2001,1094
110,8:36.45,,Jared CORDES,27 JUL 1977,USA,3,,"Palo Alto, CA (USA)",04 MAY 2001,1094
111,8:36.48,,Wataru IZUMI,22 SEP 1972,JPN,2,,Osaka (JPN),24 MAY 2001,1094
112,8:36.59,,Samuel MAYISELA,02 SEP 1970,RSA,2,,Durban (RSA),03 MAR 2001,1093
113,8:36.61,,César PÉREZ,04 JUL 1975,ESP,2,,Maia (POR),14 JUL 2001,1093
114,8:37.02,,Tuomo LEHTINEN,02 FEB 1979,FIN,2,,Kuortane (FIN),17 JUN 2001,1091
115,8:37.57,,Peter Korir KIPKASI,1973,KEN,3,,Maia (POR),14 JUL 2001,1089
116,8:37.73,,Florin IONESCU,03 FEB 1971,ROU,12,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1088
117,8:37.90,,Marc OSTENDARP,24 JAN 1973,GER,2,,Stuttgart (GER),01 JUL 2001,1088
118,8:38.01,,Andrew TATE,27 NOV 1977,USA,3,,"Walnut, CA (USA)",20 APR 2001,1087
119,8:38.03,,Joel KGOKONG,13 OCT 1975,RSA,3,,Durban (RSA),03 MAR 2001,1087
120,8:38.1h,,David KIRWA,01 AUG 1985,KEN,1,,Nairobi (KEN),10 MAY 2001,1087
121,8:38.25,,Michał KACZMAREK,19 SEP 1977,POL,3,,Bydgoszcz (POL),29 JUN 2001,1086
122,8:38.46,,Christian STEPHENSON,22 JUL 1974,GBR,2,,Wythenshawe (GBR),23 MAY 2001,1085
123,8:38.56,,Iaroslav MUȘINSCHI,08 AUG 1976,MDA,2,,Bucureşti (ROU),09 JUN 2001,1085
124,8:38.62,,Angelo GIARDIELLO,18 FEB 1970,ITA,4,,Formia (ITA),14 JUL 2001,1084
125,8:38.74,,Raúl MOYA,18 JAN 1979,ESP,2,,Gavá (ESP),10 JUN 2001,1084
126,8:38.85,,Jiawei SUN,03 JAN 1978,CHN,2,,Guangzhou (CHN),19 NOV 2001,1083
127,8:38.91,,Aleksey GURKIN,28 MAR 1979,RUS,2,,Tula (RUS),12 JUL 2001,1083
128,8:38.93,,Dave SMITH,,USA,1,,"Columbia, SC (USA)",11 APR 2001,1083
129,8:38.95,,Tony COSEY,05 OCT 1974,USA,9,,"Portland, OR (USA)",03 JUN 2001,1083
130,8:39.02,,Joan HERRERA,13 MAR 1973,ESP,4,,Maia (POR),14 JUL 2001,1083
