Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:00.90,,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,1,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1254
2,8:01.74,,Ezekiel KEMBOI,25 MAY 1982,KEN,1,,"Letzigrund, Zürich (SUI)",19 AUG 2010,1250
3,8:02.07,,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1248
4,8:02.52,,Mahiedine MEKHISSI,15 MAR 1985,FRA,1,,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010,1246
5,8:03.72,,Bouabdellah TAHRI,20 DEC 1978,FRA,1,,Metz (FRA),29 JUN 2010,1241
6,8:03.81,,Benjamin KIPLAGAT,04 MAR 1989,UGA,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,1240
7,8:06.44,,Richard Kipkemboi MATEELONG,14 OCT 1983,KEN,5,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1228
8,8:09.12,,Tarik Langat AKDAG,16 JUN 1988,KEN,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",14 MAY 2010,1216
9,8:09.63,,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,6,,"Letzigrund, Zürich (SUI)",19 AUG 2010,1214
10,8:09.87,,Roba GARI,12 APR 1982,ETH,2,,"Poljud Stadion, Split (CRO)",05 SEP 2010,1212
11,8:12.42,,Silas Kosgei KITUM,25 MAY 1990,KEN,2,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1201
12,8:12.93,,Elijah CHELIMO,20 APR 1987,KEN,3,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1198
13,8:13.29,,Daniel HULING,16 JUL 1983,USA,4,,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,1197
14,8:16.22,,Bernard NGANGA,17 JAN 1985,KEN,1,,Sotteville-lès-Rouen (FRA),12 JUN 2010,1184
15,8:16.46,,Michael KIPYEGO,02 OCT 1983,KEN,8,,"Suhaim bin Hamad Stadium, Doha (QAT)",14 MAY 2010,1182
16,8:16.50,,Ruben RAMOLEFI,17 JUL 1978,RSA,9,,"Suhaim bin Hamad Stadium, Doha (QAT)",14 MAY 2010,1182
17,8:16.68,,Bisluke Kipkorir KIPLAGAT,08 AUG 1988,KEN,3,,Daegu (KOR),19 MAY 2010,1181
18,8:17.21,,Tareq Mubarak TAHER,01 DEC 1986,BRN,4,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1179
19,8:17.71,,Brahim TALEB,16 FEB 1985,MAR,1,,Heusden-Zolder (BEL),10 JUL 2010,1177
20,8:17.92,,Abdellatif CHEMLAL,11 JAN 1982,MAR,4,,Rabat (MAR),06 JUN 2010,1176
21,8:18.23,,Tomasz SZYMKOWIAK,05 JUL 1983,POL,8,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1175
22,8:18.48,,Linus Kipwambok CHUMBA,09 FEB 1980,KEN,5,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1173
23,8:18.84,,Nahom Mesfin TARIKU,03 JUN 1989,ETH,1,,Sapporo (JPN),14 JUN 2010,1172
24,8:19.25,,Jonathan Muia NDIKU,18 SEP 1991,KEN,2,,Nairobi (KEN),26 JUN 2010,1170
25,8:19.50,,Hillary Kipsang YEGO,02 APR 1992,KEN,3,,Heusden-Zolder (BEL),10 JUL 2010,1169
26,8:19.64,,Ivan LUKYANOV,31 JAN 1981,MDA,3,,"Estadio Olímpico, Barcelona (ESP)",01 AUG 2010,1168
27,8:19.67,,Patrick Kipyegon TERER,06 JUL 1989,KEN,2,,Bydgoszcz (POL),06 JUN 2010,1168
28,8:20.12,,Wesley KIPROTICH,01 AUG 1979,KEN,6,,Daegu (KOR),19 MAY 2010,1166
29,8:20.72,,Collins KOSGEI,04 AUG 1986,KEN,3,,Bydgoszcz (POL),06 JUN 2010,1163
