Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:58.83,,Jairus Kipchoge BIRECH,14 DEC 1992,KEN,1,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1264
2,8:00.45,,Evan JAGER,08 MAR 1989,USA,2,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1256
3,8:01.71,,Ezekiel KEMBOI,25 MAY 1982,KEN,1,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1250
4,8:05.20,,Conseslus KIPRUTO,08 DEC 1994,KEN,3,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1234
5,8:10.09,,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,4,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1211
6,8:10.24,,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,,"Letzigrund, Zürich (SUI)",03 SEP 2015,1211
7,8:11.64,,Jonathan Muia NDIKU,18 SEP 1991,KEN,1,,"National Stadium, Beijing (CHN)",20 MAY 2015,1204
8,8:12.68,,Clement Kimutai KEMBOI,10 FEB 1992,KEN,5,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1200
9,8:13.10,,Hillary Kipsang YEGO,02 APR 1992,KEN,4,,"Olympic Stadium, London (GBR)",25 JUL 2015,1198
10,8:13.37,,Donald CABRAL,12 DEC 1989,USA,2,,"Hayward Field, Eugene, OR (USA)",28 JUN 2015,1196
11,8:14.11,,Daniel HULING,16 JUL 1983,USA,3,,"Hayward Field, Eugene, OR (USA)",28 JUN 2015,1193
12,8:14.75,,John KOECH,23 AUG 1995,BRN,3,,"National Stadium, Beijing (CHN)",20 MAY 2015,1190
13,8:15.66,,Bernard NGANGA,17 JAN 1985,KEN,4,,"National Stadium, Beijing (CHN)",20 MAY 2015,1186
14,8:16.54,,Hicham SIGUENI,30 JAN 1993,MAR,1,,"Olympiastadion, Stockholm (SWE)",30 JUL 2015,1182
15,8:16.56,,Brahim TALEB,16 FEB 1985,MAR,2,,"Olympiastadion, Stockholm (SWE)",30 JUL 2015,1182
16,8:18.08,,Andrew BAYER,03 FEB 1990,USA,6,,"Olympic Stadium, London (GBR)",25 JUL 2015,1175
17,8:18.38,,Yoann KOWAL,28 MAY 1987,FRA,6,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",14 JUN 2015,1174
18,8:18.49,,Ilgizar SAFIULIN,09 DEC 1992,RUS,10,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1173
19,8:18.51,,Lawrence Kemboi KIPSANG,15 JUN 1993,KEN,5,,"National Stadium, Beijing (CHN)",20 MAY 2015,1173
20,8:18.63,,Matthew HUGHES,03 AUG 1989,CAN,8,,"National Stadium, Beijing (CHN)",24 AUG 2015,1173
21,8:18.78,,Hamid EZZINE,05 OCT 1983,MAR,6,,"National Stadium, Beijing (CHN)",20 MAY 2015,1172
22,8:19.26,,Nicholas Kiptonui BETT,20 DEC 1996,KEN,1,,Heusden-Zolder (BEL),18 JUL 2015,1170
23,8:19.30,,Amor BEN YAHIA,01 JUL 1985,TUN,7,,"National Stadium, Beijing (CHN)",20 MAY 2015,1170
24,8:19.85,,Roberto ALAIZ,20 JUL 1990,ESP,9,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1167
25,8:19.90,,Taylor MILNE,14 SEP 1981,CAN,2,,Heusden-Zolder (BEL),18 JUL 2015,1167
26,8:20.38,,Abel Kiprop MUTAI,02 OCT 1988,KEN,8,,"Shanghai Stadium, Shanghai (CHN)",17 MAY 2015,1165
27,8:21.15,,Bilal TABTI,07 JUN 1993,ALG,1,,Amiens (FRA),27 JUN 2015,1161
28,8:21.22,,Krystian ZALEWSKI,11 APR 1989,POL,9,,"National Stadium, Beijing (CHN)",24 AUG 2015,1161
29,8:21.59,,Tarik Langat AKDAG,16 JUN 1988,TUR,1,,Mersin (TUR),31 MAY 2015,1159
30,8:21.78,,Fernando CARRO,01 APR 1992,ESP,3,,Heusden-Zolder (BEL),18 JUL 2015,1159
31,8:21.89,,Mitko TSENOV,13 JUN 1993,BUL,5,,"Olympiastadion, Stockholm (SWE)",30 JUL 2015,1158
32,8:21.93,,Barnabas KIPYEGO,12 JUN 1995,KEN,11,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1158
33,8:22.10,,Abraham KIBIWOT,06 APR 1996,KEN,8,,"Olympic Stadium, London (GBR)",25 JUL 2015,1157
34,8:22.38,,Sebastián MARTOS,20 JUN 1989,ESP,13,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1156
35,8:22.46,,Víctor GARCÍA,13 MAR 1985,ESP,9,,"Olympic Stadium, London (GBR)",25 JUL 2015,1156
36,8:22.49,,Halil AKKAŞ,01 JUL 1983,TUR,4,,Heusden-Zolder (BEL),18 JUL 2015,1155
37,8:22.9h,,Tolosa NURGI,29 MAR 1990,ETH,1,,Montbéliard (FRA),05 JUN 2015,1154
38,8:22.96,,Hillary Cheserek KEMBOI,1986,KEN,2,,Brazzaville (CGO),13 SEP 2015,1153
39,8:23.0h,,Nikolay CHAVKIN,24 APR 1984,RUS,2,,Montbéliard (FRA),05 JUN 2015,1153
40,8:23.93,,Stanley Kipkoech KEBENEI,06 NOV 1989,USA,1f1,,"Palo Alto, CA (USA)",02 MAY 2015,1149
41,8:24.19,,Hailemariyam AMARE,22 FEB 1997,ETH,3,,Brazzaville (CGO),13 SEP 2015,1148
42,8:24.26,,Joash KIPLIMO,21 MAY 1991,KEN,1,,Nairobi (KEN),11 JUL 2015,1148
43,8:24.58,,Mohamed ISMAIL,01 JAN 1997,DJI,7,,"Olympiastadion, Stockholm (SWE)",30 JUL 2015,1146
44,8:24.65,,Hichem BOUCHICHA,19 MAY 1989,ALG,2,,Amiens (FRA),27 JUN 2015,1146
45,8:24.81,,Geofrey NGENO,11 JAN 1994,KEN,3,,Nairobi (KEN),11 JUL 2015,1145
46,8:24.84,,Alexandre GENEST,30 JUN 1986,CAN,3f1,,"Palo Alto, CA (USA)",02 MAY 2015,1145
47,8:25.04,,Haron LAGAT,15 AUG 1983,KEN,5,,Heusden-Zolder (BEL),18 JUL 2015,1144
48,8:25.54,,Patrick CHURKOR,17 FEB 1991,KEN,2,,Mungyeong (KOR),08 OCT 2015,1142
49,8:25.56,,Tafese SOBOKA,29 SEP 1993,ETH,1,,Hérouville (FRA),18 JUN 2015,1142
50,8:25.74,,Cory LESLIE,24 OCT 1989,USA,4,,"Stadion Juliska, Praha (CZE)",08 JUN 2015,1141
51,8:25.82,,Chala BEYO,18 JAN 1996,ETH,4,,"Todoroki Stadium, Kawasaki (JPN)",10 MAY 2015,1141
52,8:25.99,,Wilson MARABA,1986,KEN,4,,Nairobi (KEN),11 JUL 2015,1140
53,8:26.24,,Festus KIPRONO,29 DEC 1995,KEN,12,,"Shanghai Stadium, Shanghai (CHN)",17 MAY 2015,1139
