Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,14:49.36,,Gete WAMI,11 DEC 1974,ETH,1,,Dortmund (GER) (i),11 FEB 2001,1209
2,14:55.99,,Irina MIKITENKO,23 AUG 1972,GER,2,,Dortmund (GER) (i),11 FEB 2001,1195
3,15:07.33,,Marla RUNYAN,04 JAN 1969,USA,1,,"New York, NY (USA) (i)",18 FEB 2001,1173
4,15:27.99,,Barak AYSEN,09 SEP 1975,TUR,3,,Dortmund (GER) (i),11 FEB 2001,1133
5,15:38.59,,Leah MALOT,07 JUN 1972,KEN,4,,Dortmund (GER) (i),11 FEB 2001,1112
6,15:54.54,,Breeda DENNEHY-WILLIS,02 FEB 1970,IRL,1,,"Tallahassee, FL (USA) (i)",16 MAR 2001,1082
7,15:55.43,,Larissa KLEINMANN,10 SEP 1978,GER,1,,"Fayetteville, AR (USA) (i)",26 JAN 2001,1080
8,16:08.61,,Jodie HUGHES,14 APR 1980,USA,1,,"Fayetteville, AR (USA) (i)",09 MAR 2001,1056
9,16:09.07,,Gina PROCACCIO,19 JUL 1964,USA,1,,"University Park, PA (USA) (i)",26 JAN 2001,1055
9,16:09.07,,Erica PALMER,22 NOV 1979,CAN,1,,"University Park, PA (USA) (i)",09 FEB 2001,1055
11,16:10.63,,Kristin IHLE-HELLEDY,12 APR 1969,USA,1,,"Minneapolis, MN (USA) (i)",20 JAN 2001,1052
12,16:11.65,,Jennifer CRAIN,12 FEB 1968,USA,1,,"Minneapolis, MN (USA) (i)",27 JAN 2001,1050
13,16:13.58,,Tara CHAPLIN,30 OCT 1980,USA,2,,"Fayetteville, AR (USA) (i)",09 MAR 2001,1046
14,16:14.13,,Marna KRUPPA,14 APR 1981,USA,3,,"Fayetteville, AR (USA) (i)",09 MAR 2001,1045
15,16:19.44,,Elizabeth JACKSON,27 OCT 1977,USA,4,,"Fayetteville, AR (USA) (i)",09 MAR 2001,1035
16,16:19.91,,Kimberly FITCHEN-YOUNG,03 SEP 1968,USA,2,,"Fayetteville, AR (USA) (i)",26 JAN 2001,1035
