Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,15:45.72,,Kristin BEANEY-CHISUM,30 JUN 1972,USA,1,,"Boston, MA (USA) (i)",09 FEB 2002,1099
2,15:59.38,,Breeda DENNEHY-WILLIS,02 FEB 1970,IRL,2,,"Boston, MA (USA) (i)",09 FEB 2002,1073
3,16:00.36,,Marie DAVENPORT-MCMAHON,24 JAN 1975,IRL,3,,"Boston, MA (USA) (i)",09 FEB 2002,1071
4,16:02.96,,Kate O'NEILL,29 JUL 1980,USA,1,,"Boston, MA (USA) (i)",07 DEC 2002,1066
5,16:03.75,,Laura O'NEILL,29 JUL 1980,USA,2,,"Boston, MA (USA) (i)",07 DEC 2002,1065
6,16:08.15,,Kristin PRICE,25 NOV 1981,USA,1,,"Chapel Hill, NC (USA) (i)",15 FEB 2002,1056
7,16:10.57,,Sarah DUPRÉ-HEALY,29 MAR 1976,CAN,1,,"Boston, MA (USA) (i)",25 JAN 2002,1052
8,16:12.26,,Renee BAILLIE,25 DEC 1981,USA,2,,"Chapel Hill, NC (USA) (i)",15 FEB 2002,1049
9,16:12.28,,Siri Merete ALFHEIM,06 JUL 1976,NOR,1,,"Fayetteville, AR (USA) (i)",08 MAR 2002,1049
10,16:12.41,,Amy BEYKIRCH,29 JUN 1979,USA,3,,"Chapel Hill, NC (USA) (i)",15 FEB 2002,1048
11,16:13.55,,Maria CICERO,01 MAY 1983,USA,2,,"Boston, MA (USA) (i)",25 JAN 2002,1046
12,16:13.75,,Melissa GULLI,22 NOV 1979,USA,2,,"Fayetteville, AR (USA) (i)",08 MAR 2002,1046
13,16:13.82,,Jodie HUGHES,14 APR 1980,USA,3,,"Fayetteville, AR (USA) (i)",08 MAR 2002,1046
14,16:13.99,,Tara NORTHCUTT,13 JUN 1979,USA,4,,"Fayetteville, AR (USA) (i)",08 MAR 2002,1046
15,16:16.10,,Molly AUSTIN,25 JAN 1980,USA,5,,"Fayetteville, AR (USA) (i)",08 MAR 2002,1042
