Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,14:30.79,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2020,1246
2,14:48.51,Vanessa FRASER,27 JUL 1995,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2020,1210
3,14:51.91,Emily INFELD,21 MAR 1990,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2020,1204
4,14:58.67,Jenny SIMPSON,23 AUG 1986,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",14 FEB 2020,1190
5,15:02.91,Courtney FRERICHS,18 JAN 1993,USA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2020,1182
6,15:07.44,Emily LIPARI,19 NOV 1992,USA,1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",01 FEB 2020,1173
7,15:10.98,Gwen JORGENSEN,25 APR 1986,USA,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2020,1166
8,15:11.19,Taylor WERNER,01 MAY 1998,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",07 DEC 2019,1165
9,15:12.33,Jessica TONN,15 FEB 1992,USA,6f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2020,1163
10,15:13.04,Sharon LOKEDI,10 MAR 1994,KEN,2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",01 FEB 2020,1162
11,15:13.09,Katie IZZO,22 DEC 1996,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",07 DEC 2019,1162
12,15:14.71,Weini KELATI FREZGHI,01 DEC 1996,ERI,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",07 DEC 2019,1159
13,15:14.76,Erika KEMP,26 JAN 1995,USA,7f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2020,1158
14,15:17.11,Danielle JONES,21 AUG 1996,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",14 FEB 2020,1154
15,15:19.71,Allie OSTRANDER,24 DEC 1996,USA,8f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2020,1149
16,15:20.73,Marielle HALL,28 JAN 1992,USA,9f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2020,1147
17,15:20.84,Dominique SCOTT,24 JUN 1992,RSA,3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",01 FEB 2020,1147
18,15:22.98,Whittni ORTON,22 OCT 1997,USA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",07 DEC 2019,1142
19,15:25.11,Nicole HUTCHINSON,17 JUN 1997,CAN,4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",01 FEB 2020,1138
20,15:25.33,Bethany HASZ,09 SEP 1997,USA,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",07 DEC 2019,1138
21,15:25.41,Carmela CARDAMA,04 DEC 1996,ESP,6f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",07 DEC 2019,1138
22,15:25.59,Heidi SEE,09 AUG 1989,AUS,10f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2020,1137
23,15:26.22,Makena MORLEY,21 NOV 1996,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",14 FEB 2020,1136
24,15:26.91,Danielle SHANAHAN,13 AUG 1994,USA,7f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",07 DEC 2019,1135
25,15:32.72,Amy-Eloise NEALE,05 AUG 1995,GBR,11f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2020,1124
26,15:34.33,Verity OCKENDEN,31 AUG 1991,GBR,8f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",07 DEC 2019,1120
27,15:37.82,Joyce KIMELI,,KEN,9f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",07 DEC 2019,1114
28,15:37.83,Ednah KURGAT,15 JUN 1991,USA,10f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",07 DEC 2019,1114
29,15:37.90,Courtney WAYMENT,04 AUG 1998,USA,11f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",07 DEC 2019,1114
30,15:39.03,Megan HASZ,09 SEP 1997,USA,12f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",07 DEC 2019,1111
31,15:40.45,Elly HENES,13 OCT 1998,USA,1f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2020,1109
32,15:40.67,Abbey WHEELER,29 OCT 1998,USA,1f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",07 DEC 2019,1108
33,15:43.05,Paige STONER,31 JAN 1996,USA,12f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2020,1104
34,15:44.13,Victoria GERLACH,02 JUN 1994,USA,2f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2020,1102
35,15:44.99,Katrina COOGAN,15 NOV 1993,USA,5,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",01 FEB 2020,1100
36,15:45.59,Yekaterina ISHOVA,17 JAN 1989,RUS,1,,"LFK CSKA, Moskva (RUS)",27 FEB 2020,1099
37,15:47.48,Aisling CUFFE,12 SEP 1993,USA,3f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2020,1095
