Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,14:52.21,Natosha ROGERS,07 MAY 1991,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1203
2,14:59.65,Sarah INGLIS,28 AUG 1991,GBR,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1188
3,15:01.34,Fiona O'KEEFFE,24 MAY 1998,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1185
4,15:04.74,Emily INFELD,21 MAR 1990,USA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1178
5,15:08.22,Annie RODENFELS,24 JUL 1996,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1171
6,15:15.64,Julie-Anne STAEHLI,21 DEC 1993,CAN,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1157
7,15:15.92,Katelyn TUOHY,18 MAR 2002,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1156
8,15:17.97,Hilda CHEBET,02 DEC 2003,KEN,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1152
9,15:18.12,Mercy CHELANGAT,11 JUL 1997,KEN,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1152
10,15:18.58,Susan Lokayo EJORE,09 NOV 1995,KEN,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1151
11,15:19.21,Aisha PRAUGHT-LEER,14 DEC 1989,JAM,6f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1150
12,15:24.26,Natalie COOK,14 MAY 2003,USA,7f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1140
13,15:25.94,Susanna SULLIVAN,13 MAY 1990,USA,6f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1137
14,15:27.83,Kelsey CHMIEL,01 AUG 2001,USA,8f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1133
15,15:29.54,Carrie VERDON,08 MAR 1994,USA,7f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1130
16,15:31.25,Annie RODENFELS,24 JUL 1996,USA,8f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1126
17,15:32.82,Aubrey FRENTHEWAY,,USA,9f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1123
18,15:32.91,Maddie ALM,09 JAN 1993,USA,10f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1123
19,15:33.27,Grace MOORE,16 OCT 1998,USA,11f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1123
20,15:33.37,Eilish FLANAGAN,02 MAY 1997,IRL,12f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1122
21,15:33.72,Ella BARAN,,USA,1f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1122
22,15:33.74,Elise STEARNS,,USA,9f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1122
23,15:34.61,Lauren GREGORY,25 JUL 1999,USA,10f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1120
24,15:35.49,Esther GITAHI,,KEN,2f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1118
25,15:35.61,Sydney SEYMOUR,,USA,3f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1118
26,15:37.47,Gracelyn LARKIN,2001,CAN,4f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1114
27,15:37.98,Bojana BJELJAC,10 APR 1989,CRO,1,,"Velesajam Hall, Zagreb (CRO)",18 FEB 2023,1113
28,15:38.59,Jasmine FEHR,1999,CAN,13f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1112
29,15:39.11,Amy DAVIS,15 FEB 1997,USA,1,,"Gately Indoor TF Center, Chicago, IL (USA)",10 FEB 2023,1111
30,15:40.41,Zofia DUDEK,25 DEC 2001,POL,5f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1109
31,15:41.30,Lindsay CUNNINGHAM,,USA,1,,"Virginia Beach Sports Center, Virginia Beach, VA (USA)",10 MAR 2023,1107
32,15:42.19,Aubrey FRENTHEWAY,,USA,6f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1105
33,15:42.20,Ella DONAGHU,13 APR 1998,USA,14f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1105
34,15:42.48,Amanda VESTRI,01 SEP 1999,USA,1f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1105
35,15:42.58,Lucy JENKS,,USA,7f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1105
36,15:43.09,Brynn BROWN,27 AUG 2003,USA,8f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1104
37,15:43.55,Kassie PARKER,,USA,9f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1103
38,15:43.98,Maggie DONAHUE,,USA,10f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1102
39,15:44.05,Bethany HASZ,09 SEP 1997,USA,11f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1102
40,15:44.48,Mercy CHELANGAT,11 JUL 1997,KEN,1,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",24 FEB 2023,1101
41,15:44.95,Annamaria KOSTARELLIS,12 AUG 1999,USA,15f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1100
42,15:45.11,McKenna LEE,,USA,11f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1100
43,15:45.48,Alexandra HAYS,,USA,12f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1099
44,15:46.28,Ellie SHEA,06 SEP 2005,USA,1f3,,"The Track at New Balance, Boston, MA (USA)",11 MAR 2023,1098
45,15:47.54,Jessy LACOURSE,05 FEB 1997,CAN,12f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1095
46,15:47.88,Brianna ROBLES,,USA,1f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1095
47,15:48.66,Lindsay CUNNINGHAM,,USA,1f2,,"Myers Fieldhouse, Mankato, MN (USA)",25 FEB 2023,1093
48,15:50.70,Daisy LILJEGREN,,USA,2f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1089
49,15:50.83,Carmen RIAÑO,08 NOV 2001,ESP,2f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1089
50,15:51.12,Gionna QUARZO,,USA,3f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1088
51,15:51.26,Brianna ROBLES,,USA,2,,"Virginia Beach Sports Center, Virginia Beach, VA (USA)",10 MAR 2023,1088
52,15:51.39,Halle HAMILTON,,USA,3f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1088
53,15:51.87,Kelsey HARRINGTON,,USA,13f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1087
54,15:52.90,India JOHNSON,,USA,14f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1085
55,15:53.37,Billie HATCH,26 MAR 1999,USA,4f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1084
56,15:54.27,Samree DISHON,,ETH,15f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",03 DEC 2022,1082
57,15:55.03,Maeve STILES,,USA,1f19,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1081
58,15:55.54,Kelsey CHMIEL,01 AUG 2001,USA,1,,"Norton Sports Center, Louisville, KY (USA)",23 FEB 2023,1080
59,15:55.69,Jacqueline GAUGHAN,1999,USA,4f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1080
60,15:55.89,Elia TON-THAT,10 DEC 2004,USA,5f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1079
61,15:55.92,Holly REES,05 JUN 1993,GBR,6f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,1079
62,15:57.18,Sydney SEYMOUR,,USA,2,,"Norton Sports Center, Louisville, KY (USA)",23 FEB 2023,1077
