Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,15:13.76,Emily SISSON,12 OCT 1991,USA,1,,"Boston, MA (USA)",25 FEB 2018,1160
2,15:17.31,Karissa SCHWEIZER,04 MAY 1996,USA,1f1,,"Boston, MA (USA)",02 DEC 2017,1153
3,15:19.03,Ednah KURGAT,15 JUN 1991,USA,2f1,,"Boston, MA (USA)",02 DEC 2017,1150
4,15:37.03,Weini KELATI FREZGHI,01 DEC 1996,ERI,3f1,,"Boston, MA (USA)",02 DEC 2017,1115
5,15:37.06,Yelena SEDOVA,01 MAR 1990,RUS,1,,Moskva (RUS),14 FEB 2018,1115
6,15:37.12,Katelyn TUOHY,18 MAR 2002,USA,1,,"Lynchburg, VA (USA)",20 JAN 2018,1115
7,15:39.05,Sharon LOKEDI,10 MAR 1994,KEN,4f1,,"Boston, MA (USA)",02 DEC 2017,1111
8,15:39.24,Olga KUNGINA,17 DEC 1986,RUS,2,,Moskva (RUS),14 FEB 2018,1111
9,15:43.23,Karissa SCHWEIZER,04 MAY 1996,USA,1,,"College Station, TX (USA)",09 MAR 2018,1103
10,15:43.28,Svetlana SIMAKOVA,12 JUN 1987,RUS,3,,Moskva (RUS),14 FEB 2018,1103
11,15:43.84,Elly HENES,13 OCT 1998,USA,1f2,,"Winston Salem, NC (USA)",16 FEB 2018,1102
12,15:44.45,Grayson MURPHY,28 JUN 1995,USA,5f1,,"Boston, MA (USA)",02 DEC 2017,1101
13,15:46.85,Alice WRIGHT,03 NOV 1994,GBR,6f1,,"Boston, MA (USA)",02 DEC 2017,1097
14,15:47.46,Ednah KURGAT,15 JUN 1991,USA,2,,"College Station, TX (USA)",09 MAR 2018,1095
15,15:48.10,Katherine RECEVEUR,19 JAN 1996,USA,1,,"Bloomington, IN (USA)",08 DEC 2017,1094
16,15:49.29,Elly HENES,13 OCT 1998,USA,7f1,,"Boston, MA (USA)",02 DEC 2017,1092
17,15:50.25,Lauren LAROCCO,15 FEB 1996,USA,8f1,,"Boston, MA (USA)",02 DEC 2017,1090
18,15:52.95,Sharon LOKEDI,10 MAR 1994,KEN,3,,"College Station, TX (USA)",09 MAR 2018,1085
19,15:53.16,Jessica DROP,07 OCT 1998,USA,4,,"College Station, TX (USA)",09 MAR 2018,1085
20,15:54.30,Danielle SHANAHAN,13 AUG 1994,USA,9f1,,"Boston, MA (USA)",02 DEC 2017,1082
21,15:56.22,Anna BELOKOBYLSKAYA,10 OCT 1995,RUS,4,,Moskva (RUS),14 FEB 2018,1079
22,15:56.38,Sitora KHAMIDOVA,12 MAY 1989,UZB,1,,Tashkent (UZB),26 JAN 2018,1078
23,15:56.73,Weini KELATI FREZGHI,01 DEC 1996,ERI,5,,"College Station, TX (USA)",09 MAR 2018,1078
24,15:56.76,Megan CUNNINGHAM,01 MAR 1995,USA,1,,"College Station, TX (USA)",25 FEB 2018,1078
25,15:56.97,Erin CLARK,25 OCT 1994,USA,6,,"College Station, TX (USA)",09 MAR 2018,1077
26,15:57.54,Caroline SANG,,USA,1,,"Birmingham, AL (USA)",17 FEB 2018,1076
27,15:59.08,Rosie DONEGAN,01 JUL 1993,AUS,1f2,,"Boston, MA (USA)",02 DEC 2017,1073
28,16:00.80,Elly HENES,13 OCT 1998,USA,7,,"College Station, TX (USA)",09 MAR 2018,1070
29,16:02.63,Lyudmila LEBEDEVA,23 MAY 1990,RUS,5,,Moskva (RUS),14 FEB 2018,1067
30,16:04.37,Holly REES,05 JUN 1993,GBR,2f2,,"Boston, MA (USA)",02 DEC 2017,1063
31,16:04.60,Caroline SANG,,USA,10f1,,"Boston, MA (USA)",02 DEC 2017,1063
