Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,14:49.12,Laura MUIR,09 MAY 1993,GBR,1,,Glasgow (GBR),04 JAN 2017,1209
2,15:01.64,Molly HUDDLE,31 AUG 1984,USA,1,,"Boston, MA (USA)",26 FEB 2017,1184
3,15:02.10,Emily SISSON,12 OCT 1991,USA,2,,"Boston, MA (USA)",26 FEB 2017,1183
4,15:19.14,Karissa SCHWEIZER,04 MAY 1996,USA,1,,"College Station, TX (USA)",10 MAR 2017,1150
5,15:27.36,Erin FINN,19 NOV 1994,USA,2,,"College Station, TX (USA)",10 MAR 2017,1134
6,15:29.83,Anna ROHRER,24 FEB 1997,USA,3,,"College Station, TX (USA)",10 MAR 2017,1129
7,15:37.40,Karissa SCHWEIZER,04 MAY 1996,USA,1f1,,"Boston, MA (USA)",03 DEC 2016,1115
8,15:41.69,Allie BUCHALSKI,12 JAN 1995,USA,4,,"College Station, TX (USA)",10 MAR 2017,1106
9,15:42.29,Tess BARRETT,09 FEB 1996,USA,5,,"College Station, TX (USA)",10 MAR 2017,1105
10,15:43.95,Jordann MCDERMITT,23 APR 1996,USA,6,,"College Station, TX (USA)",10 MAR 2017,1102
11,15:46.13,Brianna ILARDA,19 FEB 1996,AUS,7,,"College Station, TX (USA)",10 MAR 2017,1098
12,15:49.16,Pippa WOOLVEN,26 JUL 1993,GBR,1f1,,"Boston, MA (USA)",27 JAN 2017,1092
13,15:49.26,Anne-Marie BLANEY,09 SEP 1993,USA,8,,"College Station, TX (USA)",10 MAR 2017,1092
14,15:50.30,Katherine RECEVEUR,19 JAN 1996,USA,1,,"Bloomington, IN (USA)",09 DEC 2016,1090
15,15:51.12,Katie MCMENAMIN,,USA,2f1,,"Boston, MA (USA)",03 DEC 2016,1088
16,15:51.55,Natalya LEONTYEVA,05 JUL 1987,RUS,1,,Moskva (RUS),21 FEB 2017,1088
17,15:52.02,Lyudmila LEBEDEVA,23 MAY 1990,RUS,2,,Moskva (RUS),21 FEB 2017,1087
18,15:52.37,Danielle SHANAHAN,13 AUG 1994,USA,3f1,,"Boston, MA (USA)",03 DEC 2016,1086
19,15:53.42,Yelena SEDOVA,01 MAR 1990,RUS,3,,Moskva (RUS),21 FEB 2017,1084
20,15:54.46,Sarah COLLINS,15 SEP 1994,IRL,4f1,,"Boston, MA (USA)",03 DEC 2016,1082
21,15:55.75,Brie OAKLEY,25 MAR 1999,USA,1f2,,"New York, NY (USA)",10 MAR 2017,1080
22,15:55.91,Brianna ILARDA,19 FEB 1996,AUS,5f1,,"Boston, MA (USA)",03 DEC 2016,1079
23,15:56.24,Alice WRIGHT,03 NOV 1994,GBR,9,,"College Station, TX (USA)",10 MAR 2017,1079
24,15:56.52,Erika KEMP,26 JAN 1995,USA,6f1,,"Boston, MA (USA)",03 DEC 2016,1078
25,15:56.54,Olivia PRATT,21 JAN 1994,USA,10,,"College Station, TX (USA)",10 MAR 2017,1078
26,15:57.41,Olivia PRATT,21 JAN 1994,USA,2,,"Bloomington, IN (USA)",09 DEC 2016,1077
27,15:58.50,Rachel SCHILKOWSKY,15 APR 1992,USA,1f1,,"Boston, MA (USA)",10 FEB 2017,1074
28,15:59.19,Erika KEMP,26 JAN 1995,USA,11,,"College Station, TX (USA)",10 MAR 2017,1073
29,16:00.93,Emily DURGIN,15 MAY 1994,USA,7f1,,"Boston, MA (USA)",03 DEC 2016,1070
30,16:01.54,Bridget LYONS,05 FEB 1988,USA,2f1,,"Boston, MA (USA)",27 JAN 2017,1069
31,16:01.93,Natalya KOLOSKOVA,19 JUL 1988,RUS,4,,Moskva (RUS),21 FEB 2017,1068
32,16:03.45,Regan ROME,26 MAR 1996,USA,3,,"Boston, MA (USA)",26 FEB 2017,1065
33,16:03.80,Lauren LAROCCO,15 FEB 1996,USA,12,,"College Station, TX (USA)",10 MAR 2017,1065
34,16:04.01,Rachel KOON,18 APR 1996,USA,8f1,,"Boston, MA (USA)",03 DEC 2016,1064
35,16:04.36,Anna FYODOROVA,24 JAN 1993,RUS,5,,Moskva (RUS),21 FEB 2017,1063
36,16:05.82,Marci KLIMEK,28 SEP 1987,USA,3f1,,"Boston, MA (USA)",27 JAN 2017,1061
37,16:07.26,Judy PENDERGAST,22 JAN 1998,USA,1,,"New York, NY (USA)",26 FEB 2017,1058
38,16:07.30,Maggie SCHMAEDICK,13 FEB 1995,USA,13,,"College Station, TX (USA)",10 MAR 2017,1058
39,16:07.66,Katie MATTHEWS,19 NOV 1990,USA,2f1,,"Boston, MA (USA)",10 FEB 2017,1057
40,16:07.85,Anne-Marie BLANEY,09 SEP 1993,USA,1f2,,"Birmingham, AL (USA)",24 FEB 2017,1057
41,16:08.80,Natalie TANNER,09 MAR 1995,GER,2,,"New York, NY (USA)",26 FEB 2017,1055
42,16:09.38,Holly REES,05 JUN 1993,GBR,9f1,,"Boston, MA (USA)",03 DEC 2016,1054
43,16:11.00,Holly REES,05 JUN 1993,GBR,3f1,,"Boston, MA (USA)",10 FEB 2017,1051
44,16:12.39,Makena MORLEY,21 NOV 1996,USA,14,,"College Station, TX (USA)",10 MAR 2017,1048
45,16:15.86,Olivia PRATT,21 JAN 1994,USA,1,,NY (USA),24 FEB 2017,1042
46,16:15.92,Charlotte IMER,05 MAY 1994,AUS,1f2,,"Charleston, IL (USA)",24 FEB 2017,1042
47,16:15.93,Anna ROHRER,24 FEB 1997,USA,1,,"Clemson, SC (USA)",10 FEB 2017,1042
48,16:16.05,Charlotte IMER,05 MAY 1994,AUS,3,,"Bloomington, IN (USA)",09 DEC 2016,1042
49,16:16.84,Hannah MILLER,21 NOV 1997,NZL,2f2,,"Birmingham, AL (USA)",24 FEB 2017,1040
50,16:18.71,Alexandria HACKETT,28 APR 1995,USA,1,,"Frisco, TX (USA)",10 FEB 2017,1037
51,16:19.36,Michaela HACKETT,28 APR 1995,USA,2,,"Frisco, TX (USA)",10 FEB 2017,1036
52,16:19.40,Bella BURDA,16 SEP 1997,USA,2,,NY (USA),24 FEB 2017,1035
53,16:22.94,Alice WRIGHT,03 NOV 1994,GBR,1,,"Albuquerque, NM (USA)",24 FEB 2017,1029
54,16:23.22,Alexis ZEIS,,USA,1,,"Birmingham, AL (USA)",09 MAR 2017,1028
55,16:23.85,Kendra FOLEY,,USA,2,,"Birmingham, AL (USA)",09 MAR 2017,1027
56,16:24.00,Grayson MURPHY,28 JUN 1995,USA,15,,"College Station, TX (USA)",10 MAR 2017,1027
57,16:25.19,Bethany SACHTLEBEN,09 FEB 1992,USA,1,,"Fairfax, VA (USA)",28 JAN 2017,1025
58,16:25.25,Annie BOTHMA,26 DEC 1995,RSA,1,,"Blacksburg, VA (USA)",21 JAN 2017,1025
59,16:25.26,Marci KLIMEK,28 SEP 1987,USA,4f1,,"Boston, MA (USA)",10 FEB 2017,1025
60,16:25.88,Annie BOTHMA,26 DEC 1995,RSA,1,,"Birmingham, AL (USA)",21 FEB 2017,1024
61,16:26.32,Brittney FEIVOR,17 OCT 1994,USA,3,,NY (USA),24 FEB 2017,1023
62,16:26.71,Paige STONER,31 JAN 1996,USA,4f1,,"Boston, MA (USA)",27 JAN 2017,1022
63,16:27.48,Laura PAULSEN,29 MAR 1989,USA,4,,"Boston, MA (USA)",26 FEB 2017,1021
64,16:27.74,Ryen FRAZIER,14 FEB 1997,USA,10f1,,"Boston, MA (USA)",03 DEC 2016,1020
65,16:27.92,Alexis ZEIS,,USA,1f2,,"Mankato, MN (USA)",25 FEB 2017,1020
66,16:28.15,Taryn CORDANI,,USA,1,,"Naperville, IL (USA)",10 MAR 2017,1019
67,16:28.49,Cleo WHITING,,USA,3,,"New York, NY (USA)",26 FEB 2017,1019
68,16:30.91,Kim RUCK,24 MAR 1989,USA,2,,"Clemson, SC (USA)",10 FEB 2017,1014
69,16:31.70,Winny KOECH,11 MAY 1996,KEN,1,,"Birmingham, AL (USA)",18 FEB 2017,1013
70,16:31.81,Amy REGAN,,USA,1,,"New York, NY (USA)",03 FEB 2017,1013
71,16:32.01,Caroline WILLIAMS,,USA,5f1,,"Boston, MA (USA)",27 JAN 2017,1012
72,16:32.53,Eden MEYER,12 MAY 1996,USA,1,,"Winston Salem, NC (USA)",24 FEB 2017,1011
73,16:33.20,Rachel HYLAND,13 JAN 1987,USA,6f1,,"Boston, MA (USA)",27 JAN 2017,1010
74,16:35.53,Alice WRIGHT,03 NOV 1994,GBR,1,,"Bozeman, MT (USA)",17 FEB 2017,1006
75,16:35.69,Erin FEENEY,,USA,4,,"New York, NY (USA)",26 FEB 2017,1006
76,16:36.06,Allie KLIMKIEWICZ,,USA,5,,"New York, NY (USA)",26 FEB 2017,1005
77,16:36.66,Alyssa RUDAWSKY,,USA,11f1,,"Boston, MA (USA)",03 DEC 2016,1004
78,16:36.74,Rachel HYLAND,13 JAN 1987,USA,5f1,,"Boston, MA (USA)",10 FEB 2017,1004
79,16:36.87,Elianna SHWAYDER,,USA,6,,"New York, NY (USA)",26 FEB 2017,1003
80,16:37.76,Jenna THURMAN,,USA,3,,"Birmingham, AL (USA)",09 MAR 2017,1002
81,16:38.06,Eileen STRESSLING,31 MAR 1996,USA,4,,"Birmingham, AL (USA)",09 MAR 2017,1001
82,16:39.34,Molly MCKENNA,1999,USA,1,,"Boston, MA (USA)",04 MAR 2017,999
83,16:39.56,Morgan BENESCH,,USA,5,,"Birmingham, AL (USA)",09 MAR 2017,999
84,16:39.99,Alyssa SCHNEIDER,16 APR 1993,USA,1f2,,"Chicago, IL (USA)",04 FEB 2017,998
84,16:39.99,Abby MCLAUGHLIN,08 APR 1998,USA,7,,"New York, NY (USA)",26 FEB 2017,998
86,16:41.46,Emily DURGIN,15 MAY 1994,USA,6f1,,"Boston, MA (USA)",10 FEB 2017,995
87,16:41.56,Maura HENDERSON,,USA,1,,"Boston, MA (USA)",18 FEB 2017,995
88,16:41.57,Michaela HACKETT,28 APR 1995,USA,1,,"Birmingham, AL (USA)",22 FEB 2017,995
89,16:41.59,Cali ROPER,27 OCT 1993,USA,1,,"College Station, TX (USA)",03 FEB 2017,995
90,16:41.95,Felicia KÖRNER,28 DEC 1996,GER,2,,"Fairfax, VA (USA)",28 JAN 2017,994
91,16:42.36,Audrey BELF,28 DEC 1996,USA,4,,NY (USA),24 FEB 2017,993
92,16:42.61,Caroline WILLIAMS,,USA,7f1,,"Boston, MA (USA)",10 FEB 2017,993
93,16:43.63,Emily MYERS,23 MAY 1994,USA,2,,"Albuquerque, NM (USA)",24 FEB 2017,991
94,16:44.24,Hannah MCINTYRE,06 JAN 1996,USA,6,,"Birmingham, AL (USA)",09 MAR 2017,990
95,16:44.51,Sophie SEWARD,,USA,7,,"Birmingham, AL (USA)",09 MAR 2017,990
96,16:44.81,Ericka RANDAZZO,,USA,2,,"Boston, MA (USA)",04 MAR 2017,989
97,16:44.98,Jordan O'DEA,29 DEC 1993,USA,3,,"Boston, MA (USA)",04 MAR 2017,989
98,16:45.38,Emily DURGIN,15 MAY 1994,USA,3f2,,"Birmingham, AL (USA)",24 FEB 2017,988
98,16:45.38,Coralea GERANIOTIS,,USA,4,,"Boston, MA (USA)",04 MAR 2017,988
100,16:45.55,Courtney AKERLEY,,USA,4f2,,"Birmingham, AL (USA)",24 FEB 2017,988
101,16:45.65,Katie LEMBO,11 APR 1996,USA,5,,NY (USA),24 FEB 2017,988
102,16:45.67,Hannah MCINTYRE,06 JAN 1996,USA,1f2,,"Findlay, OH (USA)",25 FEB 2017,987
103,16:46.09,Georgia PORTER,,USA,8,,"Birmingham, AL (USA)",09 MAR 2017,987
104,16:47.45,Cali ROPER,27 OCT 1993,USA,2,,"Birmingham, AL (USA)",18 FEB 2017,984
105,16:47.50,Julianne QUINN,27 OCT 1988,USA,1,,"Ithaca, NY (USA)",03 DEC 2016,984
106,16:47.59,Shelby CUDDEBACK,,USA,5,,"Boston, MA (USA)",04 MAR 2017,984
107,16:47.89,Stacie TAYLOR,12 OCT 1995,GBR,1f1,,"Birmingham, AL (USA)",24 FEB 2017,983
108,16:48.09,Sara PLATEK,20 OCT 1998,USA,2f2,,"New York, NY (USA)",10 MAR 2017,983
109,16:48.16,Kristen HECKERT,11 NOV 1986,USA,2f2,,"Chicago, IL (USA)",04 FEB 2017,983
110,16:48.19,Clarissa WHITING,,USA,8,,"New York, NY (USA)",26 FEB 2017,983
111,16:48.88,Andrea MASTERSON,,USA,9,,"New York, NY (USA)",26 FEB 2017,982
112,16:49.39,Alsu LENNEMAN,12 MAY 1994,RUS,1,,"Ypsilanti, MI (USA)",24 FEB 2017,981
113,16:49.40,Christine SHAW,1985,USA,7f1,,"Boston, MA (USA)",27 JAN 2017,981
114,16:49.71,Brenna PELOQUIN,,USA,3,,"Albuquerque, NM (USA)",24 FEB 2017,980
115,16:50.02,Jaclyn SOLIMINE,,USA,1f2,,"Boston, MA (USA)",24 FEB 2017,980
116,16:50.25,Darby GILFILLAN,,USA,4,,"Albuquerque, NM (USA)",24 FEB 2017,979
117,16:50.28,Kashley CARTER,14 APR 1997,USA,5,,"Albuquerque, NM (USA)",24 FEB 2017,979
118,16:50.70,Erin DIETZ,30 JUN 1997,USA,10,,"New York, NY (USA)",26 FEB 2017,978
119,16:51.08,Cara SHERMAN,,USA,6,,"Boston, MA (USA)",04 MAR 2017,978
120,16:51.45,Abrah MASTERSON,,USA,2,,"Naperville, IL (USA)",10 MAR 2017,977
121,16:51.76,Shannon PORTER,,USA,9,,"Birmingham, AL (USA)",09 MAR 2017,977
122,16:52.22,Audrey MILLER,,USA,3,,"Naperville, IL (USA)",10 MAR 2017,976
123,16:52.52,Joan JEPKIRUI,,KEN,2,,"Ypsilanti, MI (USA)",24 FEB 2017,975
124,16:52.59,Maura HENDERSON,,USA,2,,"New York, NY (USA)",03 FEB 2017,975
125,16:53.19,Shanoah SOUZA,,USA,5f2,,"Birmingham, AL (USA)",24 FEB 2017,974
126,16:53.31,Hannah PRESTON,,USA,8f1,,"Boston, MA (USA)",27 JAN 2017,974
127,16:53.52,Selena SIERRA,15 SEP 1993,USA,6f2,,"Birmingham, AL (USA)",24 FEB 2017,973
128,16:53.58,Erin MCLAUGHLIN,,USA,7,,"Boston, MA (USA)",04 MAR 2017,973
129,16:53.66,Chelsea LADD,,USA,7f2,,"Birmingham, AL (USA)",24 FEB 2017,973
130,16:53.70,Bethlehem TAYE,,USA,1,,"Winston Salem, NC (USA)",03 FEB 2017,973
131,16:53.77,Niamh O’CONNOR,19 FEB 2000,IRL,1f2,,"Boston, MA (USA)",03 DEC 2016,973
132,16:53.79,Elizabeth EICKELBERG,,USA,9f1,,"Boston, MA (USA)",27 JAN 2017,973
133,16:54.23,Tristin VAN ORD,03 OCT 1994,USA,2,,"Birmingham, AL (USA)",21 FEB 2017,972
133,16:54.23,Emily MOORE,,USA,8,,"Boston, MA (USA)",04 MAR 2017,972
135,16:54.38,Abby MCLAUGHLIN,08 APR 1998,USA,1,,NY (USA),10 FEB 2017,972
135,16:54.38,Sarah FOWLER,,USA,4,,"Naperville, IL (USA)",10 MAR 2017,972
137,16:54.75,Khia KURTENBACH,1996,USA,5,,"Naperville, IL (USA)",10 MAR 2017,971
138,16:55.24,Ariel PASTORE-SEBRING,,USA,1,,"University Park, PA (USA)",27 JAN 2017,970
139,16:55.31,Emily ACKER,,USA,11,,"New York, NY (USA)",26 FEB 2017,970
140,16:55.94,Jaci SMITH,05 JAN 1997,USA,6,,"Albuquerque, NM (USA)",24 FEB 2017,969
141,16:56.01,Sidney HIRSCH,1994,USA,1,,"Cedar Falls, IA (USA)",25 FEB 2017,969
142,16:56.18,Jessica TAYLOR,24 JUN 1997,USA,8f2,,"Birmingham, AL (USA)",24 FEB 2017,969
143,16:56.39,Jaclyn SOLIMINE,,USA,10f1,,"Boston, MA (USA)",27 JAN 2017,968
144,16:56.63,Katherine SITZES,,USA,1,,"Joplin, MO (USA)",25 FEB 2017,968
144,16:56.63,Catherine SCOTT,,USA,9,,"Boston, MA (USA)",04 MAR 2017,968
146,16:56.64,Felicia KÖRNER,28 DEC 1996,GER,1,,"Lancaster, PA (USA)",03 DEC 2016,968
147,16:56.66,Ellie CHILD,,USA,1,,"Pocatello, ID (USA)",24 FEB 2017,968
148,16:56.74,Hannah WITZCAK,,USA,2,,"Cedar Falls, IA (USA)",25 FEB 2017,968
149,16:56.86,Shelby CAIN,,USA,3,,"New York, NY (USA)",03 FEB 2017,967
150,16:56.91,Jessica ELLIOTT,,USA,10,,"Boston, MA (USA)",04 MAR 2017,967
151,16:57.19,Cassandra GILL,,USA,11,,"Boston, MA (USA)",04 MAR 2017,967
152,16:57.28,Olivia LANTZ,,USA,12,,"New York, NY (USA)",26 FEB 2017,967
