Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,14:52.02,Laura MUIR,09 MAY 1993,GBR,1,,Glasgow (GBR),04 JAN 2019,1203
2,14:57.45,Gabriela STAFFORD,13 SEP 1995,CAN,2,,Glasgow (GBR),04 JAN 2019,1193
3,15:07.17,Marielle HALL,28 JAN 1992,USA,1f1,,"Boston, MA (USA)",24 FEB 2019,1173
4,15:11.56,Karissa SCHWEIZER,04 MAY 1996,USA,2f1,,"Boston, MA (USA)",24 FEB 2019,1165
5,15:12.55,Courtney FRERICHS,18 JAN 1993,USA,3f1,,"Boston, MA (USA)",24 FEB 2019,1163
6,15:14.75,Vanessa FRASER,27 JUL 1995,USA,4f1,,"Boston, MA (USA)",24 FEB 2019,1158
7,15:14.78,Ednah KURGAT,15 JUN 1991,USA,1f1,,"Boston, MA (USA)",01 DEC 2018,1158
8,15:15.24,Weini KELATI FREZGHI,01 DEC 1996,ERI,2f1,,"Boston, MA (USA)",01 DEC 2018,1158
9,15:15.47,Sharon LOKEDI,10 MAR 1994,KEN,3f1,,"Boston, MA (USA)",01 DEC 2018,1157
10,15:15.80,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1156
11,15:16.38,Allie OSTRANDER,24 DEC 1996,USA,4f1,,"Boston, MA (USA)",01 DEC 2018,1155
12,15:24.32,Elise CRANNY,09 MAY 1996,USA,5f1,,"Boston, MA (USA)",01 DEC 2018,1140
13,15:25.35,Dorcas WASIKE,,KEN,6f1,,"Boston, MA (USA)",01 DEC 2018,1138
14,15:26.01,Charlotte PROUSE,09 FEB 1997,CAN,7f1,,"Boston, MA (USA)",01 DEC 2018,1137
15,15:28.07,Jaci SMITH,05 JAN 1997,USA,8f1,,"Boston, MA (USA)",01 DEC 2018,1133
16,15:31.26,Alicia MONSON,13 MAY 1998,USA,1,,"Birmingham, AL (USA)",08 MAR 2019,1126
17,15:32.38,Aubrey ROBERTS,30 JAN 1998,USA,9f1,,"Boston, MA (USA)",01 DEC 2018,1124
18,15:32.79,Kim CONLEY,14 MAR 1986,USA,5f1,,"Boston, MA (USA)",24 FEB 2019,1123
19,15:32.95,Weini KELATI FREZGHI,01 DEC 1996,ERI,2,,"Birmingham, AL (USA)",08 MAR 2019,1123
20,15:33.20,Lauren LAROCCO,15 FEB 1996,USA,10f1,,"Boston, MA (USA)",01 DEC 2018,1123
21,15:33.38,Jenny SIMPSON,23 AUG 1986,USA,2,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1122
