Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,14:31.38,Gabriela DEBUES-STAFFORD,13 SEP 1995,CAN,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1245
2,14:33.17,Elise CRANNY,09 MAY 1996,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1241
3,14:48.75,Courtney FRERICHS,18 JAN 1993,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1210
4,15:02.63,Millie PALADINO,18 OCT 1995,USA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1182
5,15:03.27,Elly HENES,13 OCT 1998,USA,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1181
6,15:08.80,Annie RODENFELS,24 JUL 1996,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",04 DEC 2021,1170
7,15:09.47,Whittni MORGAN,22 OCT 1997,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",04 DEC 2021,1169
8,15:15.46,Courtney WAYMENT,04 AUG 1998,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",04 DEC 2021,1157
9,15:19.22,Jennifer NESBITT,24 JAN 1995,GBR,6f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1150
10,15:20.42,Natosha ROGERS,07 MAY 1991,USA,1,,"Gately Indoor TF Center, Chicago, IL (USA)",11 FEB 2022,1147
11,15:21.56,Kellyn TAYLOR,22 JUL 1986,USA,1,,"The Podium, Spokane, WA (USA)",11 FEB 2022,1145
12,15:23.87,Mikuni YADA,29 OCT 1999,JPN,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2022,1141
13,15:24.29,Taylor WERNER,01 MAY 1998,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 FEB 2022,1140
14,15:27.36,Kelsey CHMIEL,01 AUG 2001,USA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",04 DEC 2021,1134
15,15:27.74,Amelia QUIRK,18 DEC 1999,GBR,1f1,,"National Indoor Athletics Centre, Sheffield (GBR)",09 JAN 2022,1133
16,15:27.82,Natalia HAWTHORN,12 JAN 1995,CAN,2,,"The Podium, Spokane, WA (USA)",11 FEB 2022,1133
17,15:27.96,Maddy DENNER,31 JUL 2000,USA,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",04 DEC 2021,1133
18,15:30.17,Courtney WAYMENT,04 AUG 1998,USA,1,,"CrossPlex Athletic Facility, Birmingham, AL (USA)",11 MAR 2022,1129
19,15:30.32,Jennifer NESBITT,24 JAN 1995,GBR,2f1,,"National Indoor Athletics Centre, Sheffield (GBR)",09 JAN 2022,1128
20,15:30.63,Katelyn TUOHY,18 MAR 2002,USA,2,,"CrossPlex Athletic Facility, Birmingham, AL (USA)",11 MAR 2022,1128
21,15:31.06,Mercy CHELANGAT,11 JUL 1997,KEN,3,,"CrossPlex Athletic Facility, Birmingham, AL (USA)",11 MAR 2022,1127
22,15:32.95,Lauren GREGORY,25 JUL 1999,USA,4,,"CrossPlex Athletic Facility, Birmingham, AL (USA)",11 MAR 2022,1123
23,15:33.00,Adva COHEN,24 MAR 1996,ISR,6f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",04 DEC 2021,1123
24,15:33.84,Alexandra HAYS,,USA,7f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",04 DEC 2021,1121
25,15:34.58,Lauren GREGORY,25 JUL 1999,USA,1,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",03 DEC 2021,1120
26,15:34.82,Mercy CHELANGAT,11 JUL 1997,KEN,1,,"CrossPlex Athletic Facility, Birmingham, AL (USA)",21 JAN 2022,1120
27,15:36.05,Roisin FLANAGAN,02 MAY 1997,IRL,7f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1117
28,15:36.26,Stephanie BRUCE,14 JAN 1984,USA,3,,"The Podium, Spokane, WA (USA)",11 FEB 2022,1117
