Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9.77,+1.5,Asafa POWELL,23 NOV 1982,JAM,1,,"International Stadium, Gateshead (GBR)",11 JUN 2006,1287
2,9.84,+1.0,Tyson GAY,09 AUG 1982,USA,2f1,,Zürich (SUI),18 AUG 2006,1262
3,9.85,+1.7,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,1,,Doha (QAT),12 MAY 2006,1259
4,9.91,+0.9,Leonard SCOTT,19 JAN 1980,USA,2,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,1238
5,9.99,+1.3,Francis OBIKWELU,22 NOV 1978,POR,1,,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1210
5,9.99,+1.0,Marcus BRUNSON,24 APR 1978,USA,4f1,,Zürich (SUI),18 AUG 2006,1210
7,10.00,+1.0,Travis PADGETT,13 DEC 1986,USA,1,,"Greensboro, NC (USA)",27 MAY 2006,1206
8,10.01,+1.6,Shawn CRAWFORD,14 JAN 1978,USA,1h2,,Oslo (NOR),02 JUN 2006,1203
8,10.01,0.0,Jason SMOOTS,13 JUL 1980,USA,1,,Rieti (ITA),27 AUG 2006,1203
10,10.02,+1.7,Marc BURNS,07 JAN 1983,TTO,1,,Port-of-Spain (TTO),06 AUG 2006,1199
11,10.04,+1.9,Churandy MARTINA,03 JUL 1984,AHO,1,,"El Paso, TX (USA)",15 APR 2006,1193
12,10.06,+1.5,Michael FRATER,06 OCT 1982,JAM,2,,"International Stadium, Gateshead (GBR)",11 JUN 2006,1186
12,10.06,+1.7,Christopher WILLIAMS,15 MAR 1972,JAM,2,,Port-of-Spain (TTO),06 AUG 2006,1186
14,10.07,+1.0,Carlos MOORE,08 MAY 1984,USA,1,,"Los Angeles, CA (USA)",04 JUN 2006,1182
14,10.07,+1.5,Dwain CHAMBERS,05 APR 1978,GBR,3,,"International Stadium, Gateshead (GBR)",11 JUN 2006,1182
16,10.08,+2.0,Derrick ATKINS,05 JAN 1984,BAH,2sf1,,Cartagena de Indias (COL),25 JUL 2006,1179
17,10.09,,Korey COOK,07 JAN 1980,USA,1,,"Prairie View, TX (USA)",01 APR 2006,1176
17,10.09,-0.5,Xavier CARTER,08 DEC 1985,USA,1,,"Sacramento, CA (USA)",10 JUN 2006,1179
19,10.10,+1.3,Andrey YEPISHIN,10 JUN 1981,RUS,2,,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1172
19,10.10,+0.9,Ronald POGNON,16 NOV 1982,FRA,6,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,1172
21,10.11,,Robert DELMORE,,USA,2,,"Prairie View, TX (USA)",01 APR 2006,1169
21,10.11,+1.4,Demi OMOLE,29 JUL 1985,USA,1,,"Knoxville, TN (USA)",14 APR 2006,1169
21,10.11,+1.7,Terrence TRAMMELL,23 NOV 1978,USA,3,,Doha (QAT),12 MAY 2006,1169
21,10.11,+1.5,Dwight THOMAS,23 SEP 1980,JAM,5,,"Carson, CA (USA)",21 MAY 2006,1169
21,10.11,-0.3,Darrel BROWN,11 OCT 1984,TTO,1,,Thessaloniki (GRE),24 JUL 2006,1170
21,10.11,+0.4,Wallace SPEARMON,24 DEC 1984,USA,3,,Shanghai (CHN),23 SEP 2006,1169
27,10.12,+1.7,Anson HENRY,09 MAR 1979,CAN,4,,Doha (QAT),12 MAY 2006,1165
27,10.12,-0.6,Walter DIX,31 JAN 1986,USA,1h2,,"Greensboro, NC (USA)",26 MAY 2006,1168
27,10.12,+2.0,Clement CAMPBELL,19 DEC 1975,JAM,1,,"New York, NY (USA)",11 JUN 2006,1165
27,10.12,+1.5,Willie PERRY,16 MAY 1987,USA,1,,"Indianapolis, IN (USA)",22 JUN 2006,1165
31,10.13,+0.9,Kelly WILLIE,07 SEP 1982,USA,1f2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1162
32,10.14,+0.2,Uchenna EMEDOLU,17 SEP 1976,NGR,2,,Abuja (NGR),11 FEB 2006,1159
32,10.14,+1.2,DaBryan BLANTON,03 JUL 1984,USA,1,,"Fort Worth, TX (USA)",22 APR 2006,1159
32,10.14,+0.7,Chauncey HARRIS,21 SEP 1983,USA,1,,"Fayetteville, AR (USA)",14 MAY 2006,1159
32,10.14,+1.3,Matic OSOVNIKAR,19 JAN 1980,SLO,3,,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1159
36,10.15,+1.6,Dwight PHILLIPS,01 OCT 1977,USA,2,,"Modesto, CA (USA)",06 MAY 2006,1155
36,10.15,+1.6,Mardy SCALES,10 SEP 1981,USA,3,,"Modesto, CA (USA)",06 MAY 2006,1155
36,10.15,+0.8,Ainsley WAUGH,17 SEP 1981,JAM,2,,Luzern (SUI),06 JUL 2006,1155
39,10.16,+1.5,Marlon DEVONISH,01 JUN 1976,GBR,4,,"International Stadium, Gateshead (GBR)",11 JUN 2006,1152
39,10.16,+1.3,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,5,,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1152
41,10.17,+1.6,Jeff LAYNES,03 OCT 1970,USA,4,,"Modesto, CA (USA)",06 MAY 2006,1148
41,10.17,+1.5,Bernard WILLIAMS,19 JAN 1978,USA,6,,"Carson, CA (USA)",21 MAY 2006,1148
41,10.17,+1.5,Trell KIMMONS,13 JUL 1985,USA,7,,"Carson, CA (USA)",21 MAY 2006,1148
41,10.17,+1.3,Dariusz KUĆ,24 APR 1986,POL,1,,Biala Podlaska (POL),27 MAY 2006,1148
45,10.18,+1.7,Patrick JOHNSON,26 SEP 1972,AUS,1h,,Canberra (AUS),26 JAN 2006,1145
45,10.18,+1.9,Ambrose EZENWA,10 APR 1977,AUS,1h,,Canberra (AUS),26 JAN 2006,1145
45,10.18,+1.2,Deji ALIU,22 NOV 1975,NGR,1h1,,Avezzano (ITA),20 AUG 2006,1145
48,10.19,+1.1,Tyrone EDGAR,29 MAR 1982,GBR,1sf1,,Manchester (GBR),15 JUL 2006,1142
48,10.19,+1.2,Darvis PATTON,04 DEC 1977,USA,3,,"Eugene, OR (USA)",08 AUG 2006,1142
48,10.19,+1.2,Luca VERDECCHIA,24 MAY 1978,ITA,2h1,,Avezzano (ITA),20 AUG 2006,1142
51,10.20,+1.7,Ernest WIGGINS,18 JUN 1982,USA,1,,"Gainesville, FL (USA)",01 APR 2006,1138
51,10.20,+0.1,Anthony BUCHANAN,10 SEP 1981,USA,5,,"Modesto, CA (USA)",06 MAY 2006,1138
51,10.20,-1.6,Nesta CARTER,11 OCT 1985,JAM,1,,Spanish Town (JAM),04 JUN 2006,1147
51,10.20,+0.2,Jordan VADEN,15 SEP 1978,USA,2h5,,"Indianapolis, IN (USA)",23 JUN 2006,1138
51,10.20,+2.0,Jacey HARPER,20 MAY 1980,TTO,3sf1,,Cartagena de Indias (COL),25 JUL 2006,1138
56,10.21,,Brandon MYERS,21 NOV 1987,USA,1,,"Prairie View, TX (USA)",01 APR 2006,1135
56,10.21,+1.8,Yhann PLUMMER,03 FEB 1983,JAM,1,,"Houston, TX (USA)",06 MAY 2006,1135
56,10.21,+1.6,Jan ŽUMER,09 JUN 1982,SLO,1,,Novo Mesto (SLO),12 JUL 2006,1135
56,10.21,-0.6,Chinedu ORIALA,17 DEC 1981,NGR,1h1,,Nürnberg (GER),30 JUL 2006,1138
56,10.21,+1.1,Yaozu YANG,09 JAN 1981,CHN,6,,"Olympic Stadium, Athina (GRE)",16 SEP 2006,1135
61,10.22,+0.9,Aziz ZAKARI,02 SEP 1976,GHA,5,,Melbourne (AUS),20 MAR 2006,1132
61,10.22,-0.3,Marquis DAVIS,14 AUG 1980,USA,2,,Xalapa (MEX),13 MAY 2006,1133
61,10.22,+0.3,Vicente LENILSON DE LIMA,04 JUN 1977,BRA,1,,Ponce (PUR),26 MAY 2006,1132
61,10.22,+1.9,Tim ABEYIE,07 NOV 1982,GHA,2f1,,Málaga (ESP),28 JUN 2006,1132
61,10.22,+1.3,Kostyantyn VASYUKOV,10 JAN 1981,UKR,1,,Kyiv (UKR),14 JUL 2006,1132
66,10.23,+1.9,Daniel BATMAN,20 MAR 1981,AUS,4h,,Canberra (AUS),26 JAN 2006,1128
66,10.23,+1.8,Joshua ROSS,09 FEB 1981,AUS,3qf4,,Melbourne (AUS),19 MAR 2006,1128
66,10.23,+1.8,Stéphan BUCKLAND,12 JAN 1977,MRI,1,,Réduit (MRI),09 APR 2006,1128
66,10.23,-1.2,Phillip FRANCIS,26 APR 1983,USA,1,,"Los Angeles, CA (USA)",29 APR 2006,1135
66,10.23,+1.8,Jamaal CHARLES,27 DEC 1986,USA,1,,"Waco, TX (USA)",14 MAY 2006,1128
66,10.23,+1.0,Chrisdon HARGRETT,02 AUG 1984,USA,3,,"Greensboro, NC (USA)",27 MAY 2006,1128
66,10.23,+1.8,Garry JONES,24 JUL 1984,USA,1,,"Provo, UT (USA)",27 MAY 2006,1128
66,10.23,0.0,José Carlos MOREIRA,28 SEP 1983,BRA,1,,La Paz (BOL),07 JUN 2006,1128
66,10.23,+1.8,Ricardo WILLIAMS,29 SEP 1976,JAM,1,,Albertville (FRA),12 JUL 2006,1128
66,10.23,-0.3,Kaaron CONWRIGHT,08 AUG 1976,USA,2,,Thessaloniki (GRE),24 JUL 2006,1129
66,10.23,+1.7,Pierre BROWNE,14 JAN 1980,CAN,1sf,,Ottawa (CAN),04 AUG 2006,1128
77,10.24,+1.9,Joshua NORMAN,26 JUL 1980,USA,1,,"Walnut, CA (USA)",15 APR 2006,1125
77,10.24,+1.1,Rodney MARTIN,22 DEC 1982,USA,2,,"Philadelphia, PA (USA)",29 APR 2006,1125
77,10.24,+1.0,Leroy DIXON,20 JUN 1983,USA,4,,"Greensboro, NC (USA)",27 MAY 2006,1125
77,10.24,+1.0,Greg BOLDEN,30 JUN 1984,USA,5,,"Greensboro, NC (USA)",27 MAY 2006,1125
77,10.24,+1.9,Ronny OSTWALD,07 APR 1974,GER,1,,Regensburg (GER),17 JUN 2006,1125
77,10.24,+1.0,Ángel David RODRÍGUEZ,25 APR 1980,ESP,1,,Zaragoza (ESP),22 JUL 2006,1125
83,10.25,-1.1,Jerome AVERY,22 DEC 1978,USA,1,,"East Lansing, MI (USA)",15 APR 2006,1128
83,10.25,0.0,Heber VIERA,29 APR 1979,URU,2,,La Paz (BOL),07 JUN 2006,1122
83,10.25,0.0,Erik WIJMEERSCH,23 JAN 1970,BEL,1,,Genève (SUI),11 JUN 2006,1122
83,10.25,+1.5,John WOODS,19 JUN 1982,USA,1,,Kortrijk (BEL),14 JUL 2006,1122
83,10.25,+1.9,Oudére KANKARAFOU,08 DEC 1983,FRA,1sf2,,Nancy (FRA),21 JUL 2006,1122
83,10.25,+1.0,Daniel Alfonso GRUESO,30 JUL 1985,COL,1,,Medellín (COL),02 SEP 2006,1122
83,10.25,+1.1,Naoki TSUKAHARA,10 MAY 1985,JPN,1,,Hiratsuka (JPN),09 SEP 2006,1122
90,10.26,+1.7,Matt SHIRVINGTON,25 OCT 1978,AUS,5h,,Canberra (AUS),26 JAN 2006,1118
90,10.26,+1.9,Adam MILLER,22 JUN 1984,AUS,3,,Melbourne (AUS),18 FEB 2006,1118
90,10.26,0.0,Michael RODGERS,24 APR 1985,USA,1,,"Edwardsville, IL (USA)",08 APR 2006,1118
90,10.26,+1.1,Caimin DOUGLAS,11 MAY 1977,NED,1,,Kalamata (GRE),03 JUN 2006,1118
90,10.26,+1.0,Wesley FELIX,21 JUL 1983,USA,3,,"Los Angeles, CA (USA)",04 JUN 2006,1118
90,10.26,+0.8,Christian MALCOLM,03 JUN 1979,GBR,4,,Luzern (SUI),06 JUL 2006,1118
90,10.26,+1.6,Mark FINDLAY,20 MAR 1978,GBR,1,,Loughborough (GBR),26 JUL 2006,1118
90,10.26,+1.2,Emmanuel Felix CHILAKA,21 DEC 1983,NGR,3h1,,Avezzano (ITA),20 AUG 2006,1118
90,10.26,+1.5,Shingo SUETSUGU,02 JUN 1980,JPN,1sf3,,Kobe (JPN),07 OCT 2006,1118
99,10.27,+0.5,Sherwin VRIES,22 MAR 1980,RSA,1,,Secunda (RSA),20 JAN 2006,1115
99,10.27,,John BIACOFSKY,15 JUN 1983,USA,1,,"Alliance, OH (USA)",08 APR 2006,1115
99,10.27,+1.7,Rubin WILLIAMS,09 JUL 1983,USA,7h,,"Knoxville, TN (USA)",26 MAY 2006,1115
99,10.27,+0.3,Mario FORSYTHE,30 OCT 1985,JAM,1sf1,,Kingston (JAM),24 JUN 2006,1115
99,10.27,-0.3,Richard THOMPSON,07 JUN 1985,TTO,2,,"Bacolet, Scarborough (TTO)",24 JUN 2006,1116
99,10.27,+0.5,Jaysuma SAIDY NDURE,01 JAN 1984,GAM,1,,Göteborg (SWE),08 JUL 2006,1115
99,10.27,+0.8,David ALERTE,18 SEP 1984,FRA,1,,Dreux (FRA),14 JUL 2006,1115
99,10.27,+1.7,Dimitri DEMONIERE,28 MAR 1979,FRA,2sf1,,Nancy (FRA),21 JUL 2006,1115
