Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9.85,+0.6,Justin GATLIN,10 FEB 1982,USA,1,,"Olympic Stadium, Athina (GRE)",22 AUG 2004,1259
2,9.86,+0.6,Francis OBIKWELU,22 NOV 1978,POR,2,,"Olympic Stadium, Athina (GRE)",22 AUG 2004,1255
3,9.87,+0.6,Maurice GREENE,23 JUL 1974,USA,3,,"Olympic Stadium, Athina (GRE)",22 AUG 2004,1252
3,9.87,+0.2,Asafa POWELL,23 NOV 1982,JAM,1,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1252
5,9.88,+1.8,Shawn CRAWFORD,14 JAN 1978,USA,1,,"Eugene, OR (USA)",19 JUN 2004,1248
6,9.95,+1.8,John CAPEL,27 OCT 1978,USA,3,,"Eugene, OR (USA)",19 JUN 2004,1224
7,9.99,0.0,Coby MILLER,19 OCT 1976,USA,4,,"Sacramento, CA (USA)",11 JUL 2004,1210
8,10.00,+1.1,Aziz ZAKARI,02 SEP 1976,GHA,1f1,,Stockholm (SWE),27 JUL 2004,1206
8,10.00,+0.6,Kim COLLINS,05 APR 1976,SKN,6,,"Olympic Stadium, Athina (GRE)",22 AUG 2004,1206
10,10.01,+0.8,Leonard SCOTT,19 JAN 1980,USA,3sf2,,"Sacramento, CA (USA)",11 JUL 2004,1203
11,10.04,0.0,Bernard WILLIAMS,19 JAN 1978,USA,6,,"Sacramento, CA (USA)",11 JUL 2004,1193
12,10.05,+0.8,Steve MULLINGS,29 NOV 1982,JAM,1,,"Atlanta, GA (USA)",05 JUN 2004,1189
12,10.05,+0.1,Uchenna EMEDOLU,17 SEP 1976,NGR,1,,Rethymno (GRE),23 JUN 2004,1189
14,10.06,+1.7,Tyson GAY,09 AUG 1982,USA,1,,"Austin, TX (USA)",11 JUN 2004,1186
14,10.06,+1.7,Michael FRATER,06 OCT 1982,JAM,2,,"Austin, TX (USA)",11 JUN 2004,1186
14,10.06,-0.1,Marcus BRUNSON,24 APR 1978,USA,1,,Leverkusen (GER),01 AUG 2004,1186
17,10.07,+1.7,Mardy SCALES,10 SEP 1981,USA,3,,"Austin, TX (USA)",11 JUN 2004,1182
