Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9.63,+1.5,Usain BOLT,21 AUG 1986,JAM,1,,"Olympic Stadium, London (GBR)",05 AUG 2012,1337
2,9.69,-0.1,Yohan BLAKE,26 DEC 1989,JAM,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",23 AUG 2012,1316
3,9.79,+1.5,Justin GATLIN,10 FEB 1982,USA,3,,"Olympic Stadium, London (GBR)",05 AUG 2012,1280
4,9.85,+0.6,Asafa POWELL,23 NOV 1982,JAM,2,,"Bislett Stadion, Oslo (NOR)",07 JUN 2012,1259
5,9.86,+1.4,Keston BLEDMAN,08 MAR 1988,TTO,1f2,,Port-of-Spain (TTO),23 JUN 2012,1255
5,9.86,+1.8,Tyson GAY,09 AUG 1982,USA,2,,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1255
7,9.88,+1.5,Ryan BAILEY,13 APR 1989,USA,1h3,,"Olympic Stadium, London (GBR)",04 AUG 2012,1248
8,9.91,+0.7,Churandy MARTINA,03 JUL 1984,NED,2sf1,,"Olympic Stadium, London (GBR)",05 AUG 2012,1238
9,9.93,+1.3,Nickel ASHMEADE,07 APR 1990,JAM,2,,"Hayward Field, Eugene, OR (USA)",02 JUN 2012,1231
10,9.94,+1.8,Michael RODGERS,24 APR 1985,USA,4,,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1227
10,9.94,+1.1,Michael FRATER,06 OCT 1982,JAM,4,,Kingston (JAM),29 JUN 2012,1227
12,9.95,+1.5,Nesta CARTER,11 OCT 1985,JAM,2sf1,,Kingston (JAM),29 JUN 2012,1224
12,9.95,+1.8,Kemar HYMAN,11 OCT 1989,CAY,1h2,,"Moratalaz, Madrid (ESP)",07 JUL 2012,1224
14,9.96,+1.4,Harry ADAMS,27 NOV 1989,USA,1h2,,"Des Moines, IA (USA)",06 JUN 2012,1220
14,9.96,+1.4,Richard THOMPSON,07 JUN 1985,TTO,2f2,,Port-of-Spain (TTO),23 JUN 2012,1220
14,9.96,+1.8,Darvis PATTON,04 DEC 1977,USA,5,,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1220
17,9.97,+0.3,Kemar BAILEY-COLE,10 JAN 1992,JAM,3,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1217
18,9.98,+1.0,Rakieem SALAAM,05 APR 1990,USA,1,,"Auburn, AL (USA)",21 APR 2012,1213
19,9.99,+0.4,Lerone CLARKE,07 JUL 1981,JAM,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1210
20,10.00,+1.6,Marc BURNS,07 JAN 1983,TTO,3f1,,Luzern (SUI),17 JUL 2012,1206
21,10.01,+1.4,Kim COLLINS,05 APR 1976,SKN,4,,"Letzigrund, Zürich (SUI)",30 AUG 2012,1203
22,10.02,+1.4,Andrew RILEY,06 SEP 1988,JAM,2h2,,"Des Moines, IA (USA)",06 JUN 2012,1199
22,10.02,+1.8,Trell KIMMONS,13 JUL 1985,USA,6,,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1199
22,10.02,+2.0,Dwain CHAMBERS,05 APR 1978,GBR,1h7,,"Olympic Stadium, London (GBR)",04 AUG 2012,1199
22,10.02,-0.1,Jimmy VICAUT,27 FEB 1992,FRA,4,,"Stade Olympique de la Pontaise, Lausanne (SUI)",23 AUG 2012,1199
26,10.03,+1.3,Maurice MITCHELL,22 DEC 1989,USA,1h3,,"Des Moines, IA (USA)",06 JUN 2012,1196
26,10.03,+0.7,Walter DIX,31 JAN 1986,USA,1h1,,"Hayward Field, Eugene, OR (USA)",23 JUN 2012,1196
26,10.03,+1.4,Rondel SORRILLO,24 JAN 1986,TTO,3f2,,Port-of-Spain (TTO),23 JUN 2012,1196
29,10.04,+0.5,Travis PADGETT,13 DEC 1986,USA,2f2,,"Orlando, FL (USA)",26 MAY 2012,1193
29,10.04,-0.1,Christophe LEMAITRE,11 JUN 1990,FRA,3,,"Stadio Olimpico, Roma (ITA)",31 MAY 2012,1193
31,10.05,+1.4,Charles SILMON,04 JUL 1991,USA,3h2,,"Des Moines, IA (USA)",06 JUN 2012,1189
31,10.05,+0.1,Adam GEMILI,06 OCT 1993,GBR,1,,"Estadio Olímpico, Barcelona (ESP)",11 JUL 2012,1189
33,10.06,+1.8,Simon MAGAKWE,14 MAY 1986,RSA,1sf3,,Johannesburg (RSA),27 APR 2012,1186
33,10.06,+0.9,Jason ROGERS,31 AUG 1991,SKN,1,,Irapuato (MEX),06 JUL 2012,1186
33,10.06,+1.0,Jason YOUNG,21 MAR 1991,JAM,1f2,,Luzern (SUI),17 JUL 2012,1186
33,10.06,+1.5,Ben Youssef MEITÉ,11 NOV 1986,CIV,2h3,,"Olympic Stadium, London (GBR)",04 AUG 2012,1186
37,10.07,+0.4,Calesio NEWMAN,20 AUG 1986,USA,1f2,,Port-of-Spain (TTO),19 MAY 2012,1182
37,10.07,+1.5,Emmanuel CALLENDER,10 MAY 1984,TTO,1f1,,Rio de Janeiro (BRA),20 MAY 2012,1182
37,10.07,+1.3,Ryota YAMAGATA,10 JUN 1992,JPN,2h6,,"Olympic Stadium, London (GBR)",04 AUG 2012,1182
40,10.08,+1.0,Jak Ali HARVEY,04 MAY 1989,JAM,4sf2,,Kingston (JAM),29 JUN 2012,1179
40,10.08,+1.7,Derrick ATKINS,05 JAN 1984,BAH,3sf3,,"Olympic Stadium, London (GBR)",05 AUG 2012,1179
42,10.09,+1.0,Keenan BROCK,01 JUN 1992,USA,3,,"Auburn, AL (USA)",21 APR 2012,1176
42,10.09,+1.4,Isiah YOUNG,05 JAN 1990,USA,4h2,,"Des Moines, IA (USA)",06 JUN 2012,1176
42,10.09,+1.3,Marcus ROWLAND,11 MAR 1990,USA,3h3,,"Des Moines, IA (USA)",06 JUN 2012,1176
42,10.09,+0.7,Julian REUS,29 APR 1988,GER,1f2,,Weinheim (GER),27 JUL 2012,1176
42,10.09,+1.5,Justyn WARNER,28 JUN 1987,CAN,3h3,,"Olympic Stadium, London (GBR)",04 AUG 2012,1176
47,10.10,+1.8,Daniel BAILEY,09 SEP 1986,ANT,5f1,,"National Stadium, Kingston (JAM)",05 MAY 2012,1172
47,10.10,+1.5,Ramone MCKENZIE,15 NOV 1990,JAM,1f1,,"Clermont, FL (USA)",19 MAY 2012,1172
47,10.10,+1.0,Antoine ADAMS,31 AUG 1988,SKN,1,,Basseterre (SKN),03 JUN 2012,1172
47,10.10,+1.4,Aziz OUHADI,24 JUL 1984,MAR,1,,Brazzaville (CGO),10 JUN 2012,1172
47,10.10,+1.4,Jeff DEMPS,08 JAN 1990,USA,2sf1,,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1172
52,10.11,+1.5,Cordero GRAY,09 MAY 1989,USA,2f1,,"Clermont, FL (USA)",19 MAY 2012,1169
52,10.11,+1.3,Prezel HARDY,01 JUN 1992,USA,4h3,,"Des Moines, IA (USA)",06 JUN 2012,1169
52,10.11,+0.8,Joseph Obinna METU,12 JUL 1988,NGR,1,,Calabar (NGR),22 JUN 2012,1169
52,10.11,+1.9,Mario FORSYTHE,30 OCT 1985,JAM,3f1,,Szczecin (POL),21 JUL 2012,1169
52,10.11,+1.0,Gerald PHIRI,06 OCT 1988,ZAM,5sf2,,"Olympic Stadium, London (GBR)",05 AUG 2012,1169
57,10.12,+1.2,Brijesh LAWRENCE,27 DEC 1989,SKN,1,,"Crete, NE (USA)",21 APR 2012,1165
57,10.12,+1.5,Oshane BAILEY,08 SEP 1989,JAM,3f1,,"Clermont, FL (USA)",19 MAY 2012,1165
59,10.13,+1.1,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,1sf1,,"Olympiastadion, Helsinki (FIN)",27 JUN 2012,1162
59,10.13,+0.4,James DASAOLU,05 SEP 1987,GBR,3h4,,"Olympic Stadium, London (GBR)",04 AUG 2012,1162
61,10.14,+1.0,Sheldon MITCHELL,19 JUL 1990,JAM,2f2,,"National Stadium, Kingston (JAM)",05 MAY 2012,1159
61,10.14,+1.3,Gavin SMELLIE,26 JUN 1986,CAN,1f4,,Weinheim (GER),27 JUL 2012,1159
63,10.15,+1.8,Dexter LEE,18 JAN 1991,JAM,7f1,,"National Stadium, Kingston (JAM)",05 MAY 2012,1155
63,10.15,+1.5,Zye BOEY,08 MAY 1989,USA,1sf3,,"Austin, TX (USA)",25 MAY 2012,1155
63,10.15,+1.2,Darrell WESH,21 FEB 1992,USA,1h1,,"Des Moines, IA (USA)",06 JUN 2012,1155
63,10.15,+0.8,Rytis SAKALAUSKAS,27 JUN 1987,LTU,1f1,,Valmiera (LAT),08 JUN 2012,1155
67,10.17,+0.2,Michael GRANGER,17 MAR 1991,USA,1f1,,"Oxford, MS (USA)",14 APR 2012,1148
67,10.17,+1.9,Mickey GRIMES,10 OCT 1976,USA,1f1,,"Azusa, CA (USA)",20 APR 2012,1148
