Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9.76,+0.6,Christian COLEMAN,06 MAR 1996,USA,1,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1291
2,9.86,+0.9,Noah LYLES,18 JUL 1997,USA,1,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1255
2,9.86,+0.8,Divine ODUDURU,07 OCT 1996,NGR,1,,"Austin, TX (USA)",07 JUN 2019,1255
4,9.87,-0.1,Justin GATLIN,10 FEB 1982,USA,2,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1252
5,9.90,+0.6,Andre DE GRASSE,10 NOV 1994,CAN,3,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1241
6,9.92,+1.1,Akani SIMBINE,21 SEP 1993,RSA,1,,"Boston, MA (USA)",16 JUN 2019,1234
7,9.93,+0.8,Cravon GILLESPIE,31 JUL 1996,USA,2,,"Austin, TX (USA)",07 JUN 2019,1231
7,9.93,+1.9,Arthur CISSÉ,29 DEC 1996,CIV,1,,Leverkusen (GER),24 JUL 2019,1231
9,9.95,+0.5,Zharnel HUGHES,13 JUL 1995,GBR,2,,"Olympic Stadium, London (GBR)",20 JUL 2019,1224
10,9.96,+0.4,Yohan BLAKE,26 DEC 1989,JAM,1,,Kingston (JAM),21 JUN 2019,1220
10,9.96,+1.7,Aaron BROWN,27 MAY 1992,CAN,1sf3,,Montréal (CAN),26 JUL 2019,1220
10,9.96,+1.6,Raymond EKEVWO,23 MAR 1999,NGR,1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",27 AUG 2019,1220
13,9.97,+0.9,Reece PRESCOD,29 FEB 1996,GBR,4,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1217
13,9.97,+0.8,Abdul Hakim SANI BROWN,06 MAR 1999,JPN,3,,"Austin, TX (USA)",07 JUN 2019,1217
13,9.97,+1.6,Michael RODGERS,24 APR 1985,USA,1,,"Estadio Vallehermoso, Madrid (ESP)",25 AUG 2019,1217
16,9.98,+1.0,Roberto SKYERS,12 NOV 1991,CUB,1f1,,Camagüey (CUB),22 FEB 2019,1213
16,9.98,+1.3,Mario BURKE,18 MAR 1997,BAR,1sf2,,"Austin, TX (USA)",05 JUN 2019,1213
16,9.98,+0.5,Yuki KOIKE,13 MAY 1995,JPN,4,,"Olympic Stadium, London (GBR)",20 JUL 2019,1213
19,9.99,+1.8,Isiah YOUNG,05 JAN 1990,USA,1f1,,"Montverde, FL (USA)",06 JUL 2019,1210
20,10.00,+0.4,Tyquendo TRACEY,10 JUN 1993,JAM,2,,Kingston (JAM),21 JUN 2019,1206
21,10.01,+1.7,Yoshihide KIRYU,15 DEC 1995,JPN,2,,"Yanmar Stadium Nagai, Osaka (JPN)",19 MAY 2019,1203
21,10.01,+1.3,Devin QUINN,08 JUN 1996,USA,2sf2,,"Austin, TX (USA)",05 JUN 2019,1203
21,10.01,+1.3,Joseph Paul AMOAH,12 JAN 1997,GHA,2sf2,,"Austin, TX (USA)",05 JUN 2019,1203
21,10.01,+0.9,Zhenye XIE,17 AUG 1993,CHN,2,,"Bislett Stadion, Oslo (NOR)",13 JUN 2019,1203
21,10.01,+1.1,Waseem WILLIAMS,08 JAN 1997,JAM,1,,Queretaro (MEX),05 JUL 2019,1203
21,10.01,+1.1,Samson COLEBROOKE,10 MAY 1997,BAH,2,,Queretaro (MEX),05 JUL 2019,1203
21,10.01,+1.8,Emmanuel MATADI,15 APR 1991,LBR,2f1,,"Montverde, FL (USA)",06 JUL 2019,1203
28,10.02,+1.5,Paulo André CAMILO,20 AUG 1998,BRA,1f1,,"Azusa, CA (USA)",19 APR 2019,1199
28,10.02,+1.9,Kemar HYMAN,11 OCT 1989,CAY,1f2,,Windsor (CAN),18 MAY 2019,1199
28,10.02,+1.9,Asafa POWELL,23 NOV 1982,JAM,2,,Leverkusen (GER),24 JUL 2019,1199
28,10.02,+1.4,Jimmy VICAUT,27 FEB 1992,FRA,1h1,,St-Etienne (FRA),26 JUL 2019,1199
28,10.02,+1.6,Usheoritse ITSEKIRI,31 JAN 1998,NGR,3,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",27 AUG 2019,1199
33,10.03,+1.2,Demek KEMP,26 APR 1996,USA,1f1,,"Columbia, SC (USA)",13 APR 2019,1196
33,10.03,+1.7,Lalu Muhammad ZOHRI,01 JUL 2000,INA,3,,"Yanmar Stadium Nagai, Osaka (JPN)",19 MAY 2019,1196
33,10.03,+1.1,Kendal WILLIAMS,23 SEP 1995,USA,2,,"Boston, MA (USA)",16 JUN 2019,1196
33,10.03,+1.7,Lamont Marcell JACOBS,26 SEP 1994,ITA,1f2,,Padova (ITA),16 JUL 2019,1196
33,10.03,-0.3,Hassan TAFTIAN,04 MAY 1993,IRI,1f1,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1197
38,10.04,+2.0,Reynier MENA,21 NOV 1996,CUB,2h1,,Camagüey (CUB),22 FEB 2019,1193
38,10.04,+0.5,Adam GEMILI,06 OCT 1993,GBR,6,,"Olympic Stadium, London (GBR)",20 JUL 2019,1193
40,10.05,+0.5,Simon MAGAKWE,14 MAY 1986,RSA,1,,Germiston (RSA),25 APR 2019,1189
40,10.05,+1.2,Rodney ROWE,17 MAR 1997,USA,1,,"Greensboro, NC (USA)",04 MAY 2019,1189
40,10.05,+0.9,Bingtian SU,29 AUG 1989,CHN,5,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1189
40,10.05,+1.3,Davon DEMOSS,20 MAY 1996,USA,4sf2,,"Austin, TX (USA)",05 JUN 2019,1189
40,10.05,+1.8,Christopher BELCHER,29 JAN 1994,USA,3f1,,"Montverde, FL (USA)",06 JUL 2019,1189
45,10.06,+0.8,Andre EWERS,07 JUN 1995,JAM,1,,"Charlottesville, VA (USA)",11 MAY 2019,1186
45,10.06,+0.8,Bryand RINCHER,10 SEP 1998,USA,5,,"Austin, TX (USA)",07 JUN 2019,1186
47,10.07,+0.1,Cejhae GREENE,06 OCT 1995,ANT,1f1,,La Chaux-de-Fonds (SUI),30 JUN 2019,1182
47,10.07,+1.6,Vitor Hugo DOS SANTOS,01 FEB 1996,BRA,1h2,,"CNDA, Bragança Paulista (BRA)",29 AUG 2019,1182
47,10.07,+0.6,Filippo TORTU,15 JUN 1998,ITA,7,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1182
50,10.08,+2.0,Rohan BROWNING,31 DEC 1997,AUS,2f1,,Brisbane (AUS),23 MAR 2019,1179
50,10.08,+1.8,Mustaqeem WILLIAMS,24 AUG 1995,USA,3,,"Fayetteville, AR (USA)",11 MAY 2019,1179
50,10.08,+0.1,Alex WILSON,19 SEP 1990,SUI,2f1,,La Chaux-de-Fonds (SUI),30 JUN 2019,1179
50,10.08,+0.9,Thando DLODLO,22 APR 1999,RSA,1,,Trieste (ITA),06 JUL 2019,1179
50,10.08,+1.9,Ojie EDOBURUN,02 JUN 1996,GBR,3,,Leverkusen (GER),24 JUL 2019,1179
55,10.09,+1.5,Raheem CHAMBERS,06 OCT 1997,JAM,1h3,,"Charlottesville, VA (USA)",10 MAY 2019,1176
55,10.09,+1.3,McKinley WEST,,USA,5sf2,,"Austin, TX (USA)",05 JUN 2019,1176
55,10.09,+1.7,Jeff DEMPS,08 JAN 1990,USA,1f1,,"Carl Lewis TF and Soccer Complex, Houston, TX (USA)",12 JUL 2019,1176
58,10.10,+0.4,Rasheed DWYER,29 JAN 1989,JAM,3,,Kingston (JAM),21 JUN 2019,1172
58,10.10,+1.1,Ameer WEBB,19 MAR 1991,USA,1,,"Phoenix, AZ (USA)",10 JUL 2019,1172
58,10.10,0.0,Rodrigo DO NASCIMENTO,26 SEP 1994,BRA,1,,São Paulo (BRA),18 AUG 2019,1172
61,10.11,+1.8,Keitavious WALTER,16 APR 1996,USA,4,,"Fayetteville, AR (USA)",11 MAY 2019,1169
61,10.11,+1.7,Ryota YAMAGATA,10 JUN 1992,JPN,5,,"Yanmar Stadium Nagai, Osaka (JPN)",19 MAY 2019,1169
61,10.11,+1.7,Seye OGUNLEWE,30 AUG 1991,NGR,3f1,,Rehlingen (GER),09 JUN 2019,1169
61,10.11,+1.0,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,1er,,Berlin (GER),22 JUN 2019,1169
61,10.11,+0.5,Matthew BOLING,20 JUN 2000,USA,1,,San José (CRC),19 JUL 2019,1169
61,10.11,+0.2,Nethaneel MITCHELL-BLAKE,02 APR 1994,GBR,1f2,,Bellinzona (SUI),01 SEP 2019,1169
67,10.12,+1.8,Jaron FLOURNOY,24 NOV 1996,USA,5,,"Fayetteville, AR (USA)",11 MAY 2019,1165
67,10.12,+1.7,Shuhei TADA,24 JUN 1996,JPN,6,,"Yanmar Stadium Nagai, Osaka (JPN)",19 MAY 2019,1165
67,10.12,+1.7,Cameron BURRELL,11 SEP 1994,USA,7,,"Yanmar Stadium Nagai, Osaka (JPN)",19 MAY 2019,1165
67,10.12,+0.9,Damian WARNER,04 NOV 1989,CAN,1ce6,,"Mösle-Stadium, Götzis (AUT)",25 MAY 2019,1165
67,10.12,+1.0,Ryuichiro SAKAI,14 MAR 1998,JPN,1sf1,,Hiratsuka (JPN),08 JUN 2019,1165
67,10.12,+0.7,Enoch ADEGOKE,08 MAR 2000,NGR,1f1,,Lagos (NGR),15 JUN 2019,1165
67,10.12,+1.1,Brandon CARNES,06 MAR 1995,USA,4,,"Boston, MA (USA)",16 JUN 2019,1165
67,10.12,-0.3,Kukyoung KIM,19 APR 1991,KOR,1sf1,,Jeongseon (KOR),25 JUN 2019,1166
67,10.12,+0.1,Taymir BURNET,01 OCT 1992,NED,3f1,,La Chaux-de-Fonds (SUI),30 JUN 2019,1165
67,10.12,+0.7,Zhouzheng XU,26 DEC 1995,CHN,1h2,,La Chaux-de-Fonds (SUI),30 JUN 2019,1165
67,10.12,+1.7,Mouhamadou FALL,25 FEB 1992,FRA,1h2,,St-Etienne (FRA),26 JUL 2019,1165
78,10.13,+1.4,Oblique SEVILLE,16 MAR 2001,JAM,1,,Kingston (JAM),29 MAR 2019,1162
78,10.13,+0.8,Andrew HUDSON,14 DEC 1996,USA,2f4,,"Waco, TX (USA)",20 APR 2019,1162
78,10.13,+0.6,Chijindu UJAH,05 MAR 1994,GBR,2,,"FBK Stadium, Hengelo (NED)",09 JUN 2019,1162
78,10.13,+1.1,Kenzo COTTON,13 MAY 1996,USA,5,,"Boston, MA (USA)",16 JUN 2019,1162
78,10.13,+0.4,Senoj-Jay GIVANS,30 DEC 1993,JAM,4,,Kingston (JAM),21 JUN 2019,1162
78,10.13,+1.9,Julian REUS,29 APR 1988,GER,4,,Leverkusen (GER),24 JUL 2019,1162
78,10.13,+1.6,Aldemir JUNIOR,08 JUN 1992,BRA,2h2,,"CNDA, Bragança Paulista (BRA)",29 AUG 2019,1162
85,10.14,+1.9,Yenns Reynold FERNÁNDEZ,04 JAN 2001,CUB,2f1,,La Habana (CUB),07 JUN 2019,1159
85,10.14,+0.8,Jak Ali HARVEY,04 MAY 1989,TUR,1,,Antalya (TUR),16 SEP 2019,1159
87,10.15,+0.1,Emile ERASMUS,03 APR 1992,RSA,2f3,,Bloemfontein (RSA),13 APR 2019,1155
87,10.15,+1.2,Andrew FISHER,15 DEC 1991,BRN,1h1,,Doha (QAT),21 APR 2019,1155
87,10.15,+1.5,Nick GRAY,02 JUN 1997,USA,2,,"Iowa City, IA (USA)",12 MAY 2019,1155
87,10.15,+1.9,Mosito LEHATA,08 APR 1989,LES,3f1,,La Habana (CUB),07 JUN 2019,1155
87,10.15,+0.9,Kemar BAILEY-COLE,10 JAN 1992,JAM,4f1,,Kingston (JAM),08 JUN 2019,1155
92,10.16,+2.0,Emmanuel YEBOAH,10 AUG 1997,GHA,1f1,,"Lubbock, TX (USA)",04 MAY 2019,1152
92,10.16,+2.0,Ramil GULIYEV,29 MAY 1990,TUR,1,,Castellón (ESP),25 MAY 2019,1152
92,10.16,+1.7,Joshua HARTMANN,09 JUN 1999,GER,1h11,,Weinheim (GER),25 MAY 2019,1152
92,10.16,+1.9,Harlyn PÉREZ,02 JUN 1995,CUB,4f1,,La Habana (CUB),07 JUN 2019,1152
92,10.16,+2.0,Joris VAN GOOL,04 APR 1998,NED,1f2,,La Chaux-de-Fonds (SUI),30 JUN 2019,1152
92,10.16,+0.2,Gavin SMELLIE,26 JUN 1986,CAN,1,,Toronto (CAN),13 JUL 2019,1152
92,10.16,+1.6,Jan VELEBA,06 DEC 1986,CZE,1,,Brno (CZE),26 JUL 2019,1152
99,10.17,+2.0,Zhiqiang WU,10 APR 1994,CHN,1,,Chongqing (CHN),07 JUN 2019,1148
99,10.17,+0.7,Kyree KING,09 JUL 1994,USA,2f1,,"Montverde, FL (USA)",08 JUN 2019,1148
99,10.17,+0.6,Julian FORTE,07 JAN 1993,JAM,3sf2,,Kingston (JAM),21 JUN 2019,1148
99,10.17,+1.1,Jerod ELCOCK,30 JUL 1998,TTO,5,,Queretaro (MEX),05 JUL 2019,1148
99,10.17,+1.1,Anaso JOBODWANA,30 JUL 1992,RSA,1f1,,Regensburg (GER),07 JUL 2019,1148
99,10.17,+1.1,Andrew ROBERTSON,17 DEC 1990,GBR,2f1,,Regensburg (GER),07 JUL 2019,1148
99,10.17,+0.2,Bismark BOATENG,15 MAR 1992,CAN,2,,Toronto (CAN),13 JUL 2019,1148
99,10.17,+1.6,Zdeněk STROMŠÍK,25 NOV 1994,CZE,2,,Brno (CZE),26 JUL 2019,1148
107,10.18,-0.9,Bryce ROBINSON,13 NOV 1993,USA,2,,Baie Mahault (FRA),18 MAY 2019,1150
107,10.18,+1.2,Bernardo BALOYES,06 JAN 1994,COL,1f2,,Barranquilla (COL),18 MAY 2019,1145
107,10.18,+1.7,Cordero GRAY,09 MAY 1989,USA,4f1,,Rehlingen (GER),09 JUN 2019,1145
107,10.18,+0.9,Derick SILVA,23 APR 1998,BRA,2h3,,Rehlingen (GER),09 JUN 2019,1145
107,10.18,+1.4,Marvin SCHULTE,19 FEB 1999,GER,1sf1,,Wetzlar (GER),15 JUN 2019,1145
107,10.18,+0.1,Jinsheng LIANG,12 JAN 1996,CHN,6f1,,La Chaux-de-Fonds (SUI),30 JUN 2019,1145
107,10.18,+1.6,Sean SAFO-ANTWI,31 OCT 1990,GHA,5,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",27 AUG 2019,1145
114,10.19,+2.0,Jack HALE,22 MAY 1998,AUS,3f1,,Brisbane (AUS),23 MAR 2019,1142
114,10.19,+1.4,Ryiem ROBERTSON,23 MAY 2001,JAM,2,,Kingston (JAM),29 MAR 2019,1142
