Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9.74,+0.9,Justin GATLIN,10 FEB 1982,USA,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1298
2,9.79,-0.5,Usain BOLT,21 AUG 1986,JAM,1,,"National Stadium, Beijing (CHN)",23 AUG 2015,1283
3,9.81,+1.3,Asafa POWELL,23 NOV 1982,JAM,1,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1273
4,9.84,+1.3,Trayvon BROMELL,10 JUL 1995,USA,1h4,,"Hayward Field, Eugene, OR (USA)",25 JUN 2015,1262
5,9.86,+1.1,Keston BLEDMAN,08 MAR 1988,TTO,1f2,,Port-of-Spain (TTO),27 JUN 2015,1255
5,9.86,+1.3,Jimmy VICAUT,27 FEB 1992,FRA,2,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1255
5,9.86,+0.9,Michael RODGERS,24 APR 1985,USA,2sf2,,"National Stadium, Beijing (CHN)",23 AUG 2015,1255
8,9.87,0.0,Tyson GAY,09 AUG 1982,USA,1,,"Hayward Field, Eugene, OR (USA)",26 JUN 2015,1252
9,9.91,+1.8,Femi OGUNODE,15 MAY 1991,QAT,1,,Wuhan (CHN),04 JUN 2015,1238
9,9.91,+0.9,Nickel ASHMEADE,07 APR 1990,JAM,2,,Kingston (JAM),26 JUN 2015,1238
11,9.92,-0.8,Kemar BAILEY-COLE,10 JAN 1992,JAM,3,,"Olympic Stadium, London (GBR)",24 JUL 2015,1238
11,9.92,-0.5,Andre DE GRASSE,10 NOV 1994,CAN,3,,"National Stadium, Beijing (CHN)",23 AUG 2015,1237
13,9.93,+1.7,Clayton VAUGHN,15 MAY 1992,USA,1,,"Mobile, AL (USA)",08 MAY 2015,1231
13,9.93,+1.8,Ryan BAILEY,13 APR 1989,USA,2f1,,"National Stadium, Kingston (JAM)",09 MAY 2015,1231
13,9.93,+2.0,Marvin BRACY,15 DEC 1993,USA,1,,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1231
16,9.94,+1.7,Diondre BATSON,13 JUL 1992,USA,2h2,,"Hayward Field, Eugene, OR (USA)",25 JUN 2015,1227
16,9.94,+1.4,Andrew FISHER,15 DEC 1991,JAM,2,,"Moratalaz, Madrid (ESP)",11 JUL 2015,1227
18,9.96,+1.3,Quentin BUTLER,18 SEP 1992,USA,2h4,,"Hayward Field, Eugene, OR (USA)",25 JUN 2015,1220
18,9.96,-0.8,Chijindu UJAH,05 MAR 1994,GBR,4,,"Olympic Stadium, London (GBR)",24 JUL 2015,1224
20,9.97,+2.0,Adam GEMILI,06 OCT 1993,GBR,2,,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1217
20,9.97,+0.8,Henricho BRUINTJIES,16 JUL 1993,RSA,1h1,,La Chaux-de-Fonds (SUI),05 JUL 2015,1217
20,9.97,0.0,Akani SIMBINE,21 SEP 1993,RSA,1,,"Main Stadium, Gwangju (KOR)",09 JUL 2015,1217
23,9.98,+1.8,Nesta CARTER,11 OCT 1985,JAM,3f1,,"National Stadium, Kingston (JAM)",09 MAY 2015,1213
23,9.98,+1.8,Kim COLLINS,05 APR 1976,SKN,1f1,,Basseterre (SKN),13 JUN 2015,1213
25,9.99,+1.6,Bryce ROBINSON,13 NOV 1993,USA,1,,"Storrs, CT (USA)",16 MAY 2015,1210
25,9.99,+1.5,Bingtian SU,29 AUG 1989,CHN,3,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1210
25,9.99,+1.7,Beejay LEE,05 MAR 1993,USA,3h2,,"Hayward Field, Eugene, OR (USA)",25 JUN 2015,1210
28,10.00,0.0,Isiah YOUNG,05 JAN 1990,USA,4,,"Hayward Field, Eugene, OR (USA)",26 JUN 2015,1206
29,10.01,+1.7,Sean MCLEAN,23 MAR 1992,USA,4h2,,"Hayward Field, Eugene, OR (USA)",25 JUN 2015,1203
