Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9.82,+1.3,Christian COLEMAN,06 MAR 1996,USA,1sf1,,"Eugene, OR (USA)",07 JUN 2017,1269
2,9.90,+0.9,Yohan BLAKE,26 DEC 1989,JAM,1,,Kingston (JAM),23 JUN 2017,1241
3,9.91,+1.0,Julian FORTE,07 JAN 1993,JAM,1,,"Olympiastadion, Berlin (GER)",27 AUG 2017,1238
4,9.92,+1.2,Akani SIMBINE,21 SEP 1993,RSA,1,,Pretoria (RSA),18 MAR 2017,1234
4,9.92,-0.8,Justin GATLIN,10 FEB 1982,USA,1,,"Olympic Stadium, London (GBR)",05 AUG 2017,1238
6,9.93,+0.8,Cameron BURRELL,11 SEP 1994,USA,1sf2,,"Eugene, OR (USA)",07 JUN 2017,1231
6,9.93,+1.6,Christopher BELCHER,29 JAN 1994,USA,1sf3,,"Eugene, OR (USA)",07 JUN 2017,1231
8,9.94,+0.9,Wayde VAN NIEKERK,15 JUL 1992,RSA,1f3,,Velenje (SLO),20 JUN 2017,1227
9,9.95,+1.2,Thando ROTO,26 SEP 1995,RSA,2,,Pretoria (RSA),18 MAR 2017,1224
9,9.95,+0.7,Usain BOLT,21 AUG 1986,JAM,1,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1224
11,9.97,+0.5,Jimmy VICAUT,27 FEB 1992,FRA,1f1,,Dijon (FRA),21 MAY 2017,1217
11,9.97,+1.5,Isiah YOUNG,05 JAN 1990,USA,1h3,,"Sacramento, CA (USA)",22 JUN 2017,1217
11,9.97,+1.5,Ramil GULIYEV,29 MAY 1990,TUR,1,,Bursa (TUR),06 JUL 2017,1217
11,9.97,0.0,Chijindu UJAH,05 MAR 1994,GBR,1,,"Letzigrund, Zürich (SUI)",24 AUG 2017,1217
11,9.97,0.0,Ben Youssef MEITÉ,11 NOV 1986,CIV,2,,"Letzigrund, Zürich (SUI)",24 AUG 2017,1217
16,9.98,+2.0,Odean SKEEN,28 AUG 1994,JAM,1h4,,"Auburn, AL (USA)",22 APR 2017,1213
16,9.98,+0.4,Ronnie BAKER,15 OCT 1993,USA,2,,"National Stadium, Kingston (JAM)",20 MAY 2017,1213
16,9.98,+1.8,Yoshihide KIRYU,15 DEC 1995,JPN,1,,Fukui (JPN),09 SEP 2017,1213
19,9.99,+0.6,Nethaneel MITCHELL-BLAKE,02 APR 1994,GBR,2,,"Columbia, SC (USA)",13 MAY 2017,1210
20,10.00,+2.0,Jaylen BACON,05 AUG 1996,USA,1,,"Arlington, TX (USA)",13 MAY 2017,1206
20,10.00,+1.3,Kyree KING,09 JUL 1994,USA,2sf1,,"Eugene, OR (USA)",07 JUN 2017,1206
20,10.00,+1.2,Michael RODGERS,24 APR 1985,USA,2h4,,"Sacramento, CA (USA)",22 JUN 2017,1206
20,10.00,+2.0,Yunier PÉREZ,16 FEB 1985,CUB,1h1,,"Moratalaz, Madrid (ESP)",14 JUL 2017,1206
