Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,21.41,+0.1,Shericka JACKSON,16 JUL 1994,JAM,1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",25 AUG 2023,1301
2,21.60,-0.4,Gabrielle THOMAS,07 DEC 1996,USA,1,,"Hayward Field, Eugene, OR (USA)",09 JUL 2023,1282
3,21.91,+1.8,Julien ALFRED,10 JUN 2001,LCA,1f1,,"Percy Beard Track, Gainesville, FL (USA)",14 APR 2023,1247
4,21.92,+0.1,Sha'Carri RICHARDSON,25 MAR 2000,USA,3,,"Nemzeti Atlétikai Központ, Budapest (HUN)",25 AUG 2023,1246
5,22.01,-0.4,Kayla WHITE,14 SEP 1996,USA,3,,"Hayward Field, Eugene, OR (USA)",09 JUL 2023,1239
6,22.02,+0.9,Tamara CLARK,09 JAN 1999,USA,2sf2,,"Hayward Field, Eugene, OR (USA)",09 JUL 2023,1236
7,22.05,-0.6,Brittany BROWN,18 APR 1995,USA,1f2,,"Stadion Allmend, Luzern (SUI)",20 JUL 2023,1235
8,22.07,-0.4,Abby STEINER,24 NOV 1999,USA,4,,"Hayward Field, Eugene, OR (USA)",09 JUL 2023,1232
9,22.09,+1.4,Latasha SMITH,13 JAN 2001,USA,1,,"University of South Florida Track & Field Stadium, Tampa, FL (USA)",14 MAY 2023,1228
10,22.10,+0.3,Marie-Josée TA LOU,18 NOV 1988,CIV,2,,"Hayward Field, Eugene, OR (USA)",17 SEP 2023,1227
11,22.11,,Favour OFILI,31 DEC 2002,NGR,1h2,,"Convention Center, Albuquerque, NM (USA) (i)",10 MAR 2023,1264
12,22.15,+0.8,Anthonique STRACHAN,22 AUG 1993,BAH,2,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 MAY 2023,1222
13,22.16,+0.1,Daryll NEITA,29 AUG 1996,GBR,5,,"Nemzeti Atlétikai Központ, Budapest (HUN)",25 AUG 2023,1221
14,22.17,-0.4,Twanisha TERRY,24 JAN 1999,USA,5,,"Hayward Field, Eugene, OR (USA)",09 JUL 2023,1222
15,22.23,+0.2,Dina ASHER-SMITH,04 DEC 1995,GBR,3,,"Stade Louis II, Monaco (MON)",21 JUL 2023,1214
16,22.26,-0.5,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,2,,"National Stadium, Kingston (JAM)",09 JUL 2023,1213
17,22.30,+0.8,Tamari DAVIS,15 FEB 2003,USA,3,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 MAY 2023,1206
