Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,22.39,+1.8,LaTasha JENKINS,19 DEC 1977,USA,h,,"Eugene, OR (USA)",23 JUN 2001,1197
1,22.39,-0.3,Debbie FERGUSON,16 JAN 1976,BAH,1sf3,,"Commonwealth Stadium, Edmonton (CAN)",09 AUG 2001,1198
3,22.54,-0.4,Cydonie MOTHERSILL,19 MAR 1978,CAY,1,,Ciudad de Guatemala (GUA),21 JUL 2001,1183
3,22.54,+1.9,Léonie Myriam MANI,21 MAY 1977,CMR,1,,Rieti (ITA),02 SEP 2001,1181
5,22.57,+0.5,Beverly MCDONALD,15 FEB 1970,JAM,1,,Bruxelles (BEL),24 AUG 2001,1178
6,22.59,+1.8,Aleen BAILEY,25 NOV 1980,JAM,1,,"Lawrence, KS (USA)",21 APR 2001,1176
7,22.63,+1.8,Heide SEYERLING-QUINN,19 AUG 1976,RSA,1,,Durban (RSA),04 MAR 2001,1172
7,22.63,+1.8,LaTasha COLANDER,23 AUG 1976,USA,2,,"Lawrence, KS (USA)",21 APR 2001,1172
7,22.63,-0.5,Susanthika JAYASINGHE,17 DEC 1975,SRI,1,,Osaka (JPN),12 MAY 2001,1175
7,22.63,+0.4,Lorraine FENTON,08 SEP 1973,JAM,1,,Kassel (GER),13 JUN 2001,1172
11,22.64,,Juliet CAMPBELL,17 MAR 1970,JAM,1,,"Atlantic Pavillion, Lisboa (POR) (i)",10 MAR 2001,1212
12,22.66,+1.0,Mercy NKU,17 JUL 1976,NGR,1,,Nice (FRA),09 JUL 2001,1169
13,22.68,,Yuliya TABAKOVA,01 MAY 1980,RUS,1,,Cheboksary (RUS),15 JUN 2001,1167
13,22.68,+0.3,Natalya VINOGRADOVA,28 FEB 1973,BLR,1,,"Weserstadion, Bremen (GER)",24 JUN 2001,1167
13,22.68,-0.1,Gabi ROCKMEIER,29 NOV 1973,GER,1,,Stuttgart (GER),01 JUL 2001,1167
16,22.70,-1.4,Yekaterina LESHCHOVA-GRIGORYEVA,21 APR 1974,RUS,1,,Tula (RUS),14 JUL 2001,1173
17,22.74,+0.3,Zhanna BLOCK,06 JUL 1972,UKR,2,,Rethymno (GRE),01 JUL 2001,1161
18,22.75,0.0,Xuemei LI,05 JAN 1977,CHN,1,,Guangzhou (CHN),17 NOV 2001,1160
19,22.76,0.0,Alenka BIKAR,07 JAN 1974,SLO,1,,Ingolstadt (GER),27 MAY 2001,1159
20,22.77,+1.9,Ionela ŢIRLEA-MANOLACHE,09 FEB 1976,ROU,2,,Rieti (ITA),02 SEP 2001,1158
21,22.78,+1.8,Sina SCHIELKE,19 MAY 1981,GER,1,,Mannheim (GER),16 JUN 2001,1157
22,22.79,+0.5,Grit BREUER,16 FEB 1972,GER,2,,Leverkusen (GER),26 AUG 2001,1156
23,22.80,-0.3,Mary ONYALI-OMAGBEMI,03 FEB 1968,NGR,2sf3,,"Commonwealth Stadium, Edmonton (CAN)",09 AUG 2001,1156
24,22.82,-0.3,Inger MILLER,12 JUN 1972,USA,3sf3,,"Commonwealth Stadium, Edmonton (CAN)",09 AUG 2001,1154
25,22.83,-1.4,Irina KHABAROVA,18 MAR 1966,RUS,2,,Tula (RUS),14 JUL 2001,1160
26,22.86,-0.7,Svetlana GONCHARENKO,28 MAY 1971,RUS,1,,Tula (RUS),09 JUN 2001,1153
27,22.87,-2.4,Xiaomei LIU,11 JAN 1972,CHN,1,,Osaka (JPN),26 MAY 2001,1162
28,22.88,+0.2,K.V. Damayanthi DARSHA,13 DEC 1975,SRI,1h1,,"Commonwealth Stadium, Edmonton (CAN)",08 AUG 2001,1147
29,22.90,+1.3,Lauren HEWITT,25 NOV 1978,AUS,1,,Brisbane (AUS),25 MAR 2001,1145
