Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,22.02,+0.1,Allyson FELIX,18 NOV 1985,USA,1,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1236
2,22.03,-0.5,Dafne SCHIPPERS,15 JUN 1992,NED,1,,"Letzigrund, Zürich (SUI)",15 AUG 2014,1237
3,22.11,+0.1,Myriam SOUMARÉ,29 OCT 1986,FRA,2,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1226
4,22.18,+1.5,Tori BOWIE,27 AUG 1990,USA,1,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1219
5,22.23,-0.8,Olivia EKPONE,05 JAN 1993,USA,1,,"Lexington, KY (USA)",18 MAY 2014,1218
5,22.23,+1.5,Blessing OKAGBARE,09 OCT 1988,NGR,2,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1214
7,22.27,+1.3,Joanna ATKINS,31 JAN 1989,USA,1f1,,"Gainesville, FL (USA)",04 APR 2014,1209
8,22.36,-0.1,Murielle AHOURÉ,23 AUG 1987,CIV,1,,"Le Grand Stade, Marrakech (MAR)",14 AUG 2014,1200
9,22.41,+1.9,Jeneba TARMOH,27 SEP 1989,USA,1h2,,"Sacramento, CA (USA)",29 JUN 2014,1195
10,22.46,-0.5,Jodie WILLIAMS,28 SEP 1993,GBR,2,,"Letzigrund, Zürich (SUI)",15 AUG 2014,1193
11,22.49,+1.3,Kaylin WHITNEY,09 MAR 1998,USA,1,,"Eugene, OR (USA)",06 JUL 2014,1187
12,22.50,,Kamaria BROWN,21 DEC 1992,USA,1f2,,"College Station, TX (USA) (i)",01 MAR 2014,1226
12,22.50,0.0,Anthonique STRACHAN,22 AUG 1993,BAH,2,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1186
14,22.53,+1.3,Kimberlyn DUNCAN,02 AUG 1991,USA,1f1,,"Coral Gables, FL (USA)",12 APR 2014,1182
14,22.53,+0.2,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,,"National Stadium, Kingston (JAM)",03 MAY 2014,1182
16,22.58,+0.4,Bianca WILLIAMS,18 DEC 1993,GBR,3,,"Hampden Park, Glasgow (GBR)",31 JUL 2014,1177
17,22.60,-1.6,Jenna PRANDINI,20 NOV 1992,USA,1,,"Pullman, WA (USA)",18 MAY 2014,1184
18,22.61,+1.6,Yekaterina RENZHINA,18 OCT 1994,RUS,1,,Yerino (RUS),10 JUL 2014,1174
18,22.61,+0.3,Dina ASHER-SMITH,04 DEC 1995,GBR,2sf1,,"Letzigrund, Zürich (SUI)",14 AUG 2014,1174
20,22.64,+1.8,Shalonda SOLOMON,19 DEC 1985,USA,2h3,,"Sacramento, CA (USA)",29 JUN 2014,1171
20,22.64,+0.4,Anyika ONUORA,28 OCT 1984,GBR,4,,"Hampden Park, Glasgow (GBR)",31 JUL 2014,1171
22,22.67,0.0,Simone FACEY,07 MAY 1985,JAM,1,,Beijing (CHN),21 MAY 2014,1168
23,22.68,-0.8,Dezerea BRYANT,27 APR 1993,USA,2,,"Lexington, KY (USA)",18 MAY 2014,1171
23,22.68,+1.4,Morolake AKINOSUN,17 MAY 1994,USA,1sf2,,"Fayetteville, AR (USA)",31 MAY 2014,1167
23,22.68,-0.5,Tianna BARTOLETTA,30 AUG 1985,USA,1,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1170
23,22.68,+0.4,Anneisha MCLAUGHLIN-WHILBY,06 JAN 1986,JAM,5,,"Hampden Park, Glasgow (GBR)",31 JUL 2014,1167
27,22.72,-1.0,Jamile SAMUEL,24 APR 1992,NED,1f1,,Genève (SUI),14 JUN 2014,1169
27,22.72,+0.3,Tiffany TOWNSEND,14 JUN 1989,USA,2,,Heusden-Zolder (BEL),19 JUL 2014,1163
29,22.77,-1.1,Michelle-Lee AHYE,10 APR 1992,TTO,1h2,,Port-of-Spain (TTO),22 JUN 2014,1164
30,22.78,-0.6,Kyra JEFFERSON,23 SEP 1994,USA,1f4,,"Gainesville, FL (USA)",04 APR 2014,1160
30,22.78,+0.3,Marie-Josée TA LOU,18 NOV 1988,CIV,5,,"Le Grand Stade, Marrakech (MAR)",14 SEP 2014,1157
32,22.80,+1.6,Yekaterina VYSOTSKAYA,10 AUG 1987,RUS,2,,Yerino (RUS),10 JUL 2014,1155
33,22.81,+1.5,English GARDNER,22 APR 1992,USA,6,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1154
