Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,22.15,+1.0,Shalonda SOLOMON,19 DEC 1985,USA,1,,"Hayward Field, Eugene, OR (USA)",26 JUN 2011,1222
2,22.20,-0.4,Carmelita JETER,24 NOV 1979,USA,1,,"Stade Louis II, Monaco (MON)",22 JUL 2011,1219
3,22.22,-1.0,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,1,,"DS, Daegu (KOR)",02 SEP 2011,1221
4,22.24,+1.5,Kimberlyn DUNCAN,02 AUG 1991,USA,1,,"Des Moines, IA (USA)",11 JUN 2011,1212
5,22.28,+1.0,Jeneba TARMOH,27 SEP 1989,USA,3,,"Hayward Field, Eugene, OR (USA)",26 JUN 2011,1208
6,22.32,-0.4,Allyson FELIX,18 NOV 1985,USA,2,,"Stade Louis II, Monaco (MON)",22 JUL 2011,1206
7,22.35,+1.0,Bianca KNIGHT,02 JAN 1989,USA,4,,"Hayward Field, Eugene, OR (USA)",26 JUN 2011,1201
8,22.48,+1.0,Ana Claudia LEMOS,06 NOV 1988,BRA,1h1,,São Paulo (BRA),06 AUG 2011,1188
9,22.54,+0.7,Anneisha MCLAUGHLIN-WHILBY,06 JAN 1986,JAM,1,,"National Stadium, Shenzhen (CHN)",19 AUG 2011,1181
10,22.55,-0.2,Schillonie CALVERT-POWELL,27 JUL 1988,JAM,1,,"Sports Park Mladost, Zagreb (CRO)",13 SEP 2011,1181
11,22.58,0.0,Olesya POVH,18 OCT 1987,UKR,1f2,,Yalta (UKR),31 MAY 2011,1177
11,22.58,+1.5,Tiffany TOWNSEND,14 JUN 1989,USA,3,,"Des Moines, IA (USA)",11 JUN 2011,1177
11,22.58,+1.0,LaShauntea MOORE,31 JUL 1983,USA,6,,"Hayward Field, Eugene, OR (USA)",26 JUN 2011,1177
14,22.59,+1.0,Marshevet HOOKER,25 SEP 1984,USA,2,,"Alexander Stadium, Birmingham (GBR)",10 JUL 2011,1176
14,22.59,-0.1,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,3,,"Letzigrund, Zürich (SUI)",08 SEP 2011,1176
16,22.62,+1.9,Yelizaveta DEMIROVA,14 AUG 1987,RUS,1h1,,Moskva (RUS),10 JUL 2011,1173
16,22.62,-0.2,Ivet LALOVA-COLLIO,18 MAY 1984,BUL,2h5,,"DS, Daegu (KOR)",01 SEP 2011,1174
18,22.63,+0.1,Kerron STEWART,16 APR 1984,JAM,2,,Kingston (JAM),26 JUN 2011,1172
18,22.63,+1.2,Sanya RICHARDS-ROSS,26 FEB 1985,USA,2,,"Puskás Ferenc Stadion, Budapest (HUN)",30 JUL 2011,1172
20,22.65,+1.7,Lauryn WILLIAMS,11 SEP 1983,USA,1f1,,"Coral Gables, FL (USA)",16 APR 2011,1170
21,22.68,+0.7,Mariya RYEMYEN,02 AUG 1987,UKR,1,,Strasbourg (FRA),12 JUN 2011,1167
21,22.68,+1.6,Joanna ATKINS,31 JAN 1989,USA,1,,Rethymno (GRE),13 JUL 2011,1167
23,22.69,-0.3,Dafne SCHIPPERS,15 JUN 1992,NED,1h3,,"DS, Daegu (KOR)",01 SEP 2011,1167
24,22.70,+2.0,Anthonique STRACHAN,22 AUG 1993,BAH,1,,"Miramar, FL (USA)",23 JUL 2011,1165
25,22.71,-0.1,Myriam SOUMARÉ,29 OCT 1986,FRA,1h1,,"DS, Daegu (KOR)",01 SEP 2011,1164
26,22.73,-1.8,Patricia HALL,16 OCT 1982,JAM,1f2,,"Houston, TX (USA)",19 MAY 2011,1172
26,22.73,+0.1,Sherone SIMPSON,12 AUG 1984,JAM,3,,Kingston (JAM),26 JUN 2011,1162
28,22.76,+1.8,Jura LEVY,04 NOV 1990,JAM,1,,"Hutchinson, KS (USA)",21 MAY 2011,1159
28,22.76,+0.9,Debbie FERGUSON-MCKENZIE,16 JAN 1976,BAH,3,,"Stadio Olimpico, Roma (ITA)",26 MAY 2011,1159
30,22.77,+1.7,Natasha HASTINGS,23 JUL 1986,USA,1f1,,"Gainesville, FL (USA)",01 APR 2011,1158
31,22.79,+0.1,Aleen BAILEY,25 NOV 1980,JAM,4,,Kingston (JAM),26 JUN 2011,1156
31,22.79,-0.1,Hrystyna STUY,03 FEB 1988,UKR,3sf2,,"DS, Daegu (KOR)",01 SEP 2011,1156
33,22.80,+1.2,Nivea SMITH,18 FEB 1990,BAH,3h1,,"Des Moines, IA (USA)",09 JUN 2011,1155
34,22.81,-0.5,Yuliya CHERMOSHANSKAYA,06 JAN 1986,RUS,1,,Sochi (RUS),25 MAY 2011,1157
34,22.81,+1.2,Candyce MCGRONE,24 MAR 1989,USA,1f2,,"Eugene, OR (USA)",28 MAY 2011,1154
34,22.81,+1.1,Stephanie DURST,06 JAN 1982,USA,2h1,,"Hayward Field, Eugene, OR (USA)",25 JUN 2011,1154
37,22.82,+1.5,Cydonie MOTHERSILL,19 MAR 1978,CAY,1,,"Atlanta, GA (USA)",05 JUN 2011,1153
38,22.83,+1.3,Aareon PAYNE,03 SEP 1990,USA,1,,"Walnut, CA (USA)",16 APR 2011,1152
38,22.83,+0.9,Aurieyall SCOTT,18 MAY 1992,USA,1,,"Eugene, OR (USA)",25 JUN 2011,1152
40,22.84,,Semoy HACKETT,27 NOV 1988,TTO,1f2,,"Fayetteville, AR (USA) (i)",27 FEB 2011,1193
40,22.84,+1.1,Jessica DAVIS,31 OCT 1992,USA,1,,"Tucson, AZ (USA)",14 MAY 2011,1151
42,22.85,+1.3,Charonda WILLIAMS,27 MAR 1987,USA,2,,"Walnut, CA (USA)",16 APR 2011,1150
43,22.86,+1.9,Oludamola OSAYOMI,26 JUN 1986,NGR,1,,Maputo (MOZ),15 SEP 2011,1149
43,22.86,+0.5,Simone FACEY,07 MAY 1985,JAM,2,,Guadalajara (MEX),27 OCT 2011,1149
45,22.87,+1.0,Alexandria ANDERSON,28 JAN 1987,USA,4,,"Alexander Stadium, Birmingham (GBR)",10 JUL 2011,1148
46,22.89,+1.7,Rachelle BOONE-SMITH,30 JUN 1981,USA,3h2,,"Hayward Field, Eugene, OR (USA)",25 JUN 2011,1146
46,22.89,+0.3,Kai SELVON,13 APR 1992,TTO,3h4,,"DS, Daegu (KOR)",01 SEP 2011,1146
48,22.90,+0.9,Crystal EMMANUEL,27 NOV 1991,CAN,1f1,,Toronto (CAN),12 JUN 2011,1145
