Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:43.06,,Wilfred BUNGEI,24 JUL 1980,KEN,1f1,,Zürich (SUI),06 AUG 2004,1233
2,1:43.11,,Yusuf Saad KAMEL,29 MAR 1983,BRN,1f2,,Zürich (SUI),06 AUG 2004,1232
3,1:43.29,,William YIAMPOY,17 MAY 1974,KEN,2f1,,Zürich (SUI),06 AUG 2004,1226
4,1:43.35,,Joseph Mwengi MUTUA,10 DEC 1978,KEN,1,,Rieti (ITA),05 SEP 2004,1224
5,1:43.68,,Amine LAALOU,13 MAY 1982,MAR,2f2,,Zürich (SUI),06 AUG 2004,1214
6,1:43.88,,Wilson KIPKETER,12 DEC 1972,DEN,1f1,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1208
7,1:43.89,,Antonio Manuel REINA,13 JUN 1981,ESP,3f2,,Zürich (SUI),06 AUG 2004,1208
8,1:43.92,,Yuriy BORZAKOVSKIY,12 APR 1981,RUS,1,,Herakleion (GRE),04 JUL 2004,1207
9,1:43.94,,Hezekiel SEPENG,30 JUN 1974,RSA,2f1,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1206
10,1:44.09,,Michael ROTICH,14 JUL 1978,KEN,4,,Herakleion (GRE),04 JUL 2004,1201
11,1:44.14,,René HERMS,17 JUL 1982,GER,1,,München (GER),08 AUG 2004,1200
12,1:44.19,,Justus KOECH,19 MAR 1980,KEN,5,,Herakleion (GRE),04 JUL 2004,1198
13,1:44.37,,Bram SOM,20 FEB 1980,NED,4,,Rieti (ITA),05 SEP 2004,1193
14,1:44.42,,Andrea LONGO,26 JUN 1975,ITA,4f1,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1191
15,1:44.44,,Djabir SAID-GUERNI,29 MAR 1977,ALG,5,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1191
16,1:44.48,,Florent LACASSE,21 JAN 1981,FRA,5f1,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1189
16,1:44.48,,Joeri JANSEN,28 MAY 1979,BEL,6f1,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1189
18,1:44.49,,Timothy KIPTANUI,05 JAN 1980,KEN,1,,Rovereto (ITA),08 SEP 2004,1189
19,1:44.56,,Mbulaeni MULAUDZI,08 SEP 1980,RSA,7,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1187
20,1:44.62,,Mouhssin CHEHIBI,28 JAN 1978,MAR,3sf2,,"Olympic Stadium, Athina (GRE)",26 AUG 2004,1185
21,1:44.65,,William CHIRCHIR,06 FEB 1979,KEN,1,,Lappeenranta (FIN),25 JUL 2004,1184
22,1:44.77,,Jonathan JOHNSON,05 MAR 1982,USA,1,,"Sacramento, CA (USA)",12 JUL 2004,1180
23,1:44.89,,Khadevis ROBINSON,19 JUL 1976,USA,6f2,,Zürich (SUI),06 AUG 2004,1177
24,1:44.92,,Gary REED,25 OCT 1981,CAN,1,,Heusden-Zolder (BEL),31 JUL 2004,1176
25,1:44.93,,David KRUMMENACKER,24 MAY 1975,USA,7f2,,Zürich (SUI),06 AUG 2004,1176
26,1:45.04,,Nicolas AÏSSAT,24 JUL 1980,FRA,7,,Herakleion (GRE),04 JUL 2004,1172
27,1:45.08,,Derrick PETERSON,28 NOV 1977,USA,3,,"Sacramento, CA (USA)",12 JUL 2004,1171
28,1:45.12,,Dmitriy BOGDANOV,11 APR 1979,RUS,1,,Ratingen (GER),27 JUN 2004,1170
29,1:45.13,,Nicholas WACHIRA,19 NOV 1982,KEN,4,,Zaragoza (ESP),08 JUN 2004,1169
30,1:45.17,,Ismail Ahmed ISMAIL,10 SEP 1984,SUD,2h4,,"Olympic Stadium, Athina (GRE)",25 AUG 2004,1168
31,1:45.21,,Achraf TADILI,08 JUL 1980,CAN,1,,Bydgoszcz (POL),05 JUN 2004,1167
32,1:45.25,,Mohammed Khalaf AL AZEMI,16 JUN 1982,KUW,1,,Algiers (ALG),24 JUN 2004,1166
32,1:45.25,,Mounir YEMMOUNI,12 OCT 1983,FRA,8f2,,Zürich (SUI),06 AUG 2004,1166
32,1:45.25,,Majed Saeed SULTAN,03 NOV 1986,QAT,7,,Rieti (ITA),05 SEP 2004,1166
35,1:45.26,,Jean-Patrick NDUWIMANA,09 MAR 1978,BDI,4,,Heusden-Zolder (BEL),31 JUL 2004,1166
36,1:45.28,,Berhanu ALEMU,16 JUL 1982,ETH,4,,Bergen (NOR),11 JUN 2004,1165
36,1:45.28,,Ramil ARITKULOV,01 MAR 1978,RUS,2,,Tula (RUS),31 JUL 2004,1165
38,1:45.30,,Manuel OLMEDO,17 MAY 1983,ESP,6f1,,Madrid (ESP),17 JUL 2004,1164
38,1:45.30,,Samwel MWERA,03 JUN 1985,TAN,3h4,,"Olympic Stadium, Athina (GRE)",25 AUG 2004,1164
40,1:45.46,,Arthémon HATUNGIMANA,21 JAN 1974,BDI,5,,Heusden-Zolder (BEL),31 JUL 2004,1159
41,1:45.52,,Mehdi BAALA,17 AUG 1978,FRA,1,,Erfurt (GER),13 JUN 2004,1158
42,1:45.54,,Nick WILLIS,25 APR 1983,NZL,1f2,,Heusden-Zolder (BEL),31 JUL 2004,1157
43,1:45.56,,André BUCHER,19 OCT 1976,SUI,8f1,,Zürich (SUI),06 AUG 2004,1156
44,1:45.60,,Dmitrijs MIĻKEVIČS,06 DEC 1981,LAT,2f2,,Heusden-Zolder (BEL),31 JUL 2004,1155
45,1:45.61,,Miguel QUESADA,18 SEP 1979,ESP,8,,Madrid (ESP),17 JUL 2004,1155
46,1:45.63,,David FIEGEN,03 SEP 1984,LUX,6f1,,Heusden-Zolder (BEL),31 JUL 2004,1154
47,1:45.64,,Osmar BARBOSA DOS SANTOS,20 OCT 1968,BRA,2f2,,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1154
48,1:45.67,,Arnoud OKKEN,20 APR 1982,NED,7f1,,Heusden-Zolder (BEL),31 JUL 2004,1153
49,1:45.70,,Ricky SOOS,28 JUN 1983,GBR,2h2,,"Olympic Stadium, Athina (GRE)",25 AUG 2004,1152
50,1:45.73,,Nabil MADI,09 JUN 1981,ALG,,,Algiers (ALG),07 AUG 2004,1151
51,1:45.76,,Henry ROTICH,05 DEC 1981,KEN,2,,"Mangueirão, Belém (BRA)",23 MAY 2004,1150
52,1:45.86,,Glody DUBE,02 JUL 1978,BOT,2,,Cuxhaven (GER),26 JUN 2004,1147
53,1:45.89,,Adam ABDU ADAM,15 JUN 1983,QAT,9,,Rovereto (ITA),08 SEP 2004,1146
54,1:45.90,,Khalid TIGHAZOUINE,18 JUN 1977,MAR,2,,Rabat (MAR),19 JUN 2004,1146
54,1:45.90,,Rui SILVA,03 AUG 1977,POR,9,,Herakleion (GRE),04 JUL 2004,1146
56,1:45.91,,Peter Kipkorir BIWOTT,22 AUG 1976,KEN,2,,Ratingen (GER),27 JUN 2004,1146
